	AMON	BQIm	CPHL	DEPH	DOXY_BTL	DOXY_CTD	LATIT_DD	LONGI_DD	MNDEP	MXDEP	MYEAR	NTRA	NTRI	NTRZ	PHOS	Q_AMON	Q_BQIm	Q_CPHL	Q_DOXY_BTL	Q_DOXY_CTD	Q_NTRA	Q_NTRI	Q_NTRZ	Q_PHOS	Q_SALT_BTL	Q_SALT_CTD	Q_SECCHI	Q_TEMP_BTL	Q_TEMP_CTD	SALT_BTL	SALT_CTD	SDATE	SEA_AREA_CODE	SEA_AREA_NAME	SEA_BASIN	SECCHI	SERNO	SHARKID_MD5	SHIPC	STATN	STIME	TEMP_BTL	TEMP_CTD	WATER_DISTRICT	WATER_TYPE_AREA	WLTYP
676	0.45		0.50	15.0	6.12	6.24	57.66750	11.68667			2015	0.36	0.02	0.38	0.04							<	<							21.878	21.86	2015-07-07	574000-114230	Dana fjord	N Kattegatt	7	32.0		77SN	DANAFJORD	09:45	16.73	16.74	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
677	2.82		0.10	20.0	4.70	4.77	57.66750	11.68667			2015	3.54	0.27	3.81	0.54			<												29.965	31.40	2015-07-07	574000-114230	Dana fjord	N Kattegatt	7	32.0		77SN	DANAFJORD	09:45	11.16	11.12	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
678	1.07		0.10	30.0	4.76	4.87	57.66750	11.68667			2015	5.55	0.27	5.82	0.60			<												32.606	32.65	2015-07-07	574000-114230	Dana fjord	N Kattegatt	7	32.0		77SN	DANAFJORD	09:45	9.86	9.82	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
679	1.25			39.0	4.66	4.86	57.66750	11.68667			2015	6.32	0.25	6.57	0.66															32.910	32.91	2015-07-07	574000-114230	Dana fjord	N Kattegatt	7	32.0		77SN	DANAFJORD	09:45	9.37	9.36	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
680	0.39		0.90	0.0	6.16	6.16	57.90117	11.66667			2015	2.85	0.06	2.91	0.04																18.64	2015-07-07	575500-113750	Älgöfjorden	Skagerrak	4	33.0		77SN	INSTÖ RÄNNA	11:35	18.07	18.02	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
681	0.37		1.00	2.0	6.05	6.15	57.90117	11.66667			2015	2.71	0.06	2.77	0.04																18.85	2015-07-07	575500-113750	Älgöfjorden	Skagerrak	4	33.0		77SN	INSTÖ RÄNNA	11:35	17.96	17.95	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
682	0.66		1.70	5.0	6.08	6.15	57.90117	11.66667			2015	1.36	0.04	1.40	0.05																20.67	2015-07-07	575500-113750	Älgöfjorden	Skagerrak	4	33.0		77SN	INSTÖ RÄNNA	11:35		17.55	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
683	0.97		0.70	10.0	5.96	6.08	57.90117	11.66667			2015	1.10	0.04	1.14	0.06																21.08	2015-07-07	575500-113750	Älgöfjorden	Skagerrak	4	33.0		77SN	INSTÖ RÄNNA	11:35	17.31	17.34	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
684	1.20			13.0	5.88	6.02	57.90117	11.66667			2015	1.04	0.05	1.09	0.09																21.26	2015-07-07	575500-113750	Älgöfjorden	Skagerrak	4	33.0		77SN	INSTÖ RÄNNA	11:35	17.12	17.19	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
685	0.24		1.10	0.0	6.01	6.14	57.91967	11.59333			2015	0.32	0.02	0.34	0.03							<	<								21.94	2015-07-07	575340-113000	Marstrandsfjorden	Skagerrak	8	34.0		77SN	ÅSTOL	12:15	17.09	17.08	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
686	0.22		1.30	2.0	6.01	6.16	57.91967	11.59333			2015	0.32	0.02	0.34	0.03							<	<								21.94	2015-07-07	575340-113000	Marstrandsfjorden	Skagerrak	8	34.0		77SN	ÅSTOL	12:15	17.08	17.08	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
687	0.38		2.60	5.0	6.04	6.15	57.91967	11.59333			2015	0.32	0.02	0.34	0.04							<	<								21.94	2015-07-07	575340-113000	Marstrandsfjorden	Skagerrak	8	34.0		77SN	ÅSTOL	12:15	17.07	17.08	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
688	0.34		1.10	10.0	6.01	6.13	57.91967	11.59333			2015	0.33	0.02	0.35	0.03							<	<								22.00	2015-07-07	575340-113000	Marstrandsfjorden	Skagerrak	8	34.0		77SN	ÅSTOL	12:15	17.03	16.97	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
689	0.57		0.60	15.0	5.91	6.01	57.91967	11.59333			2015	0.46	0.02	0.48	0.04							<	<								22.19	2015-07-07	575340-113000	Marstrandsfjorden	Skagerrak	8	34.0		77SN	ÅSTOL	12:15	16.78	16.70	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
690	2.97		0.30	20.0	4.53	4.69	57.91967	11.59333			2015	1.43	0.31	1.74	0.37																28.14	2015-07-07	575340-113000	Marstrandsfjorden	Skagerrak	8	34.0		77SN	ÅSTOL	12:15		13.20	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
691	2.88		0.10	30.0	4.87	4.84	57.91967	11.59333			2015	1.36	0.24	1.60	0.46			<													32.21	2015-07-07	575340-113000	Marstrandsfjorden	Skagerrak	8	34.0		77SN	ÅSTOL	12:15	12.11	12.07	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
692	2.46			40.0	4.91	4.90	57.91967	11.59333			2015	1.51	0.23	1.74	0.45																32.49	2015-07-07	575340-113000	Marstrandsfjorden	Skagerrak	8	34.0		77SN	ÅSTOL	12:15	11.86	11.88	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
693	2.38			50.0	4.97	5.07	57.91967	11.59333			2015	1.50	0.22	1.72	0.44																32.68	2015-07-07	575340-113000	Marstrandsfjorden	Skagerrak	8	34.0		77SN	ÅSTOL	12:15	11.74	11.68	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
694	2.59			60.0	4.89	5.01	57.91967	11.59333			2015	2.07	0.26	2.33	0.55																32.84	2015-07-07	575340-113000	Marstrandsfjorden	Skagerrak	8	34.0		77SN	ÅSTOL	12:15	11.30	11.45	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
695	2.37			65.0	4.79	4.98	57.91967	11.59333			2015	2.15	0.26	2.41	0.55																32.90	2015-07-07	575340-113000	Marstrandsfjorden	Skagerrak	8	34.0		77SN	ÅSTOL	12:15	11.32	11.36	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
696	0.20		2.60	0.0	5.88	6.01	58.10917	11.81000			2015	0.10	0.03	0.13	0.08	<					<		<								21.38	2015-07-07	580688-114860	Halsefjorden	Skagerrak	3	35.0		77SN	GALTERÖ	14:05	18.88	18.90	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
697	0.20		2.50	2.0	5.85	5.95	58.10917	11.81000			2015	0.10	0.02	0.12	0.08	<					<		<								21.40	2015-07-07	580688-114860	Halsefjorden	Skagerrak	3	35.0		77SN	GALTERÖ	14:05	18.88	18.90	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
698	0.20		2.30	5.0	5.91	5.96	58.10917	11.81000			2015	0.15	0.03	0.18	0.08	<															21.48	2015-07-07	580688-114860	Halsefjorden	Skagerrak	3	35.0		77SN	GALTERÖ	14:05	18.85	18.81	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
699	0.60		1.00	10.0	5.55	5.78	58.10917	11.81000			2015	0.35	0.06	0.41	0.09																21.90	2015-07-07	580688-114860	Halsefjorden	Skagerrak	3	35.0		77SN	GALTERÖ	14:05	17.86	18.33	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
700	0.87		0.70	15.0	5.09	5.25	58.10917	11.81000			2015	1.22	0.11	1.33	0.17																23.61	2015-07-07	580688-114860	Halsefjorden	Skagerrak	3	35.0		77SN	GALTERÖ	14:05	16.33	16.54	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
701	1.04		0.50	20.0	4.57	4.66	58.10917	11.81000			2015	2.73	0.20	2.93	0.34																25.34	2015-07-07	580688-114860	Halsefjorden	Skagerrak	3	35.0		77SN	GALTERÖ	14:05	14.67	14.59	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
702	1.69		0.70	30.0	4.00	4.10	58.10917	11.81000			2015	4.44	0.31	4.75	0.59																26.87	2015-07-07	580688-114860	Halsefjorden	Skagerrak	3	35.0		77SN	GALTERÖ	14:05	12.95	12.93	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
703	6.24			38.0	3.33	3.54	58.10917	11.81000			2015	3.71	0.55	4.26	0.82																28.97	2015-07-07	580688-114860	Halsefjorden	Skagerrak	3	35.0		77SN	GALTERÖ	14:05	11.93	12.00	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
704	0.35		2.40	0.0	5.76	5.93	58.33333	11.88333			2015	0.26	0.02	0.28	0.04																20.77	2015-07-07	582000-115270	Byfjorden	Skagerrak	4	36.0		77SN	BYFJORDEN	15:40	18.60	18.66	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
705	0.32		2.10	2.0	5.73	5.89	58.33333	11.88333			2015	0.24	0.02	0.26	0.03							<	<								20.85	2015-07-07	582000-115270	Byfjorden	Skagerrak	4	36.0		77SN	BYFJORDEN	15:40	18.23	18.62	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
706	0.23		0.80	5.0	5.74	5.89	58.33333	11.88333			2015	0.14	0.02	0.16	0.03							<	<								21.34	2015-07-07	582000-115270	Byfjorden	Skagerrak	4	36.0		77SN	BYFJORDEN	15:40	18.05	18.09	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
707	0.40		0.40	10.0	5.56	5.68	58.33333	11.88333			2015	0.18	0.03	0.21	0.04																21.62	2015-07-07	582000-115270	Byfjorden	Skagerrak	4	36.0		77SN	BYFJORDEN	15:40	17.53	17.54	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
708	0.20		0.10	15.0	2.23	3.56	58.33333	11.88333			2015	12.40	0.25	12.65	0.76	<		<													27.82	2015-07-07	582000-115270	Byfjorden	Skagerrak	4	36.0		77SN	BYFJORDEN	15:40	8.76	8.68	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
709	0.20		0.10	20.0	0.5	0.46	58.33333	11.88333			2015	11.09	0.02	11.11	2.39	<		<													30.45	2015-07-07	582000-115270	Byfjorden	Skagerrak	4	36.0		77SN	BYFJORDEN	15:40	7.51	7.51	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
710	10		0.10	30.0	0.00	0.02	58.33333	11.88333			2015	0.00	0.04		6.07	>		<	Z		Z										30.87	2015-07-07	582000-115270	Byfjorden	Skagerrak	4	36.0		77SN	BYFJORDEN	15:40	7.54	7.53	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
711	10			40.0	0.00	0.02	58.33333	11.88333			2015	0.00	0.33		9.95	>			Z		Z										31.02	2015-07-07	582000-115270	Byfjorden	Skagerrak	4	36.0		77SN	BYFJORDEN	15:40	7.51	7.53	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
712	13			44.0	0.00	0.02	58.33333	11.88333			2015	0.00	0.41		10.01				Z		Z										31.03	2015-07-07	582000-115270	Byfjorden	Skagerrak	4	36.0		77SN	BYFJORDEN	15:40		7.52	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
713	0.20		1.60	0.0	5.85	6.02	58.31250	11.77333			2015	0.10	0.02	0.12	0.02	<					<	<	<								22.09	2015-07-07	581740-114820	Havstensfjorden	Skagerrak	6	37.0		77SN	HAVSTENSFJORD	16:20	17.87	17.87	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
714	0.20		1.80	2.0	5.85	5.97	58.31250	11.77333			2015	0.10	0.02	0.12	0.02	<					<	<	<								22.13	2015-07-07	581740-114820	Havstensfjorden	Skagerrak	6	37.0		77SN	HAVSTENSFJORD	16:20		17.83	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
715	0.20		1.40	5.0	5.76	5.94	58.31250	11.77333			2015	0.10	0.02	0.12	0.04	<					<	<	<								22.29	2015-07-07	581740-114820	Havstensfjorden	Skagerrak	6	37.0		77SN	HAVSTENSFJORD	16:20	17.28	17.45	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
716	0.20		1.30	10.0	5.69	5.82	58.31250	11.77333			2015	0.10	0.02	0.12	0.02	<					<	<	<								22.55	2015-07-07	581740-114820	Havstensfjorden	Skagerrak	6	37.0		77SN	HAVSTENSFJORD	16:20	16.55	16.62	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
717	0.20		0.20	15.0	3.64	3.73	58.31250	11.77333			2015	3.92	0.12	4.04	0.07	<															25.99	2015-07-07	581740-114820	Havstensfjorden	Skagerrak	6	37.0		77SN	HAVSTENSFJORD	16:20	10.27	10.52	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
718	0.20		0.10	20.0	3.15	3.21	58.31250	11.77333			2015	11.30	0.02	11.32	0.73	<		<				<	<								28.60	2015-07-07	581740-114820	Havstensfjorden	Skagerrak	6	37.0		77SN	HAVSTENSFJORD	16:20	8.37	8.45	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
719	0.20		0.10	30.0	3.06	3.19	58.31250	11.77333			2015	14.47	0.02	14.49	1.26	<		<													32.65	2015-07-07	581740-114820	Havstensfjorden	Skagerrak	6	37.0		77SN	HAVSTENSFJORD	16:20	6.08	6.06	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
720	0.20			39.0	1.46	1.73	58.31250	11.77333			2015	14.88	0.12	15.00	1.21	<															32.86	2015-07-07	581740-114820	Havstensfjorden	Skagerrak	6	37.0		77SN	HAVSTENSFJORD	16:20		6.05	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
721	0.20		2.30	0.0	5.84	5.99	58.23000	11.58000			2015	0.10	0.02	0.12	0.03	<					<	<	<							22.577	22.58	2015-07-07	581260-113220	Koljö fjord	Skagerrak	6	38.0		77SN	KOLJÖFJORD	17:30	16.77	16.75	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
722	0.20		1.80	2.0	5.79	5.99	58.23000	11.58000			2015	0.10	0.02	0.12	0.03	<					<	<	<							22.625	22.60	2015-07-07	581260-113220	Koljö fjord	Skagerrak	6	38.0		77SN	KOLJÖFJORD	17:30	16.62	16.62	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
723	0.20		1.80	5.0	5.59	5.79	58.23000	11.58000			2015	0.10	0.02	0.12	0.04	<					<	<	<							22.692	22.69	2015-07-07	581260-113220	Koljö fjord	Skagerrak	6	38.0		77SN	KOLJÖFJORD	17:30	15.87	15.88	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
724	0.20		0.90	10.0	5.36	5.61	58.23000	11.58000			2015	0.16	0.02	0.18	0.04	<														22.766	22.76	2015-07-07	581260-113220	Koljö fjord	Skagerrak	6	38.0		77SN	KOLJÖFJORD	17:30	15.31	15.40	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
725	0.20		0.50	15.0	4.15	4.63	58.23000	11.58000			2015	1.09	0.10	1.19	0.20	<														23.254	23.31	2015-07-07	581260-113220	Koljö fjord	Skagerrak	6	38.0		77SN	KOLJÖFJORD	17:30	13.41	13.39	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
726	0.49		0.20	20.0	0.53	0.98	58.23000	11.58000			2015	9.86	0.28	10.14	1.89															26.130	25.78	2015-07-07	581260-113220	Koljö fjord	Skagerrak	6	38.0		77SN	KOLJÖFJORD	17:30	8.37	8.88	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
727	8.85		0.10	30.0	0.00	0.03	58.23000	11.58000			2015	0.00	0.19		3.84			<	Z		Z									27.235	27.24	2015-07-07	581260-113220	Koljö fjord	Skagerrak	6	38.0		77SN	KOLJÖFJORD	17:30	7.22	7.23	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
728	8.66			37.0	0.00	0.02	58.23000	11.58000			2015	0.00	0.18		3.93				Z		Z									27.290	27.30	2015-07-07	581260-113220	Koljö fjord	Skagerrak	6	38.0		77SN	KOLJÖFJORD	17:30	7.26	7.25	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
729	0.84		4.50	0.0	5.78	5.89	58.39333	11.62667			2015	0.56	0.07	0.63	0.04																20.92	2015-07-08	581700-113000	Gullmarn centralbassäng	Skagerrak	6	40.0		77SN	BJÖRKHOLMEN	06:50	18.56	18.63	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
730	0.70		1.00	2.0	5.87	5.86	58.39333	11.62667			2015	0.10	0.03	0.13	0.03						<		<								23.05	2015-07-08	581700-113000	Gullmarn centralbassäng	Skagerrak	6	40.0		77SN	BJÖRKHOLMEN	06:50	17.94	18.27	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
731	0.66		1.00	5.0	5.88	5.99	58.39333	11.62667			2015	0.10	0.03	0.13	0.05						<		<								23.91	2015-07-08	581700-113000	Gullmarn centralbassäng	Skagerrak	6	40.0		77SN	BJÖRKHOLMEN	06:50	17.56	17.61	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
732	0.61		0.60	10.0	5.88	6.03	58.39333	11.62667			2015	0.10	0.03	0.13	0.04						<		<								24.04	2015-07-08	581700-113000	Gullmarn centralbassäng	Skagerrak	6	40.0		77SN	BJÖRKHOLMEN	06:50	17.13	17.13	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
733	0.76		0.40	15.0	5.87	6.01	58.39333	11.62667			2015	0.10	0.03	0.13	0.05						<		<								24.14	2015-07-08	581700-113000	Gullmarn centralbassäng	Skagerrak	6	40.0		77SN	BJÖRKHOLMEN	06:50	17.18	17.18	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
734	1.03		0.10	20.0	5.77	6.00	58.39333	11.62667			2015	0.19	0.04	0.23	0.06			<													24.39	2015-07-08	581700-113000	Gullmarn centralbassäng	Skagerrak	6	40.0		77SN	BJÖRKHOLMEN	06:50	16.80	16.90	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
735	0.20		0.10	30.0	5.10	5.24	58.39333	11.62667			2015	6.40	0.05	6.45	0.36	<		<													31.32	2015-07-08	581700-113000	Gullmarn centralbassäng	Skagerrak	6	40.0		77SN	BJÖRKHOLMEN	06:50	9.22	9.21	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
736	0.20			40.0	4.99	5.26	58.39333	11.62667			2015	7.84	0.03	7.87	0.50	<															31.63	2015-07-08	581700-113000	Gullmarn centralbassäng	Skagerrak	6	40.0		77SN	BJÖRKHOLMEN	06:50	8.05	8.09	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
737	0.20			50.0	5.21	5.51	58.39333	11.62667			2015	8.98	0.02	9.00	0.64	<															32.25	2015-07-08	581700-113000	Gullmarn centralbassäng	Skagerrak	6	40.0		77SN	BJÖRKHOLMEN	06:50	7.21	7.19	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
738	0.20			60.0	4.85	5.24	58.39333	11.62667			2015	11.15	0.03	11.18	0.97	<															32.91	2015-07-08	581700-113000	Gullmarn centralbassäng	Skagerrak	6	40.0		77SN	BJÖRKHOLMEN	06:50	6.67	6.68	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
739	0.45			71.0	2.60	3.05	58.39333	11.62667			2015	14.25	0.28	14.53	2.05																34.07	2015-07-08	581700-113000	Gullmarn centralbassäng	Skagerrak	6	40.0		77SN	BJÖRKHOLMEN	06:50	6.62	6.59	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
740	0.63		1.50	0.0	5.87	6.02	58.34333	11.40333			2015	0.12	0.04	0.16	0.07																23.74	2015-07-08	582000-112350	Yttre Brofjorden		8	42.0		77SN	STRETUDDEN	08:45	17.20	17.21	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
741	0.63		1.30	2.0	5.94	6.01	58.34333	11.40333			2015	0.12	0.04	0.16	0.06																23.76	2015-07-08	582000-112350	Yttre Brofjorden		8	42.0		77SN	STRETUDDEN	08:45	17.19	17.22	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
742	0.56		1.20	5.0	5.94	6.01	58.34333	11.40333			2015	0.11	0.04	0.15	0.06																23.77	2015-07-08	582000-112350	Yttre Brofjorden		8	42.0		77SN	STRETUDDEN	08:45	17.21	17.22	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
743	0.66		1.50	10.0	5.84	5.98	58.34333	11.40333			2015	0.12	0.04	0.16	0.07																23.89	2015-07-08	582000-112350	Yttre Brofjorden		8	42.0		77SN	STRETUDDEN	08:45	17.23	17.22	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
744	0.73		0.50	15.0	5.82	5.93	58.34333	11.40333			2015	0.10	0.04	0.14	0.07						<		<								24.14	2015-07-08	582000-112350	Yttre Brofjorden		8	42.0		77SN	STRETUDDEN	08:45	17.59	17.44	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
745	1.72		0.40	20.0	5.27	5.43	58.34333	11.40333			2015	1.34	0.18	1.52	0.27																28.45	2015-07-08	582000-112350	Yttre Brofjorden		8	42.0		77SN	STRETUDDEN	08:45	13.56	14.05	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
746	1.87		0.20	30.0	4.98	5.01	58.34333	11.40333			2015	2.49	0.33	2.82	0.43																31.29	2015-07-08	582000-112350	Yttre Brofjorden		8	42.0		77SN	STRETUDDEN	08:45	11.57	11.54	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
747	2.28			40.0	5.05	5.27	58.34333	11.40333			2015	1.94	0.29	2.23	0.48																32.43	2015-07-08	582000-112350	Yttre Brofjorden		8	42.0		77SN	STRETUDDEN	08:45	11.18	11.21	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
748	2.21			43.0	5.06	5.27	58.34333	11.40333			2015	1.87	0.28	2.15	0.47																32.54	2015-07-08	582000-112350	Yttre Brofjorden		8	42.0		77SN	STRETUDDEN	08:45	11.16	11.17	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
749	0.50		1.20	0.0	5.96	6.09	58.35333	11.24000			2015	0.10	0.04	0.14	0.08						<		<								23.16	2015-07-08	582147-111771	Kungshamn s skärgård	Skagerrak	11	43.0		77SN	BYTTELOCKET	09:45	16.59	16.57	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
750	0.39		1.00	2.0	5.98	6.10	58.35333	11.24000			2015	0.10	0.04	0.14	0.05						<		<								23.16	2015-07-08	582147-111771	Kungshamn s skärgård	Skagerrak	11	43.0		77SN	BYTTELOCKET	09:45		16.57	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
751	0.46		1.00	5.0	5.99	6.10	58.35333	11.24000			2015	0.10	0.03	0.13	0.06						<		<								23.21	2015-07-08	582147-111771	Kungshamn s skärgård	Skagerrak	11	43.0		77SN	BYTTELOCKET	09:45	16.62	16.60	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
752	0.57		1.30	10.0	5.97	6.08	58.35333	11.24000			2015	0.10	0.04	0.14	0.06																23.31	2015-07-08	582147-111771	Kungshamn s skärgård	Skagerrak	11	43.0		77SN	BYTTELOCKET	09:45	16.64	16.65	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
753	1.06		0.80	15.0	5.81	5.97	58.35333	11.24000			2015	0.38	0.06	0.44	0.10																23.98	2015-07-08	582147-111771	Kungshamn s skärgård	Skagerrak	11	43.0		77SN	BYTTELOCKET	09:45	16.76	16.74	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
754	3.03		0.30	20.0	4.95	5.19	58.35333	11.24000			2015	1.03	0.17	1.20	0.35																30.12	2015-07-08	582147-111771	Kungshamn s skärgård	Skagerrak	11	43.0		77SN	BYTTELOCKET	09:45	13.57	13.58	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
755	3.10			28.0	4.91	5.01	58.35333	11.24000			2015	1.31	0.25	1.56	0.41																31.86	2015-07-08	582147-111771	Kungshamn s skärgård	Skagerrak	11	43.0		77SN	BYTTELOCKET	09:45	12.18	12.20	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
