	AMON	BQIm	CPHL	DEPH	DOXY_BTL	DOXY_CTD	LATIT_DD	LONGI_DD	MNDEP	MXDEP	MYEAR	NTRA	NTRI	NTRZ	PHOS	Q_AMON	Q_BQIm	Q_CPHL	Q_DOXY_BTL	Q_DOXY_CTD	Q_NTRA	Q_NTRI	Q_NTRZ	Q_PHOS	Q_SALT_BTL	Q_SALT_CTD	Q_SECCHI	Q_TEMP_BTL	Q_TEMP_CTD	SALT_BTL	SALT_CTD	SDATE	SEA_AREA_CODE	SEA_AREA_NAME	SEA_BASIN	SECCHI	SERNO	SHARKID_MD5	SHIPC	STATN	STIME	TEMP_BTL	TEMP_CTD	WATER_DISTRICT	WATER_TYPE_AREA	WLTYP
591	0.07		1.00	5.0	6.3		58.35333	11.24000			2015	0.36	0.07	0.43	0.03	<					<	<	<								26.03	2015-06-09	582147-111771	Kungshamn s skärgård	Skagerrak	6.2	78.0		7719	BYTTELOCKET	13:30		12.7	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
592	0.27		1.70	10.0	6.4		58.35333	11.24000			2015	0.36	0.07	0.43	0.03						<	<	<	<							26.93	2015-06-09	582147-111771	Kungshamn s skärgård	Skagerrak	6.2	78.0		7719	BYTTELOCKET	13:30		11.8	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
593	0.18		1.60	15.0	6.2		58.35333	11.24000			2015	0.36	0.07	0.43	0.03						<	<	<	<							30.47	2015-06-09	582147-111771	Kungshamn s skärgård	Skagerrak	6.2	78.0		7719	BYTTELOCKET	13:30		11.0	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
594	0.36		0.60	20.0	6.0		58.35333	11.24000			2015	0.68	0.11	0.79	0.03									<							31.19	2015-06-09	582147-111771	Kungshamn s skärgård	Skagerrak	6.2	78.0		7719	BYTTELOCKET	13:30		10.6	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
595	0.56			27.0	5.5		58.35333	11.24000			2015	1.03	0.07	1.10	0.06							<	<								31.79	2015-06-09	582147-111771	Kungshamn s skärgård	Skagerrak	6.2	78.0		7719	BYTTELOCKET	13:30		10.4	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
596	0.48		1.60	0.5	6.8		58.86833	11.10333			2015	0.36	0.07	0.43	0.15						<	<	<								25.97	2015-06-09	585100-110600	S Kosterfjorden	Skagerrak	6.8	79.0		7719	KOSTERFJORDEN (NR16)	16:55		13.7	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
597	0.24		1.40	2.0	6.3		58.86833	11.10333			2015	0.36	0.07	0.43	0.09						<	<	<								26.13	2015-06-09	585100-110600	S Kosterfjorden	Skagerrak	6.8	79.0		7719	KOSTERFJORDEN (NR16)	16:55		13.6	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
598	0.07		1.50	5.0	6.9		58.86833	11.10333			2015	0.36	0.07	0.43	0.05	<					<	<	<								27.06	2015-06-09	585100-110600	S Kosterfjorden	Skagerrak	6.8	79.0		7719	KOSTERFJORDEN (NR16)	16:55		13.2	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
599	0.13		2.00	10.0	6.0		58.86833	11.10333			2015	0.36	0.07	0.43	0.06						<	<	<								28.18	2015-06-09	585100-110600	S Kosterfjorden	Skagerrak	6.8	79.0		7719	KOSTERFJORDEN (NR16)	16:55		11.6	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
600	0.33		2.20	15.0	6.5		58.86833	11.10333			2015	0.36	0.07	0.43	0.10						<	<	<								28.33	2015-06-09	585100-110600	S Kosterfjorden	Skagerrak	6.8	79.0		7719	KOSTERFJORDEN (NR16)	16:55		11.5	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
601	0.59		1.00	20.0	6.1		58.86833	11.10333			2015	0.36	0.07	0.43	0.05						<	<	<								29.50	2015-06-09	585100-110600	S Kosterfjorden	Skagerrak	6.8	79.0		7719	KOSTERFJORDEN (NR16)	16:55		11.0	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
602	1.06		0.30	30.0	6.1		58.86833	11.10333			2015	0.36	0.25	0.61	0.11						<		<								31.42	2015-06-09	585100-110600	S Kosterfjorden	Skagerrak	6.8	79.0		7719	KOSTERFJORDEN (NR16)	16:55		9.7	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
603	0.07			234.0	4.0		58.86833	11.10333			2015	9.28	0.07	9.35	0.78	<						<	<								34.62	2015-06-09	585100-110600	S Kosterfjorden	Skagerrak	6.8	79.0		7719	KOSTERFJORDEN (NR16)	16:55		6.2	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
604	0.91		3.90	0.5	6.80		58.39333	11.62667			2015	9.28	0.22	9.50	0.10																14.96	2015-06-10	581700-113000	Gullmarn centralbassäng	Skagerrak	2.2	80.0		7719	BJÖRKHOLMEN	04:25		14.4	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
605	0.89		3.10	2.0	6.60		58.39333	11.62667			2015	7.85	0.21	8.06	0.08																15.49	2015-06-10	581700-113000	Gullmarn centralbassäng	Skagerrak	2.2	80.0		7719	BJÖRKHOLMEN	04:25		14.3	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
606	1.37		1.00	5.0	6.10		58.39333	11.62667			2015	0.40	0.07	0.47	0.06							<	<								24.64	2015-06-10	581700-113000	Gullmarn centralbassäng	Skagerrak	2.2	80.0		7719	BJÖRKHOLMEN	04:25		11.7	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
607	1.78		0.40	10.0	5.60		58.39333	11.62667			2015	1.14	0.31	1.45	0.14																27.53	2015-06-10	581700-113000	Gullmarn centralbassäng	Skagerrak	2.2	80.0		7719	BJÖRKHOLMEN	04:25		10.6	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
608	1.05		0.30	15.0	5.90		58.39333	11.62667			2015	1.78	0.31	2.09	0.19																30.70	2015-06-10	581700-113000	Gullmarn centralbassäng	Skagerrak	2.2	80.0		7719	BJÖRKHOLMEN	04:25		9.6	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
609	0.69		0.30	20.0	5.80		58.39333	11.62667			2015	3.28	0.31	3.59	0.21																31.17	2015-06-10	581700-113000	Gullmarn centralbassäng	Skagerrak	2.2	80.0		7719	BJÖRKHOLMEN	04:25		9.3	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
610	0.44		0.30	30.0	5.70		58.39333	11.62667			2015	3.28	0.29	3.57	0.24																31.36	2015-06-10	581700-113000	Gullmarn centralbassäng	Skagerrak	2.2	80.0		7719	BJÖRKHOLMEN	04:25		8.7	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
611	0.14			40.0	5.70		58.39333	11.62667			2015	6.14	0.07	6.21	0.38							<	<								31.53	2015-06-10	581700-113000	Gullmarn centralbassäng	Skagerrak	2.2	80.0		7719	BJÖRKHOLMEN	04:25		7.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
612	0.14			50.0	5.60		58.39333	11.62667			2015	7.85	0.07	7.92	0.67							<	<								32.51	2015-06-10	581700-113000	Gullmarn centralbassäng	Skagerrak	2.2	80.0		7719	BJÖRKHOLMEN	04:25		6.6	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
613	0.16			60.0			58.39333	11.62667			2015	11.42	0.07	11.49	1.50							<	<								34.00	2015-06-10	581700-113000	Gullmarn centralbassäng	Skagerrak	2.2	80.0		7719	BJÖRKHOLMEN	04:25		6.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
614	0.14			72.0	3.40		58.39333	11.62667			2015	11.42	0.07	11.49	1.70							<	<								34.19	2015-06-10	581700-113000	Gullmarn centralbassäng	Skagerrak	2.2	80.0		7719	BJÖRKHOLMEN	04:25		6.7	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
615	0.29		1.20	0.5	6.6		58.23000	11.58000			2015	0.36	0.07	0.43	0.06						<	<	<								22.63	2015-06-10	581260-113220	Koljö fjord	Skagerrak	4.2	81.0		7719	KOLJÖFJORD	06:55		13.8	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
616	0.41		1.10	2.0	7.0		58.23000	11.58000			2015	0.36	0.07	0.43	0.09						<	<	<								22.77	2015-06-10	581260-113220	Koljö fjord	Skagerrak	4.2	81.0		7719	KOLJÖFJORD	06:55		13.8	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
617	0.59		1.50	5.0	6.8		58.23000	11.58000			2015	0.36	0.07	0.43	0.11						<	<	<								22.77	2015-06-10	581260-113220	Koljö fjord	Skagerrak	4.2	81.0		7719	KOLJÖFJORD	06:55		13.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
618	0.83		1.70	10.0	6.2		58.23000	11.58000			2015	0.36	0.07	0.43	0.17						<	<	<								22.88	2015-06-10	581260-113220	Koljö fjord	Skagerrak	4.2	81.0		7719	KOLJÖFJORD	06:55		12.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
619	0.56		1.40	15.0	6.6		58.23000	11.58000			2015	0.36	0.07	0.43	0.08						<	<	<								23.07	2015-06-10	581260-113220	Koljö fjord	Skagerrak	4.2	81.0		7719	KOLJÖFJORD	06:55		12.2	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
620	1.85		0.20	20.0	1.1		58.23000	11.58000			2015	9.28	0.11	9.39	2.30																26.41	2015-06-10	581260-113220	Koljö fjord	Skagerrak	4.2	81.0		7719	KOLJÖFJORD	06:55		7.4	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
621	7.63		0.20	30.0	0.7		58.23000	11.58000			2015	0.36	0.07	0.43	3.60			<			<	<	<								27.30	2015-06-10	581260-113220	Koljö fjord	Skagerrak	4.2	81.0		7719	KOLJÖFJORD	06:55		7.3	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
622	9.39			43.0	0.7		58.23000	11.58000			2015	0.36	0.07	0.43	3.90						<	<	<								27.35	2015-06-10	581260-113220	Koljö fjord	Skagerrak	4.2	81.0		7719	KOLJÖFJORD	06:55		7.3	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
623	0.09		1.80	0.5	6.7		58.31250	11.77333			2015	0.36	0.07	0.43	0.05						<	<	<								21.56	2015-06-10	581740-114820	Havstensfjorden	Skagerrak	2.8	82.0		7719	HAVSTENSFJORD	08:05		13.8	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
624	0.23		2.20	2.0	6.8		58.31250	11.77333			2015	0.36	0.07	0.43	0.06						<	<	<								21.56	2015-06-10	581740-114820	Havstensfjorden	Skagerrak	2.8	82.0		7719	HAVSTENSFJORD	08:05		13.8	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
625	0.34		2.50	5.0	6.3		58.31250	11.77333			2015	0.36	0.07	0.43	0.06						<	<	<								21.98	2015-06-10	581740-114820	Havstensfjorden	Skagerrak	2.8	82.0		7719	HAVSTENSFJORD	08:05		13.2	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
626	0.71		1.20	10.0	5.9		58.31250	11.77333			2015	0.36	0.07	0.43	0.04						<	<	<								22.44	2015-06-10	581740-114820	Havstensfjorden	Skagerrak	2.8	82.0		7719	HAVSTENSFJORD	08:05		12.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
627	0.86		0.90	15.0	5.5		58.31250	11.77333			2015	0.46	0.07	0.53	0.03							<	<	<							22.68	2015-06-10	581740-114820	Havstensfjorden	Skagerrak	2.8	82.0		7719	HAVSTENSFJORD	08:05		12.0	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
628	0.94		0.20	20.0	3.8		58.31250	11.77333			2015	7.85	0.15	8.00	0.36			<													28.37	2015-06-10	581740-114820	Havstensfjorden	Skagerrak	2.8	82.0		7719	HAVSTENSFJORD	08:05		7.2	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
629			0.20	30.0	4.3		58.31250	11.77333			2015	9.28	0.15	9.43	0.56			<													32.76	2015-06-10	581740-114820	Havstensfjorden	Skagerrak	2.8	82.0		7719	HAVSTENSFJORD	08:05		6.0	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
630	1.50			42.0	4.2		58.31250	11.77333			2015	7.85	0.18	8.03	0.81																32.95	2015-06-10	581740-114820	Havstensfjorden	Skagerrak	2.8	82.0		7719	HAVSTENSFJORD	08:05		6.0	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
631	0.44		2.40	0.5	6.3		58.33333	11.88333			2015	2.36	0.10	2.46	0.10																18.58	2015-06-10	582000-115270	Byfjorden	Skagerrak	2.5	83.0		7719	BYFJORDEN	08:40		14.4	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
632	0.69		3.70	2.0	6.3		58.33333	11.88333			2015	1.14	0.07	1.21	0.09							<	<								18.89	2015-06-10	582000-115270	Byfjorden	Skagerrak	2.5	83.0		7719	BYFJORDEN	08:40		14.3	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
633	1.13		2.60	5.0	6.1		58.33333	11.88333			2015	0.86	0.09	0.95	0.10																21.68	2015-06-10	582000-115270	Byfjorden	Skagerrak	2.5	83.0		7719	BYFJORDEN	08:40		12.8	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
634	1.36		1.00	10.0	5.9		58.33333	11.88333			2015	0.46	0.08	0.54	0.08																22.53	2015-06-10	582000-115270	Byfjorden	Skagerrak	2.5	83.0		7719	BYFJORDEN	08:40		12.1	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
635	2.31		0.20	15.0	2.9		58.33333	11.88333			2015	9.99	0.30	10.29	0.83			<													26.01	2015-06-10	582000-115270	Byfjorden	Skagerrak	2.5	83.0		7719	BYFJORDEN	08:40		9.2	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
636	0.07		0.30	20.0	1.7		58.33333	11.88333			2015	9.28	0.07	9.35	1.20	<															30.38	2015-06-10	582000-115270	Byfjorden	Skagerrak	2.5	83.0		7719	BYFJORDEN	08:40		7.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
637	12.43		0.20	30.0	0.0		58.33333	11.88333			2015	0.00	0.00		5.60			<			Z	Z									30.87	2015-06-10	582000-115270	Byfjorden	Skagerrak	2.5	83.0		7719	BYFJORDEN	08:40		7.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
638	26.98			40.0	0.0		58.33333	11.88333			2015	0.00	0.00		6.10						Z	Z									31.03	2015-06-10	582000-115270	Byfjorden	Skagerrak	2.5	83.0		7719	BYFJORDEN	08:40		7.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
639	19.66			44.0	0.0		58.33333	11.88333			2015	0.00	0.00		3.40						Z	Z									31.04	2015-06-10	582000-115270	Byfjorden	Skagerrak	2.5	83.0		7719	BYFJORDEN	08:40		7.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
640	0.40		2.70	0.5	6.4		58.10917	11.81000			2015	0.36	0.07	0.43	0.17						<	<	<								21.19	2015-06-10	580688-114860	Halsefjorden	Skagerrak	2.7	84.0		7719	GALTERÖ	10:20		14.0	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
641	0.24		2.40	2.0	6.7		58.10917	11.81000			2015	0.36	0.07	0.43	0.11						<	<	<								21.25	2015-06-10	580688-114860	Halsefjorden	Skagerrak	2.7	84.0		7719	GALTERÖ	10:20		14.0	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
642	0.41		2.50	5.0	6.7		58.10917	11.81000			2015	0.36	0.07	0.43	0.21						<	<	<								21.51	2015-06-10	580688-114860	Halsefjorden	Skagerrak	2.7	84.0		7719	GALTERÖ	10:20		13.9	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
643	1.06		1.50	10.0	5.7		58.10917	11.81000			2015	0.63	0.16	0.79	0.11																24.84	2015-06-10	580688-114860	Halsefjorden	Skagerrak	2.7	84.0		7719	GALTERÖ	10:20		11.8	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
644	2.28		0.50	15.0	5.5		58.10917	11.81000			2015	1.07	0.18	1.25	0.23																30.78	2015-06-10	580688-114860	Halsefjorden	Skagerrak	2.7	84.0		7719	GALTERÖ	10:20		10.0	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
645	2.36		0.60	20.0	5.9		58.10917	11.81000			2015	1.14	0.18	1.32	0.26																31.24	2015-06-10	580688-114860	Halsefjorden	Skagerrak	2.7	84.0		7719	GALTERÖ	10:20		9.9	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
646	2.50		0.70	30.0	5.6		58.10917	11.81000			2015	1.14	0.18	1.32	0.27																31.30	2015-06-10	580688-114860	Halsefjorden	Skagerrak	2.7	84.0		7719	GALTERÖ	10:20		9.9	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
647	2.61			42.0	5.6		58.10917	11.81000			2015	1.28	0.17	1.45	0.29																31.34	2015-06-10	580688-114860	Halsefjorden	Skagerrak	2.7	84.0		7719	GALTERÖ	10:20		9.9	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
648			0.80	0.0	6.18	6.15	58.86833	11.10333			2015																			23.626	23.38	2015-07-07	585100-110600	S Kosterfjorden	Skagerrak	15	1.0		77NE	KOSTERFJORDEN (NR16)	06:30		16.55	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
649			0.80	2.0	6.16	5.90	58.86833	11.10333			2015																			23.611	23.63	2015-07-07	585100-110600	S Kosterfjorden	Skagerrak	15	1.0		77NE	KOSTERFJORDEN (NR16)	06:30		16.70	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
650			0.80	5.0	6.15	5.89	58.86833	11.10333			2015																			23.621	23.63	2015-07-07	585100-110600	S Kosterfjorden	Skagerrak	15	1.0		77NE	KOSTERFJORDEN (NR16)	06:30		16.70	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
651			0.80	10.0	6.12	5.91	58.86833	11.10333			2015																			23.646	23.66	2015-07-07	585100-110600	S Kosterfjorden	Skagerrak	15	1.0		77NE	KOSTERFJORDEN (NR16)	06:30		16.72	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
652			1.00	15.0	6.10	5.92	58.86833	11.10333			2015																			23.796	23.74	2015-07-07	585100-110600	S Kosterfjorden	Skagerrak	15	1.0		77NE	KOSTERFJORDEN (NR16)	06:30		16.75	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
653			0.90	20.0	5.99	5.90	58.86833	11.10333			2015																			24.847	24.26	2015-07-07	585100-110600	S Kosterfjorden	Skagerrak	15	1.0		77NE	KOSTERFJORDEN (NR16)	06:30		16.84	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
654			0.50	30.0	5.56	5.85	58.86833	11.10333			2015																			28.552	28.09	2015-07-07	585100-110600	S Kosterfjorden	Skagerrak	15	1.0		77NE	KOSTERFJORDEN (NR16)	06:30		14.30	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
655				233.0	5.35	5.21	58.86833	11.10333			2015																			34.618	34.56	2015-07-07	585100-110600	S Kosterfjorden	Skagerrak	15	1.0		77NE	KOSTERFJORDEN (NR16)	06:30		6.25	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
656	0.20		0.70	0.0	6.06	6.17	57.55000	11.80833			2015	0.10	0.02	0.12	0.06	<					<	<	<								21.58	2015-07-07	572540-114801	Onsala kustvatten	N Kattegatt	8	29.0		77SN	VALÖ	06:45		17.28	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
657	0.20		0.60	2.0	6.06	6.20	57.55000	11.80833			2015	0.10	0.02	0.12	0.05	<					<	<	<								21.59	2015-07-07	572540-114801	Onsala kustvatten	N Kattegatt	8	29.0		77SN	VALÖ	06:45	17.27	17.28	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
658	0.20		0.70	5.0	6.06	6.20	57.55000	11.80833			2015	0.10	0.02	0.12	0.05	<					<	<	<								21.59	2015-07-07	572540-114801	Onsala kustvatten	N Kattegatt	8	29.0		77SN	VALÖ	06:45	17.26	17.29	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
659	0.20		0.50	10.0	6.05	6.17	57.55000	11.80833			2015	0.10	0.02	0.12	0.05	<					<	<	<								21.60	2015-07-07	572540-114801	Onsala kustvatten	N Kattegatt	8	29.0		77SN	VALÖ	06:45	17.28	17.28	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
660	0.20		0.70	15.0	6.01	6.10	57.55000	11.80833			2015	0.10	0.02	0.12	0.05	<					<	<	<								21.65	2015-07-07	572540-114801	Onsala kustvatten	N Kattegatt	8	29.0		77SN	VALÖ	06:45	17.24	17.23	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
661	0.25		0.80	20.0	5.93	6.01	57.55000	11.80833			2015	0.10	0.02	0.12	0.06						<	<	<								21.82	2015-07-07	572540-114801	Onsala kustvatten	N Kattegatt	8	29.0		77SN	VALÖ	06:45	17.16	17.11	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
662	1.22			22.0	5.27	5.95	57.55000	11.80833			2015	0.69	0.09	0.78	0.25																22.61	2015-07-07	572540-114801	Onsala kustvatten	N Kattegatt	8	29.0		77SN	VALÖ	06:45		16.50	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
663	1.79		2.10	0.0	6.44	6.70	57.69167	11.90667			2015	22.60	0.32	22.92	0.23																1.43	2015-07-07				1	30.0		77SN	E ÄLVSBORGSBRON	08:20	17.23	17.25			
664	1.62		2.00	2.0	6.45	6.64	57.69167	11.90667			2015	22.39	0.31	22.70	0.22																1.73	2015-07-07				1	30.0		77SN	E ÄLVSBORGSBRON	08:20	17.23	17.26			
665	3.38		1.40	5.0	5.90	5.97	57.69167	11.90667			2015	11.3	0.27	11.6	0.28																15.18	2015-07-07				1	30.0		77SN	E ÄLVSBORGSBRON	08:20	17.07	17.08			
666	2.48			9.0	5.77	5.94	57.69167	11.90667			2015	2.34	0.18	2.52	0.26																19.39	2015-07-07				1	30.0		77SN	E ÄLVSBORGSBRON	08:20	16.92	16.99			
667	0.33		1.00	0.0	6.14	6.21	57.67883	11.76833			2015	0.34	0.02	0.36	0.04																20.85	2015-07-07	574050-114780	Rivö fjord		4	31.0		77SN	SKALKORGARNA	09:20	17.23	17.05	Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)
668	0.25		1.50	2.0	6.07	6.22	57.67883	11.76833			2015	0.31	0.02	0.33	0.04							<	<								20.94	2015-07-07	574050-114780	Rivö fjord		4	31.0		77SN	SKALKORGARNA	09:20	17.04	17.03	Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)
669	0.44		1.00	5.0	6.03	6.20	57.67883	11.76833			2015	0.34	0.02	0.36	0.05																21.04	2015-07-07	574050-114780	Rivö fjord		4	31.0		77SN	SKALKORGARNA	09:20	17.00	17.02	Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)
670	0.52		1.60	10.0	6.04	6.17	57.67883	11.76833			2015	0.32	0.02	0.34	0.06																21.18	2015-07-07	574050-114780	Rivö fjord		4	31.0		77SN	SKALKORGARNA	09:20	16.96	16.99	Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)
671	0.61			14.0	6.04	6.14	57.67883	11.76833			2015	0.40	0.03	0.43	0.07																21.25	2015-07-07	574050-114780	Rivö fjord		4	31.0		77SN	SKALKORGARNA	09:20	17.01	16.99	Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)
672	0.20		1.70	0.0	6.15	6.27	57.66750	11.68667			2015	0.55	0.02	0.57	0.03	<														20.871	20.50	2015-07-07	574000-114230	Dana fjord	N Kattegatt	7	32.0		77SN	DANAFJORD	09:45	17.39	17.36	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
673	0.20		1.30	2.0	6.17	6.29	57.66750	11.68667			2015	0.54	0.02	0.56	0.04	<														20.867	20.89	2015-07-07	574000-114230	Dana fjord	N Kattegatt	7	32.0		77SN	DANAFJORD	09:45	17.37	17.37	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
674	0.20		1.40	5.0	6.16	6.27	57.66750	11.68667			2015	0.50	0.03	0.53	0.03	<														20.917	21.09	2015-07-07	574000-114230	Dana fjord	N Kattegatt	7	32.0		77SN	DANAFJORD	09:45	17.31	17.29	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
675	0.27		1.20	10.0	5.96	6.11	57.66750	11.68667			2015	0.35	0.02	0.37	0.05															21.457	21.46	2015-07-07	574000-114230	Dana fjord	N Kattegatt	7	32.0		77SN	DANAFJORD	09:45	17.08	17.10	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
