AMON	DATE_count	DIN	NTOT	NTRA	NTRI	NTRZ	SALT	STATUS	VISS_EU_CD	WATER_TYPE_AREA	YEAR	global_EQR	index_column	local_EQR	max	min	number_of_dates
0.3871428571428571	7.0	5.531904761904761	24.473809523809525	4.807380952380953	0.34485714285714286	5.583333333333333	7.34795238095238	MODERATE	SE561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2015.0	0.4857804844397031	(2, 'SE561400-161201')	0.5443585328836734			
0.35833333333333334	6.0	5.277916666666667	24.66111111111111	4.561944444444444	0.3533888888888888	4.915833333333333	7.336500000000001	MODERATE	SE561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2016.0	0.4744624039588953	(3, 'SE561400-161201')	0.5319086443547848			
0.20500000000000002	2.0	5.3462499999999995	24.833333333333332	4.8966666666666665	0.20166666666666666	5.098333333333333	7.273333333333333	MODERATE	SE561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2017.0	0.4259261154827654	(4, 'SE561400-161201')	0.4785187270310419			
0.8033333333333333	2.0	6.540000000000001	20.965	5.4816666666666665	0.255		2.1115	HIGH	SE654470-222700	22 - Norra Bottenviken. Inre kustvatten	2013.0	0.9558827748040346	(0, 'SE654470-222700')	0.9558827748040345			
1.18	2.0	6.963333333333333	22.05	5.51	0.2733333333333333		1.8416666666666668	HIGH	SE654470-222700	22 - Norra Bottenviken. Inre kustvatten	2014.0	0.987671364082894	(1, 'SE654470-222700')	0.9876713640828939			
1.3311111111111111	3.0	6.675555555555555	20.31555555555556	5.116666666666667	0.22777777777777777		1.9205555555555556	HIGH	SE654470-222700	22 - Norra Bottenviken. Inre kustvatten	2015.0	0.972532388656411	(2, 'SE654470-222700')	0.9725323886564109			
1.037777777777778	3.0	7.151111111111111	21.63333333333333	5.843333333333334	0.27		2.0693333333333332	HIGH	SE654470-222700	22 - Norra Bottenviken. Inre kustvatten	2016.0	0.89517453134768	(3, 'SE654470-222700')	0.89517453134768			
0.23333333333333336	3.0	6.491111111111111	20.602222222222224	6.12111111111111	0.13666666666666666		4.175222222222223	GOOD	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2013.0	0.7319137460244793	(0, 'SE633000-195000')	0.7557439349159116			
0.33666666666666667	4.0	6.545	19.689999999999998	6.040833333333333	0.1675		3.777875	HIGH	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2014.0	0.8013041862389401	(1, 'SE633000-195000')	0.8013041862389401			
0.20066666666666663	5.0	4.726666666666667	19.365333333333332	4.3853333333333335	0.1406666666666667		4.722166666666666	HIGH	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2015.0	1.0	(2, 'SE633000-195000')	1.0408671352748382			
0.3126666666666667	5.0	5.803333333333334	20.662666666666663	5.351333333333334	0.13933333333333336		4.402466666666667	HIGH	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2016.0	0.837847420022619	(3, 'SE633000-195000')	0.837847420022619			
