DEPH	MONTH	POSITION	REFERENCE_VALUE	SALT	SDATE	SECCHI	STATN	STATUS	VISS_EU_CD	WATER_TYPE_AREA	YEAR	global_EQR	index_column	local_EQR	new_index
10.0	8	58.31_11.77	8.0	21.75	2016-08-01	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2016	0.7333333333333333	8390	0.75	8390_SE581740-114820
15.0	8	58.31_11.77	8.0	25.22	2016-08-01	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2016	0.7333333333333333	8391	0.75	8391_SE581740-114820
20.0	8	58.31_11.77	8.0	28.66	2016-08-01	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2016	0.7333333333333333	8392	0.75	8392_SE581740-114820
30.0	8	58.31_11.77	8.0	31.97	2016-08-01	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2016	0.7333333333333333	8393	0.75	8393_SE581740-114820
39.0	8	58.31_11.77	8.0		2016-08-01	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2016	0.7333333333333333	8394	0.75	8394_SE581740-114820
0.5	7	58.34_11.71	8.0	22.25	2016-07-06	5.0	NORDTÅNGEN	MODERATE	SE581740-114820	02 - Västkustens fjordar	2016	0.5947368421052632	8777	0.625	8777_SE581740-114820
8.3	7	58.34_11.71	8.0	22.28	2016-07-06	5.0	NORDTÅNGEN	MODERATE	SE581740-114820	02 - Västkustens fjordar	2016	0.5947368421052632	8778	0.625	8778_SE581740-114820
0.0	7	58.31_11.77	8.0	22.17	2016-07-04	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2016	0.7333333333333333	8953	0.75	8953_SE581740-114820
2.0	7	58.31_11.77	8.0	22.17	2016-07-04	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2016	0.7333333333333333	8954	0.75	8954_SE581740-114820
5.0	7	58.31_11.77	8.0	22.17	2016-07-04	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2016	0.7333333333333333	8955	0.75	8955_SE581740-114820
10.0	7	58.31_11.77	8.0	22.16	2016-07-04	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2016	0.7333333333333333	8956	0.75	8956_SE581740-114820
15.0	7	58.31_11.77	8.0	24.95	2016-07-04	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2016	0.7333333333333333	8957	0.75	8957_SE581740-114820
20.0	7	58.31_11.77	8.0	30.35	2016-07-04	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2016	0.7333333333333333	8958	0.75	8958_SE581740-114820
30.0	7	58.31_11.77	8.0	32.0	2016-07-04	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2016	0.7333333333333333	8959	0.75	8959_SE581740-114820
39.0	7	58.31_11.77	8.0		2016-07-04	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2016	0.7333333333333333	8960	0.75	8960_SE581740-114820
0.5	6	58.33_11.73	8.0	21.73	2016-06-09	3.0	NORDTÅNGEN	POOR	SE581740-114820	02 - Västkustens fjordar	2016	0.30000000000000004	9189	0.375	9189_SE581740-114820
17.0	6	58.33_11.73	8.0	29.84	2016-06-09	3.0	NORDTÅNGEN	POOR	SE581740-114820	02 - Västkustens fjordar	2016	0.30000000000000004	9190	0.375	9190_SE581740-114820
0.0	6	58.31_11.77	8.0	22.65	2016-06-06	5.0	HAVSTENSFJORD	MODERATE	SE581740-114820	02 - Västkustens fjordar	2016	0.5947368421052632	9319	0.625	9319_SE581740-114820
2.0	6	58.31_11.77	8.0	22.65	2016-06-06	5.0	HAVSTENSFJORD	MODERATE	SE581740-114820	02 - Västkustens fjordar	2016	0.5947368421052632	9320	0.625	9320_SE581740-114820
5.0	6	58.31_11.77	8.0	22.81	2016-06-06	5.0	HAVSTENSFJORD	MODERATE	SE581740-114820	02 - Västkustens fjordar	2016	0.5947368421052632	9321	0.625	9321_SE581740-114820
10.0	6	58.31_11.77	8.0	24.88	2016-06-06	5.0	HAVSTENSFJORD	MODERATE	SE581740-114820	02 - Västkustens fjordar	2016	0.5947368421052632	9322	0.625	9322_SE581740-114820
15.0	6	58.31_11.77	8.0	28.7	2016-06-06	5.0	HAVSTENSFJORD	MODERATE	SE581740-114820	02 - Västkustens fjordar	2016	0.5947368421052632	9323	0.625	9323_SE581740-114820
20.0	6	58.31_11.77	8.0	31.28	2016-06-06	5.0	HAVSTENSFJORD	MODERATE	SE581740-114820	02 - Västkustens fjordar	2016	0.5947368421052632	9324	0.625	9324_SE581740-114820
30.0	6	58.31_11.77	8.0	32.13	2016-06-06	5.0	HAVSTENSFJORD	MODERATE	SE581740-114820	02 - Västkustens fjordar	2016	0.5947368421052632	9325	0.625	9325_SE581740-114820
39.0	6	58.31_11.77	8.0		2016-06-06	5.0	HAVSTENSFJORD	MODERATE	SE581740-114820	02 - Västkustens fjordar	2016	0.5947368421052632	9326	0.625	9326_SE581740-114820
0.0	8	58.31_11.77	8.0	21.77	2015-08-04	8.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2015	1.0	13683	1.0	13683_SE581740-114820
2.0	8	58.31_11.77	8.0	21.85	2015-08-04	8.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2015	1.0	13684	1.0	13684_SE581740-114820
5.0	8	58.31_11.77	8.0	22.15	2015-08-04	8.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2015	1.0	13685	1.0	13685_SE581740-114820
10.0	8	58.31_11.77	8.0	23.58	2015-08-04	8.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2015	1.0	13686	1.0	13686_SE581740-114820
15.0	8	58.31_11.77	8.0	26.43	2015-08-04	8.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2015	1.0	13687	1.0	13687_SE581740-114820
20.0	8	58.31_11.77	8.0	28.28	2015-08-04	8.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2015	1.0	13688	1.0	13688_SE581740-114820
30.0	8	58.31_11.77	8.0	32.52	2015-08-04	8.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2015	1.0	13689	1.0	13689_SE581740-114820
38.0	8	58.31_11.77	8.0	32.79	2015-08-04	8.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2015	1.0	13690	1.0	13690_SE581740-114820
0.0	7	58.31_11.77	8.0	22.09	2015-07-07	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2015	0.7333333333333333	14768	0.75	14768_SE581740-114820
2.0	7	58.31_11.77	8.0	22.13	2015-07-07	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2015	0.7333333333333333	14769	0.75	14769_SE581740-114820
5.0	7	58.31_11.77	8.0	22.29	2015-07-07	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2015	0.7333333333333333	14770	0.75	14770_SE581740-114820
10.0	7	58.31_11.77	8.0	22.55	2015-07-07	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2015	0.7333333333333333	14771	0.75	14771_SE581740-114820
15.0	7	58.31_11.77	8.0	25.99	2015-07-07	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2015	0.7333333333333333	14772	0.75	14772_SE581740-114820
20.0	7	58.31_11.77	8.0	28.6	2015-07-07	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2015	0.7333333333333333	14773	0.75	14773_SE581740-114820
30.0	7	58.31_11.77	8.0	32.65	2015-07-07	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2015	0.7333333333333333	14774	0.75	14774_SE581740-114820
39.0	7	58.31_11.77	8.0	32.86	2015-07-07	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2015	0.7333333333333333	14775	0.75	14775_SE581740-114820
0.5	6	58.31_11.77	8.0	21.56	2015-06-10	2.8	HAVSTENSFJORD	POOR	SE581740-114820	02 - Västkustens fjordar	2015	0.2615384615384615	15458	0.35	15458_SE581740-114820
2.0	6	58.31_11.77	8.0	21.56	2015-06-10	2.8	HAVSTENSFJORD	POOR	SE581740-114820	02 - Västkustens fjordar	2015	0.2615384615384615	15459	0.35	15459_SE581740-114820
5.0	6	58.31_11.77	8.0	21.98	2015-06-10	2.8	HAVSTENSFJORD	POOR	SE581740-114820	02 - Västkustens fjordar	2015	0.2615384615384615	15460	0.35	15460_SE581740-114820
10.0	6	58.31_11.77	8.0	22.44	2015-06-10	2.8	HAVSTENSFJORD	POOR	SE581740-114820	02 - Västkustens fjordar	2015	0.2615384615384615	15461	0.35	15461_SE581740-114820
15.0	6	58.31_11.77	8.0	22.68	2015-06-10	2.8	HAVSTENSFJORD	POOR	SE581740-114820	02 - Västkustens fjordar	2015	0.2615384615384615	15462	0.35	15462_SE581740-114820
20.0	6	58.31_11.77	8.0	28.37	2015-06-10	2.8	HAVSTENSFJORD	POOR	SE581740-114820	02 - Västkustens fjordar	2015	0.2615384615384615	15463	0.35	15463_SE581740-114820
30.0	6	58.31_11.77	8.0	32.76	2015-06-10	2.8	HAVSTENSFJORD	POOR	SE581740-114820	02 - Västkustens fjordar	2015	0.2615384615384615	15464	0.35	15464_SE581740-114820
42.0	6	58.31_11.77	8.0	32.95	2015-06-10	2.8	HAVSTENSFJORD	POOR	SE581740-114820	02 - Västkustens fjordar	2015	0.2615384615384615	15465	0.35	15465_SE581740-114820
0.0	8	58.31_11.77	8.0	23.27	2014-08-04	7.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2014	0.868421052631579	21758	0.875	21758_SE581740-114820
2.0	8	58.31_11.77	8.0	23.31	2014-08-04	7.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2014	0.868421052631579	21759	0.875	21759_SE581740-114820
5.0	8	58.31_11.77	8.0	23.67	2014-08-04	7.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2014	0.868421052631579	21760	0.875	21760_SE581740-114820
10.0	8	58.31_11.77	8.0	23.97	2014-08-04	7.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2014	0.868421052631579	21761	0.875	21761_SE581740-114820
15.0	8	58.31_11.77	8.0	26.83	2014-08-04	7.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2014	0.868421052631579	21762	0.875	21762_SE581740-114820
20.0	8	58.31_11.77	8.0	30.5	2014-08-04	7.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2014	0.868421052631579	21763	0.875	21763_SE581740-114820
30.0	8	58.31_11.77	8.0	33.0	2014-08-04	7.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2014	0.868421052631579	21764	0.875	21764_SE581740-114820
39.0	8	58.31_11.77	8.0	33.08	2014-08-04	7.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2014	0.868421052631579	21765	0.875	21765_SE581740-114820
0.0	7	58.31_11.77	8.0	21.9	2014-07-01	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2014	0.7333333333333333	22907	0.75	22907_SE581740-114820
2.0	7	58.31_11.77	8.0	22.8	2014-07-01	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2014	0.7333333333333333	22908	0.75	22908_SE581740-114820
5.0	7	58.31_11.77	8.0	24.55	2014-07-01	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2014	0.7333333333333333	22909	0.75	22909_SE581740-114820
10.0	7	58.31_11.77	8.0	29.67	2014-07-01	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2014	0.7333333333333333	22910	0.75	22910_SE581740-114820
15.0	7	58.31_11.77	8.0	32.08	2014-07-01	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2014	0.7333333333333333	22911	0.75	22911_SE581740-114820
20.0	7	58.31_11.77	8.0	32.79	2014-07-01	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2014	0.7333333333333333	22912	0.75	22912_SE581740-114820
30.0	7	58.31_11.77	8.0	33.04	2014-07-01	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2014	0.7333333333333333	22913	0.75	22913_SE581740-114820
39.0	7	58.31_11.77	8.0		2014-07-01	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2014	0.7333333333333333	22914	0.75	22914_SE581740-114820
0.0	6	58.31_11.77	8.0	20.8	2014-06-03	4.0	HAVSTENSFJORD	MODERATE	SE581740-114820	02 - Västkustens fjordar	2014	0.4631578947368421	23863	0.5	23863_SE581740-114820
2.0	6	58.31_11.77	8.0	20.81	2014-06-03	4.0	HAVSTENSFJORD	MODERATE	SE581740-114820	02 - Västkustens fjordar	2014	0.4631578947368421	23864	0.5	23864_SE581740-114820
5.0	6	58.31_11.77	8.0	20.96	2014-06-03	4.0	HAVSTENSFJORD	MODERATE	SE581740-114820	02 - Västkustens fjordar	2014	0.4631578947368421	23865	0.5	23865_SE581740-114820
10.0	6	58.31_11.77	8.0	24.59	2014-06-03	4.0	HAVSTENSFJORD	MODERATE	SE581740-114820	02 - Västkustens fjordar	2014	0.4631578947368421	23866	0.5	23866_SE581740-114820
15.0	6	58.31_11.77	8.0	29.02	2014-06-03	4.0	HAVSTENSFJORD	MODERATE	SE581740-114820	02 - Västkustens fjordar	2014	0.4631578947368421	23867	0.5	23867_SE581740-114820
20.0	6	58.31_11.77	8.0	30.41	2014-06-03	4.0	HAVSTENSFJORD	MODERATE	SE581740-114820	02 - Västkustens fjordar	2014	0.4631578947368421	23868	0.5	23868_SE581740-114820
30.0	6	58.31_11.77	8.0	31.48	2014-06-03	4.0	HAVSTENSFJORD	MODERATE	SE581740-114820	02 - Västkustens fjordar	2014	0.4631578947368421	23869	0.5	23869_SE581740-114820
39.0	6	58.31_11.77	8.0	31.7	2014-06-03	4.0	HAVSTENSFJORD	MODERATE	SE581740-114820	02 - Västkustens fjordar	2014	0.4631578947368421	23870	0.5	23870_SE581740-114820
0.0	8	58.31_11.77	8.0	23.17	2013-08-07	8.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29520	1.0	29520_SE581740-114820
2.0	8	58.31_11.77	8.0	23.18	2013-08-07	8.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29521	1.0	29521_SE581740-114820
5.0	8	58.31_11.77	8.0	23.21	2013-08-07	8.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29522	1.0	29522_SE581740-114820
10.0	8	58.31_11.77	8.0	25.05	2013-08-07	8.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29523	1.0	29523_SE581740-114820
15.0	8	58.31_11.77	8.0	27.27	2013-08-07	8.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29524	1.0	29524_SE581740-114820
20.0	8	58.31_11.77	8.0	29.25	2013-08-07	8.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29525	1.0	29525_SE581740-114820
30.0	8	58.31_11.77	8.0	32.59	2013-08-07	8.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29526	1.0	29526_SE581740-114820
39.0	8	58.31_11.77	8.0	32.75	2013-08-07	8.0	HAVSTENSFJORD	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29527	1.0	29527_SE581740-114820
0.0	8	58.27_11.81	8.0	23.65	2013-08-07	8.0	KOLLHOLM	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29562	1.0	29562_SE581740-114820
2.0	8	58.27_11.81	8.0	23.66	2013-08-07	8.0	KOLLHOLM	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29563	1.0	29563_SE581740-114820
5.0	8	58.27_11.81	8.0	23.91	2013-08-07	8.0	KOLLHOLM	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29564	1.0	29564_SE581740-114820
10.0	8	58.27_11.81	8.0	24.75	2013-08-07	8.0	KOLLHOLM	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29565	1.0	29565_SE581740-114820
15.0	8	58.27_11.81	8.0	27.31	2013-08-07	8.0	KOLLHOLM	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29566	1.0	29566_SE581740-114820
20.0	8	58.27_11.81	8.0	29.67	2013-08-07	8.0	KOLLHOLM	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29567	1.0	29567_SE581740-114820
24.0	8	58.27_11.81	8.0	30.99	2013-08-07	8.0	KOLLHOLM	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29568	1.0	29568_SE581740-114820
0.0	8	58.30_11.80	8.0	23.34	2013-08-07	9.0	STORA DEJE	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29579	1.0	29579_SE581740-114820
2.0	8	58.30_11.80	8.0	23.35	2013-08-07	9.0	STORA DEJE	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29580	1.0	29580_SE581740-114820
5.0	8	58.30_11.80	8.0	23.57	2013-08-07	9.0	STORA DEJE	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29581	1.0	29581_SE581740-114820
10.0	8	58.30_11.80	8.0	24.98	2013-08-07	9.0	STORA DEJE	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29582	1.0	29582_SE581740-114820
15.0	8	58.30_11.80	8.0	27.43	2013-08-07	9.0	STORA DEJE	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29583	1.0	29583_SE581740-114820
20.0	8	58.30_11.80	8.0	29.31	2013-08-07	9.0	STORA DEJE	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29584	1.0	29584_SE581740-114820
24.0	8	58.30_11.80	8.0	31.12	2013-08-07	9.0	STORA DEJE	HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	29585	1.0	29585_SE581740-114820
0.0	7	58.31_11.77	8.0	21.89	2013-07-02	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.7333333333333333	30692	0.75	30692_SE581740-114820
2.0	7	58.31_11.77	8.0	21.89	2013-07-02	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.7333333333333333	30693	0.75	30693_SE581740-114820
5.0	7	58.31_11.77	8.0	21.93	2013-07-02	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.7333333333333333	30694	0.75	30694_SE581740-114820
10.0	7	58.31_11.77	8.0	23.53	2013-07-02	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.7333333333333333	30695	0.75	30695_SE581740-114820
15.0	7	58.31_11.77	8.0	25.71	2013-07-02	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.7333333333333333	30696	0.75	30696_SE581740-114820
20.0	7	58.31_11.77	8.0	30.47	2013-07-02	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.7333333333333333	30697	0.75	30697_SE581740-114820
30.0	7	58.31_11.77	8.0	32.67	2013-07-02	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.7333333333333333	30698	0.75	30698_SE581740-114820
38.0	7	58.31_11.77	8.0	32.81	2013-07-02	6.0	HAVSTENSFJORD	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.7333333333333333	30699	0.75	30699_SE581740-114820
0.0	7	58.27_11.81	8.0	22.46	2013-07-02	6.0	KOLLHOLM	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.7333333333333333	30717	0.75	30717_SE581740-114820
2.0	7	58.27_11.81	8.0	22.47	2013-07-02	6.0	KOLLHOLM	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.7333333333333333	30718	0.75	30718_SE581740-114820
5.0	7	58.27_11.81	8.0	22.53	2013-07-02	6.0	KOLLHOLM	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.7333333333333333	30719	0.75	30719_SE581740-114820
10.0	7	58.27_11.81	8.0	23.31	2013-07-02	6.0	KOLLHOLM	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.7333333333333333	30720	0.75	30720_SE581740-114820
15.0	7	58.27_11.81	8.0	25.37	2013-07-02	6.0	KOLLHOLM	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.7333333333333333	30721	0.75	30721_SE581740-114820
20.0	7	58.27_11.81	8.0	30.18	2013-07-02	6.0	KOLLHOLM	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.7333333333333333	30722	0.75	30722_SE581740-114820
25.0	7	58.27_11.81	8.0	32.5	2013-07-02	6.0	KOLLHOLM	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.7333333333333333	30723	0.75	30723_SE581740-114820
0.0	7	58.30_11.80	8.0	21.88	2013-07-02	5.5	STORA DEJE	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	30743	0.6875	30743_SE581740-114820
2.0	7	58.30_11.80	8.0	21.89	2013-07-02	5.5	STORA DEJE	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	30744	0.6875	30744_SE581740-114820
5.0	7	58.30_11.80	8.0	21.95	2013-07-02	5.5	STORA DEJE	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	30745	0.6875	30745_SE581740-114820
10.0	7	58.30_11.80	8.0	23.25	2013-07-02	5.5	STORA DEJE	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	30746	0.6875	30746_SE581740-114820
15.0	7	58.30_11.80	8.0	25.33	2013-07-02	5.5	STORA DEJE	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	30747	0.6875	30747_SE581740-114820
20.0	7	58.30_11.80	8.0	29.93	2013-07-02	5.5	STORA DEJE	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	30748	0.6875	30748_SE581740-114820
23.0	7	58.30_11.80	8.0	31.73	2013-07-02	5.5	STORA DEJE	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	30749	0.6875	30749_SE581740-114820
0.0	6	58.31_11.77	8.0	21.22	2013-06-03	3.5	HAVSTENSFJORD	POOR	SE581740-114820	02 - Västkustens fjordar	2013	0.3961538461538462	31409	0.4375	31409_SE581740-114820
2.0	6	58.31_11.77	8.0	21.22	2013-06-03	3.5	HAVSTENSFJORD	POOR	SE581740-114820	02 - Västkustens fjordar	2013	0.3961538461538462	31410	0.4375	31410_SE581740-114820
5.0	6	58.31_11.77	8.0	21.97	2013-06-03	3.5	HAVSTENSFJORD	POOR	SE581740-114820	02 - Västkustens fjordar	2013	0.3961538461538462	31411	0.4375	31411_SE581740-114820
10.0	6	58.31_11.77	8.0	23.95	2013-06-03	3.5	HAVSTENSFJORD	POOR	SE581740-114820	02 - Västkustens fjordar	2013	0.3961538461538462	31412	0.4375	31412_SE581740-114820
15.0	6	58.31_11.77	8.0	28.8	2013-06-03	3.5	HAVSTENSFJORD	POOR	SE581740-114820	02 - Västkustens fjordar	2013	0.3961538461538462	31413	0.4375	31413_SE581740-114820
20.0	6	58.31_11.77	8.0	30.78	2013-06-03	3.5	HAVSTENSFJORD	POOR	SE581740-114820	02 - Västkustens fjordar	2013	0.3961538461538462	31414	0.4375	31414_SE581740-114820
30.0	6	58.31_11.77	8.0	32.75	2013-06-03	3.5	HAVSTENSFJORD	POOR	SE581740-114820	02 - Västkustens fjordar	2013	0.3961538461538462	31415	0.4375	31415_SE581740-114820
39.0	6	58.31_11.77	8.0	32.86	2013-06-03	3.5	HAVSTENSFJORD	POOR	SE581740-114820	02 - Västkustens fjordar	2013	0.3961538461538462	31416	0.4375	31416_SE581740-114820
0.0	6	58.27_11.81	8.0	21.13	2013-06-03	5.5	KOLLHOLM	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	31467	0.6875	31467_SE581740-114820
2.0	6	58.27_11.81	8.0	21.12	2013-06-03	5.5	KOLLHOLM	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	31468	0.6875	31468_SE581740-114820
5.0	6	58.27_11.81	8.0	21.67	2013-06-03	5.5	KOLLHOLM	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	31469	0.6875	31469_SE581740-114820
10.0	6	58.27_11.81	8.0	24.23	2013-06-03	5.5	KOLLHOLM	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	31470	0.6875	31470_SE581740-114820
15.0	6	58.27_11.81	8.0	29.16	2013-06-03	5.5	KOLLHOLM	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	31471	0.6875	31471_SE581740-114820
20.0	6	58.27_11.81	8.0	31.21	2013-06-03	5.5	KOLLHOLM	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	31472	0.6875	31472_SE581740-114820
24.0	6	58.27_11.81	8.0	32.46	2013-06-03	5.5	KOLLHOLM	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	31473	0.6875	31473_SE581740-114820
0.0	6	58.30_11.80	8.0	21.06	2013-06-03	5.5	STORA DEJE	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	31481	0.6875	31481_SE581740-114820
2.0	6	58.30_11.80	8.0	21.06	2013-06-03	5.5	STORA DEJE	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	31482	0.6875	31482_SE581740-114820
5.0	6	58.30_11.80	8.0	21.72	2013-06-03	5.5	STORA DEJE	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	31483	0.6875	31483_SE581740-114820
10.0	6	58.30_11.80	8.0	23.76	2013-06-03	5.5	STORA DEJE	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	31484	0.6875	31484_SE581740-114820
15.0	6	58.30_11.80	8.0	29.34	2013-06-03	5.5	STORA DEJE	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	31485	0.6875	31485_SE581740-114820
20.0	6	58.30_11.80	8.0	31.2	2013-06-03	5.5	STORA DEJE	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	31486	0.6875	31486_SE581740-114820
22.0	6	58.30_11.80	8.0	31.52	2013-06-03	5.5	STORA DEJE	GOOD	SE581740-114820	02 - Västkustens fjordar	2013	0.6638888888888889	31487	0.6875	31487_SE581740-114820
	8	58.31_11.77	8.0		2017-08-01		HAVSTENSFJORD	BAD	SE581740-114820	02 - Västkustens fjordar	2017		93629		93629_SE581740-114820
	7	58.31_11.77	8.0		2017-07-03		HAVSTENSFJORD	BAD	SE581740-114820	02 - Västkustens fjordar	2017		93643		93643_SE581740-114820
