BIOV_CONC_ALL	DATE_count	POSITION	SALT	STATUS	VISS_EU_CD	WATER_TYPE_AREA	YEAR	global_EQR	index_column	local_EQR	new_index
0.44888641048300004	2	65.81_22.38		MODERATE	SE654820-222660	22 - Norra Bottenviken. Inre kustvatten	2014	0.5631779120422811	2	0.395019016440167	2_SE654820-222660
0.09611507353	1	65.81_22.37		HIGH	SE654820-222660	22 - Norra Bottenviken. Inre kustvatten	2015	1.0	3	1.0	3_SE654820-222660
0.1923831565	1	65.81_22.38		HIGH	SE654820-222660	22 - Norra Bottenviken. Inre kustvatten	2015	0.9064853554370287	4	0.8316736397866514	4_SE654820-222660
0.35862271450000005	2	65.81_22.38		HIGH	SE654820-222660	22 - Norra Bottenviken. Inre kustvatten	2016	0.801106573308536	5	0.6419918319553647	5_SE654820-222660
0.2542603632	1	62.82_18.03		HIGH	SE625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.8976029632104848	0	0.8259250374578242	0_SE625000-180075
0.3348458412	1	62.82_18.04		GOOD	SE625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.7687183549398501	1	0.6271542726868427	1_SE625000-180075
0.14418941	1	62.83_18.05		HIGH	SE625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	1.0	2	1.0	2_SE625000-180075
0.4081726344	1	62.83_18.08		GOOD	SE625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.6614173240895459	3	0.5144881902940233	3_SE625000-180075
0.194878039	1	62.84_18.00		HIGH	SE625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	1.0	4	1.0	4_SE625000-180075
0.229823088	1	62.84_18.02		HIGH	SE625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.9492625388446613	5	0.913746316035924	5_SE625000-180075
0.535216829	1	62.81_18.12		MODERATE	SE625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.5451088990327694	6	0.39236434398440784	6_SE625000-180075
0.786099706	1	62.82_18.09		MODERATE	SE625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.42584922376246254	7	0.26714168495058566	7_SE625000-180075
1.0120423438	1	62.83_18.05		POOR	SE625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.35937649902509944	8	0.2075011992200795	8_SE625000-180075
0.353469297	1	62.84_18.00		GOOD	SE625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.737248578137669	9	0.5941110070445524	9_SE625000-180075
0.4126415178	1	62.84_18.08		GOOD	SE625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.6561107746792303	10	0.5089163134131919	10_SE625000-180075
