MYEAR	SDATE	STIME	SHIPC	SERNO	STATN	LATIT_DD	LONGI_DD	SEA_AREA_CODE	SEA_AREA_NAME	SEA_BASIN	WATER_DISTRICT	WATER_TYPE_AREA	WLTYP	DEPH	TEMP_BTL	Q_TEMP_BTL	TEMP_CTD	Q_TEMP_CTD	SALT_BTL	Q_SALT_BTL	SALT_CTD	Q_SALT_CTD	DOXY_BTL	Q_DOXY_BTL	DOXY_CTD	Q_DOXY_CTD	PHOS	Q_PHOS	NTRI	Q_NTRI	NTRA	Q_NTRA	NTRZ	Q_NTRZ	AMON	Q_AMON	CPHL	Q_CPHL	SECCHI	Q_SECCHI
2017	2017-08-01	09:10	77SN	0102	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	2	17.55		17.58		21.871		21.86		5.97				0.05		0.02	<	0.10	<	0.10	<	0.20	<	1.4		8.5	
2017	2017-08-01	09:10	77SN	0102	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	5	17.58		17.61		21.936		21.91		6.02				0.05		0.02		0.10	<	0.10	<	0.20	<	1.3		8.5	
2017	2017-08-01	09:10	77SN	0102	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	10	18.12		18.12		23.724		23.79		5.59				0.08		0.03		0.10	<	0.10	<	0.20	<	2.0		8.5	
2017	2017-08-01	09:10	77SN	0102	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	15	17.47		17.50		24.964		24.94		5.58				0.12		0.05		0.10	<	0.10	<	0.20	<	1.1		8.5	
2017	2017-08-01	09:10	77SN	0102	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	20	16.57		16.63		26.925		26.79		5.44				0.16		0.09		0.13		0.22		0.28		0.8		8.5	
2017	2017-08-01	09:10	77SN	0102	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	30	14.52		14.54		31.970		31.96		4.33				0.57		0.69		1.82		2.51		1.86		0.3		8.5	
2017	2017-08-01	09:10	77SN	0102	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	40	13.26		13.25		33.097		33.10		4.60				0.61		0.73		2.46		3.19		1.65				8.5	
2017	2017-08-01	09:10	77SN	0102	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	50	12.77		12.77		33.439		33.44		4.68				0.59		0.66		2.63		3.29		1.57				8.5	
2017	2017-08-01	09:10	77SN	0102	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	60	12.68		12.67		33.499		33.48		4.69				0.63		0.64		2.68		3.32		2.16				8.5	
2017	2017-08-01	09:10	77SN	0102	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	63	12.65		12.66		33.518		33.50		4.64				0.64		0.61		2.71		3.32		2.22				8.5	
2017	2017-07-14	12:55	34AR	0542	SLÄGGÖ	58.25982	11.43570	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	0	17.72		17.69				26.91		5.93		5.6		0.04		0.02	<	0.10	<	0.10	<	0.20	<	0.5		10	
2017	2017-07-14	12:55	34AR	0542	SLÄGGÖ	58.25982	11.43570	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	5			17.66				26.94		5.95		5.6		0.04		0.02	<	0.10	<	0.10	<	0.20	<	0.6		10	
2017	2017-07-14	12:55	34AR	0542	SLÄGGÖ	58.25982	11.43570	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	10			17.42				27.37		5.94		5.6		0.03		0.02	<	0.10	<	0.10	<	0.20	<	0.6		10	
2017	2017-07-14	12:55	34AR	0542	SLÄGGÖ	58.25982	11.43570	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	15			14.14				31.21		5.58		5.2		0.11		0.05		0.10	<	0.10	<	0.20	<	1.7		10	
2017	2017-07-14	12:55	34AR	0542	SLÄGGÖ	58.25982	11.43570	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	20	13.68		13.74				31.81		5.25		4.9		0.24		0.30		0.91		1.21		0.20	<	1.1		10	
2017	2017-07-14	12:55	34AR	0542	SLÄGGÖ	58.25982	11.43570	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	30			13.20				32.53		5.10		4.8		0.35		0.46		1.92		2.38		0.83		0.3		10	
2017	2017-07-14	12:55	34AR	0542	SLÄGGÖ	58.25982	11.43570	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	40			11.56				32.90		4.80		4.5		0.57		0.55		4.62		5.17		0.43		0.2	<	10	
2017	2017-07-14	12:55	34AR	0542	SLÄGGÖ	58.25982	11.43570	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	50			7.45				34.01		3.66		3.5		1.47		0.14		12.13		12.27		0.20	<	0.2	<	10	
2017	2017-07-14	12:55	34AR	0542	SLÄGGÖ	58.25982	11.43570	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	72	7.38				34.358				3.46				1.67		0.30		12.32		12.62		0.64				10	
2017	2017-07-13	19:00	34AR	0535	FLADEN	57.19262	11.65787			N Kattegatt			4 - Utsjövatten	0			17.05				24.38		6.05		5.7		0.05		0.02	<	0.10	<	0.10	<	0.20	<	0.5			
2017	2017-07-13	19:00	34AR	0535	FLADEN	57.19262	11.65787			N Kattegatt			4 - Utsjövatten	5	17.08		17.07				24.38		6.07		5.7		0.04		0.02	<	0.10	<	0.10	<	0.20	<	0.5			
2017	2017-07-13	19:00	34AR	0535	FLADEN	57.19262	11.65787			N Kattegatt			4 - Utsjövatten	10			16.56				25.00		5.93		5.6		0.06		0.02	<	0.10	<	0.10	<	0.20	<	1.1			
2017	2017-07-13	19:00	34AR	0535	FLADEN	57.19262	11.65787			N Kattegatt			4 - Utsjövatten	15	14.47		14.88				29.40		6.02		5.6		0.04		0.02	<	0.10	<	0.10	<	0.20	<	1.0			
2017	2017-07-13	19:00	34AR	0535	FLADEN	57.19262	11.65787			N Kattegatt			4 - Utsjövatten	20			13.67				31.58		5.80		5.5		0.09		0.02	<	0.10	<	0.10	<	0.20	<	0.9			
2017	2017-07-13	19:00	34AR	0535	FLADEN	57.19262	11.65787			N Kattegatt			4 - Utsjövatten	25			13.36				32.00		5.57		5.2		0.14		0.06		0.10	<	0.14		0.20	<	2.1			
2017	2017-07-13	19:00	34AR	0535	FLADEN	57.19262	11.65787			N Kattegatt			4 - Utsjövatten	30			12.00				32.48		5.36		5.1		0.29		0.42		1.67		2.09		0.20	<	0.4			
2017	2017-07-13	19:00	34AR	0535	FLADEN	57.19262	11.65787			N Kattegatt			4 - Utsjövatten	40	10.44		10.47				33.14		5.23		4.9		0.46		0.36		4.05		4.41		0.20	<	0.2	<		
2017	2017-07-13	19:00	34AR	0535	FLADEN	57.19262	11.65787			N Kattegatt			4 - Utsjövatten	50			9.42				33.46		4.95		4.7		0.65		0.22		6.51		6.73		0.20	<	0.2	<		
2017	2017-07-13	19:00	34AR	0535	FLADEN	57.19262	11.65787			N Kattegatt			4 - Utsjövatten	60			8.88				33.72		4.68		4.4		0.87		0.41		8.29		8.70		0.20	<				
2017	2017-07-13	19:00	34AR	0535	FLADEN	57.19262	11.65787			N Kattegatt			4 - Utsjövatten	70	8.57		8.57				33.95		4.40		4.2		1.02		0.44		9.61		10.05		0.20	<				
2017	2017-07-13	19:00	34AR	0535	FLADEN	57.19262	11.65787			N Kattegatt			4 - Utsjövatten	83	8.43				34.077				4.40				1.10		0.22		10.28		10.50		0.20	<				
2017	2017-07-13	15:30	34AR	0534	N14 FALKENBERG	56.93998	12.21187	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt			3 - Havsområde  mellan 1 NM och 12 NM	0			17.59				21.36		6.04		5.8		0.04		0.02	<	0.10	<	0.10	<	0.20	<	0.4			
2017	2017-07-13	15:30	34AR	0534	N14 FALKENBERG	56.93998	12.21187	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt			3 - Havsområde  mellan 1 NM och 12 NM	5			17.50				21.46		5.99		5.7		0.04		0.02	<	0.10	<	0.10	<	0.20	<	0.4			
2017	2017-07-13	15:30	34AR	0534	N14 FALKENBERG	56.93998	12.21187	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt			3 - Havsområde  mellan 1 NM och 12 NM	10	16.49		16.45				22.62		6.12		5.8		0.04		0.02	<	0.10	<	0.10	<	0.20	<	0.8			
2017	2017-07-13	15:30	34AR	0534	N14 FALKENBERG	56.93998	12.21187	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt			3 - Havsområde  mellan 1 NM och 12 NM	15			16.37				23.74		5.99		5.8		0.03		0.02	<	0.10	<	0.10	<	0.20	<	1.0			
2017	2017-07-13	15:30	34AR	0534	N14 FALKENBERG	56.93998	12.21187	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt			3 - Havsområde  mellan 1 NM och 12 NM	20			15.51				25.83		5.56		5.4		0.12		0.02		0.10	<	0.10		0.20	<	1.8			
2017	2017-07-13	15:30	34AR	0534	N14 FALKENBERG	56.93998	12.21187	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt			3 - Havsområde  mellan 1 NM och 12 NM	25	8.18		8.77				33.07		4.70		4.6		0.74		0.23		5.38		5.61		0.20	<	0.3			
2017	2017-07-13	15:30	34AR	0534	N14 FALKENBERG	56.93998	12.21187	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt			3 - Havsområde  mellan 1 NM och 12 NM	30	8.00				33.438				4.45				0.86		0.24		5.73		5.97		0.48					
2017	2017-07-13	23:40	34AR	0536	P2	57.86667	11.29207	582008-105731	Del av Skagerraks utsjövatten	Skagerrak			3 - Havsområde  mellan 1 NM och 12 NM	0			15.86				32.26		5.93		5.6		0.04		0.02	<	0.10	<	0.10	<	0.20	<	0.3			
2017	2017-07-13	23:40	34AR	0536	P2	57.86667	11.29207	582008-105731	Del av Skagerraks utsjövatten	Skagerrak			3 - Havsområde  mellan 1 NM och 12 NM	5	15.81		15.85				32.28		6.04		5.6		0.04		0.02	<	0.10	<	0.10	<	0.20	<	0.3			
2017	2017-07-13	23:40	34AR	0536	P2	57.86667	11.29207	582008-105731	Del av Skagerraks utsjövatten	Skagerrak			3 - Havsområde  mellan 1 NM och 12 NM	10			15.80				32.41		5.88		5.6		0.05		0.02	<	0.10	<	0.10	<	0.20	<	0.3			
2017	2017-07-13	23:40	34AR	0536	P2	57.86667	11.29207	582008-105731	Del av Skagerraks utsjövatten	Skagerrak			3 - Havsområde  mellan 1 NM och 12 NM	15	15.54		15.53				32.94		5.91		5.5		0.04		0.02	<	0.10	<	0.10	<	0.20	<	0.9			
2017	2017-07-13	23:40	34AR	0536	P2	57.86667	11.29207	582008-105731	Del av Skagerraks utsjövatten	Skagerrak			3 - Havsområde  mellan 1 NM och 12 NM	20			15.55				32.98		5.86		5.5		0.05		0.02		0.10	<	0.10	<	0.20	<	1.1			
2017	2017-07-13	23:40	34AR	0536	P2	57.86667	11.29207	582008-105731	Del av Skagerraks utsjövatten	Skagerrak			3 - Havsområde  mellan 1 NM och 12 NM	30			15.26				33.04		5.87		5.6		0.04		0.02	<	0.10	<	0.10	<	0.20	<	1.4			
2017	2017-07-13	23:40	34AR	0536	P2	57.86667	11.29207	582008-105731	Del av Skagerraks utsjövatten	Skagerrak			3 - Havsområde  mellan 1 NM och 12 NM	40			14.48				33.30		5.88		5.6		0.05		0.02	<	0.10	<	0.10	<	0.20	<	0.9			
2017	2017-07-13	23:40	34AR	0536	P2	57.86667	11.29207	582008-105731	Del av Skagerraks utsjövatten	Skagerrak			3 - Havsområde  mellan 1 NM och 12 NM	50			13.72				33.56		5.78		5.5		0.08		0.02	<	0.10	<	0.10	<	0.20	<	0.4			
2017	2017-07-13	23:40	34AR	0536	P2	57.86667	11.29207	582008-105731	Del av Skagerraks utsjövatten	Skagerrak			3 - Havsområde  mellan 1 NM och 12 NM	75	9.32		9.45				34.70			B	5.6		0.29		0.05		0.27		0.32		0.89					
2017	2017-07-13	23:40	34AR	0536	P2	57.86667	11.29207	582008-105731	Del av Skagerraks utsjövatten	Skagerrak			3 - Havsområde  mellan 1 NM och 12 NM	92	8.83				34.830				5.84				0.49		0.15		0.78		0.93		2.24					
2017	2017-07-04	12:00	77SN	0098	E ÄLVSBORGSBRON	57.69167	11.90667							0	17.31		17.26				3.82		6.40				0.20		0.35		21.16		21.51		2.35		2.2		2.0	
2017	2017-07-04	12:00	77SN	0098	E ÄLVSBORGSBRON	57.69167	11.90667							2	15.98		16.52				10.75		5.98				0.18		0.26		11.69		11.95		2.06		3.0		2.0	
2017	2017-07-04	12:00	77SN	0098	E ÄLVSBORGSBRON	57.69167	11.90667							5	15.84		15.85				22.97		5.91				0.10		0.09		0.50		0.59		0.20	<	6.5		2.0	
2017	2017-07-04	12:00	77SN	0098	E ÄLVSBORGSBRON	57.69167	11.90667							9	15.20								5.65				0.09		0.10		0.40		0.50		0.72				2.0	
2017	2017-07-04	11:25	77SN	0097	SKALKORGARNA	57.67883	11.76833	574050-114780	Rivö fjord		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)	0	16.66		16.60				19.54		6.60				0.09		0.17		2.80		2.97		0.31		3.7		3.0	
2017	2017-07-04	11:25	77SN	0097	SKALKORGARNA	57.67883	11.76833	574050-114780	Rivö fjord		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)	2	16.17		16.20				22.82		6.47				0.04		0.03		0.10	<	0.10	<	0.20	<	4.2		3.0	
2017	2017-07-04	11:25	77SN	0097	SKALKORGARNA	57.67883	11.76833	574050-114780	Rivö fjord		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)	5	15.84		15.82				24.52		6.00				0.05		0.04		0.10	<	0.10	<	0.20	<	3.1		3.0	
2017	2017-07-04	11:25	77SN	0097	SKALKORGARNA	57.67883	11.76833	574050-114780	Rivö fjord		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)	10	13.27		13.33				30.42		5.20				0.28		0.20		0.61		0.81		1.05		1.2		3.0	
2017	2017-07-04	11:25	77SN	0097	SKALKORGARNA	57.67883	11.76833	574050-114780	Rivö fjord		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)	14	12.69								4.85				0.49		0.34		1.11		1.45		2.04				3.0	
2017	2017-07-04	06:00	77SN	0094	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		0	15.80		15.77				29.28		5.85				0.06		0.02	<	0.10	<	0.10	<	0.20	<	0.7		9.0	
2017	2017-07-04	06:00	77SN	0094	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		2	15.80		15.78				29.28		5.86				0.07		0.02	<	0.10	<	0.10	<	0.20	<	0.7		9.0	
2017	2017-07-04	06:00	77SN	0094	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		5	15.86		15.79				29.29		5.87				0.06		0.02	<	0.10	<	0.10	<	0.24		0.7		9.0	
2017	2017-07-04	06:00	77SN	0094	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		10	15.86		15.86				29.68		5.90				0.07		0.02	<	0.10	<	0.10	<	0.20	<	0.8		9.0	
2017	2017-07-04	06:00	77SN	0094	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		15	15.72		15.74				29.95		5.73				0.09		0.02		0.10	<	0.10	<	0.31		1.0		9.0	
2017	2017-07-04	06:00	77SN	0094	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		20	15.51		15.51				30.63		5.73				0.13		0.03		0.10	<	0.10	<	0.58		1.2		9.0	
2017	2017-07-04	06:00	77SN	0094	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		30	14.41		14.42				31.32		5.32				0.29		0.09		0.37		0.46		1.36		0.9		9.0	
2017	2017-07-04	06:00	77SN	0094	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		40	14.03		14.08				31.41		5.24				0.33		0.14		0.80		0.94		2.30				9.0	
2017	2017-07-04	06:00	77SN	0094	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		46	14.06		14.06				31.49		5.18				0.36		0.15		0.75		0.90		1.51				9.0	
2017	2017-07-04	09:30	77SN	0096	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	0	16.40		16.38				25.48		5.96				0.04		0.02		0.10	<	0.10	<	0.20	<	0.9		6.0	
2017	2017-07-04	09:30	77SN	0096	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	2	16.36		16.38				25.47		5.96				0.04		0.02		0.10	<	0.10	<	0.20	<	0.9		6.0	
2017	2017-07-04	09:30	77SN	0096	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	5	16.13		16.12				25.82		5.91				0.04		0.02		0.10	<	0.10	<	0.20	<	1.2		6.0	
2017	2017-07-04	09:30	77SN	0096	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	10	14.54		14.51				31.28		5.67				0.12		0.05		0.10	<	0.10	<	0.27		1.2		6.0	
2017	2017-07-04	09:30	77SN	0096	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	15	14.27		14.23				31.96		5.57				0.12		0.05		0.10	<	0.10	<	0.42		0.7		6.0	
2017	2017-07-04	09:30	77SN	0096	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	20	13.80		14.09				32.22		5.44				0.18		0.13		0.21		0.34		1.06		0.6		6.0	
2017	2017-07-04	09:30	77SN	0096	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	30	12.51		12.37				32.76		5.36				0.29		0.34		1.02		1.36		1.01		0.3		6.0	
2017	2017-07-04	09:30	77SN	0096	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	40	11.92		11.88				32.94		5.15				0.40		0.46		1.83		2.29		1.03				6.0	
2017	2017-07-04	09:30	77SN	0096	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	50	11.80		11.81				32.96		5.10				0.45		0.47		2.04		2.51		1.14				6.0	
2017	2017-07-04	09:30	77SN	0096	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	60	11.61		11.62				33.02		5.01				0.51		0.51		2.30		2.81		1.13				6.0	
2017	2017-07-04	09:30	77SN	0096	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	65									4.93				0.56		0.52		2.49		3.01		1.14				6.0	
2017	2017-07-03	15:50	77SN	0092	BJÖRKHOLMEN	58.39333	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	0	15.95		15.94				28.45		5.95				0.05		0.02	<	0.10	<	0.10	<	0.20	<	0.9		7.0	
2017	2017-07-03	15:50	77SN	0092	BJÖRKHOLMEN	58.39333	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	2	15.95		15.95				28.45		5.94				0.05		0.02	<	0.10	<	0.10	<	0.20	<	0.8		7.0	
2017	2017-07-03	15:50	77SN	0092	BJÖRKHOLMEN	58.39333	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	5	15.92		15.92				28.49		5.95				0.06		0.02	<	0.10	<	0.10	<	0.20	<	0.8		7.0	
2017	2017-07-03	15:50	77SN	0092	BJÖRKHOLMEN	58.39333	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	10	15.86		15.84				28.69		5.94				0.05		0.02	<	0.10	<	0.10	<	0.20	<	0.8		7.0	
2017	2017-07-03	15:50	77SN	0092	BJÖRKHOLMEN	58.39333	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	15	15.71		15.71				28.88		5.91				0.06		0.02	<	0.10	<	0.10	<	0.20	<	1.1		7.0	
2017	2017-07-03	15:50	77SN	0092	BJÖRKHOLMEN	58.39333	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	20	15.41		15.40				29.48		5.89				0.06		0.02	<	0.10	<	0.10	<	0.20	<	1.5		7.0	
2017	2017-07-03	15:50	77SN	0092	BJÖRKHOLMEN	58.39333	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	30	13.40		13.46				31.18		5.55				0.21		0.14		0.64		0.78		0.26		1.3		7.0	
2017	2017-07-03	15:50	77SN	0092	BJÖRKHOLMEN	58.39333	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	40	10.68		10.78				31.85		4.94				0.45		0.28		3.56		3.84		0.57				7.0	
2017	2017-07-03	15:50	77SN	0092	BJÖRKHOLMEN	58.39333	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	50	7.08		7.06				33.95		4.44				1.07		0.05		10.31		10.36		0.20	<			7.0	
2017	2017-07-03	15:50	77SN	0092	BJÖRKHOLMEN	58.39333	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	60	7.39		7.38				34.47		3.95				1.37		0.06		12.12		12.18		0.20	<			7.0	
2017	2017-07-03	15:50	77SN	0092	BJÖRKHOLMEN	58.39333	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	70	7.58								2.80				1.96		0.27		13.98		14.25		0.20	<			7.0	
2017	2017-07-03	11:55	77SN	0089	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	0	16.44		16.45				23.06		5.89				0.04		0.04		0.10	<	0.10	<	0.20	<	1.2		4.5	
2017	2017-07-03	11:55	77SN	0089	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	2	16.44		16.45				23.06		5.96				0.04		0.05		0.10	<	0.10	<	0.20	<	1.2		4.5	
2017	2017-07-03	11:55	77SN	0089	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	5	16.44		16.45				23.06		5.92				0.04		0.05		0.10	<	0.10	<	0.20	<	1.1		4.5	
2017	2017-07-03	11:55	77SN	0089	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	10	15.87		16.30				23.09		5.72				0.04		0.05		0.10	<	0.10	<	0.20	<	1.3		4.5	
2017	2017-07-03	11:55	77SN	0089	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	15	8.13		8.13				28.08		3.25				0.68		0.30		7.54		7.84		1.88		0.4		4.5	
