	AMON	CPHL	DEPH	DOXY_BTL	DOXY_CTD	LATIT_DD	LONGI_DD	MNDEP	MXDEP	MYEAR	NTRA	NTRI	NTRZ	PHOS	Q_AMON	Q_CPHL	Q_DOXY_BTL	Q_DOXY_CTD	Q_NTRA	Q_NTRI	Q_NTRZ	Q_PHOS	Q_SALT_BTL	Q_SALT_CTD	Q_SECCHI	Q_TEMP_BTL	Q_TEMP_CTD	SALT_BTL	SALT_CTD	SDATE	SEA_AREA_CODE	SEA_AREA_NAME	SEA_BASIN	SECCHI	SERNO	SHARKID_MD5	SHIPC	STATN	STIME	TEMP_BTL	TEMP_CTD	WATER_DISTRICT	WATER_TYPE_AREA	WLTYP
4562	0.29	0.6	10.0	8.46		57.55	11.80833			2017	4.43	0.58	5.01	0.49															19.11	2017-02-06	572540-114801	Onsala kustvatten	N Kattegatt		15		77SN	VALÖ	06:30	2.13	2.11	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
4563	0.58	0.3	15.0	7.76		57.55	11.80833			2017	4.81	0.33	5.14	0.54															25.39	2017-02-06	572540-114801	Onsala kustvatten	N Kattegatt		15		77SN	VALÖ	06:30	3.34	3.35	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
4564	0.86	0.3	20.0	7.16		57.55	11.80833			2017	5.24	0.24	5.48	0.57															28.61	2017-02-06	572540-114801	Onsala kustvatten	N Kattegatt		15		77SN	VALÖ	06:30	4.06	3.92	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
4565	1.2		22.0	6.24		57.55	11.80833			2017	5.66	0.29	5.95	0.67																2017-02-06	572540-114801	Onsala kustvatten	N Kattegatt		15		77SN	VALÖ	06:30	4.89		Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
4566	1.09	0.4	0.0	8.29		57.919669999999996	11.59333			2017	6.61	0.39	7.0	0.47															21.84	2017-02-06	575340-113000	Marstrandsfjorden	Skagerrak	7.0	18		77SN	ÅSTOL	09:30	1.98	2.0	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
4567	1.15	0.4	2.0	8.27		57.919669999999996	11.59333			2017	6.62	0.38	7.0	0.47															21.84	2017-02-06	575340-113000	Marstrandsfjorden	Skagerrak	7.0	18		77SN	ÅSTOL	09:30	2.0	1.99	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
4568	1.06	0.4	5.0	8.3		57.919669999999996	11.59333			2017	6.42	0.38	6.8	0.47															21.99	2017-02-06	575340-113000	Marstrandsfjorden	Skagerrak	7.0	18		77SN	ÅSTOL	09:30	2.09	2.04	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
4569	0.63	0.5	10.0	7.79		57.919669999999996	11.59333			2017	4.84	0.25	5.09	0.53															26.08	2017-02-06	575340-113000	Marstrandsfjorden	Skagerrak	7.0	18		77SN	ÅSTOL	09:30	3.15	3.14	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
4570	0.46	0.6	15.0	7.57		57.919669999999996	11.59333			2017	4.94	0.17	5.11	0.52															28.26	2017-02-06	575340-113000	Marstrandsfjorden	Skagerrak	7.0	18		77SN	ÅSTOL	09:30	3.6	3.58	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
4571	0.34	0.8	20.0	7.5		57.919669999999996	11.59333			2017	5.02	0.16	5.18	0.5															29.15	2017-02-06	575340-113000	Marstrandsfjorden	Skagerrak	7.0	18		77SN	ÅSTOL	09:30	3.62	3.62	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
4572	0.33	0.4	30.0	6.96		57.919669999999996	11.59333			2017	5.29	0.19	5.48	0.55															31.15	2017-02-06	575340-113000	Marstrandsfjorden	Skagerrak	7.0	18		77SN	ÅSTOL	09:30	4.92	4.87	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
4573	0.27		40.0	6.59		57.919669999999996	11.59333			2017	4.94	0.27	5.21	0.59															33.91	2017-02-06	575340-113000	Marstrandsfjorden	Skagerrak	7.0	18		77SN	ÅSTOL	09:30	6.25	6.18	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
4574	0.31		50.0	6.69		57.919669999999996	11.59333			2017	4.97	0.28	5.25	0.6															34.08	2017-02-06	575340-113000	Marstrandsfjorden	Skagerrak	7.0	18		77SN	ÅSTOL	09:30	6.29	6.29	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
4575	0.32		60.0	6.64		57.919669999999996	11.59333			2017	4.98	0.28	5.26	0.59															34.12	2017-02-06	575340-113000	Marstrandsfjorden	Skagerrak	7.0	18		77SN	ÅSTOL	09:30	6.29	6.32	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
4576	0.47		65.0	6.58		57.919669999999996	11.59333			2017	5.03	0.28	5.31	0.62																2017-02-06	575340-113000	Marstrandsfjorden	Skagerrak	7.0	18		77SN	ÅSTOL	09:30	6.33		Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM
4577			0.0		8.2	57.086	11.813			2017														B			B			2017-01-30			N Kattegatt		219		26DA	E FLADEN	10:10					4 - Utsjövatten
4578			5.0		8.2	57.086	11.813			2017																			17.78	2017-01-30			N Kattegatt		219		26DA	E FLADEN	10:10		2.47			4 - Utsjövatten
4579			10.0		7.6	57.086	11.813			2017																			25.51	2017-01-30			N Kattegatt		219		26DA	E FLADEN	10:10		3.22			4 - Utsjövatten
4580			15.0		7.3	57.086	11.813			2017																			28.15	2017-01-30			N Kattegatt		219		26DA	E FLADEN	10:10		3.8			4 - Utsjövatten
4581			20.0		7.0	57.086	11.813			2017																			29.39	2017-01-30			N Kattegatt		219		26DA	E FLADEN	10:10		4.3			4 - Utsjövatten
4582			25.0		6.9	57.086	11.813			2017																			30.12	2017-01-30			N Kattegatt		219		26DA	E FLADEN	10:10		4.56			4 - Utsjövatten
4583			30.0		6.8	57.086	11.813			2017																			31.09	2017-01-30			N Kattegatt		219		26DA	E FLADEN	10:10		5.03			4 - Utsjövatten
4584			40.0		6.3	57.086	11.813			2017																			33.5	2017-01-30			N Kattegatt		219		26DA	E FLADEN	10:10		6.18			4 - Utsjövatten
4585			50.0		6.3	57.086	11.813			2017																			33.9	2017-01-30			N Kattegatt		219		26DA	E FLADEN	10:10		6.28			4 - Utsjövatten
4586			60.0		6.3	57.086	11.813			2017																			33.9	2017-01-30			N Kattegatt		219		26DA	E FLADEN	10:10		6.28			4 - Utsjövatten
4587			63.0		6.3	57.086	11.813			2017																			33.9	2017-01-30			N Kattegatt		219		26DA	E FLADEN	10:10		6.28			4 - Utsjövatten
4588			0.0			57.31833	11.73067			2017																				2017-01-30	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		221		26DA	MIK TRAWL	17:40					3 - Havsområde  mellan 1 NM och 12 NM
4589			0.0			57.569669999999995	11.58767			2017																				2017-01-30	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		222		26DA	MIK TRAWL	19:33					3 - Havsområde  mellan 1 NM och 12 NM
4590	0.22	1.5	0.0	8.6	8.3	57.193169999999995	11.6605			2017	4.5	0.67	5.17	0.52															17.41	2017-01-30			N Kattegatt		220		26DA	W FLADEN	14:40		2.46			4 - Utsjövatten
4591	0.2	1.2	5.0	8.58	8.2	57.193169999999995	11.6605			2017	4.54	0.67	5.21	0.52	<														17.87	2017-01-30			N Kattegatt		220		26DA	W FLADEN	14:40		2.49			4 - Utsjövatten
4592	0.44	1.1	10.0	8.08	7.7	57.193169999999995	11.6605			2017	4.39	0.36	4.75	0.51															24.41	2017-01-30			N Kattegatt		220		26DA	W FLADEN	14:40		3.0			4 - Utsjövatten
4593	0.47	0.8	15.0	7.9	7.6	57.193169999999995	11.6605			2017	4.49	0.25	4.74	0.52															26.12	2017-01-30			N Kattegatt		220		26DA	W FLADEN	14:40		3.12			4 - Utsjövatten
4594	0.56	0.4	20.0	7.63	7.3	57.193169999999995	11.6605			2017	4.64	0.22	4.86	0.52															27.54	2017-01-30			N Kattegatt		220		26DA	W FLADEN	14:40		3.8			4 - Utsjövatten
4595	0.42	0.2	25.0	7.27	6.9	57.193169999999995	11.6605			2017	5.03	0.17	5.2	0.53															29.6	2017-01-30			N Kattegatt		220		26DA	W FLADEN	14:40		4.56			4 - Utsjövatten
4596	0.2	0.2	30.0	6.66	6.3	57.193169999999995	11.6605			2017	5.21	0.07	5.28	0.57	<	<													33.15	2017-01-30			N Kattegatt		220		26DA	W FLADEN	14:40		6.11			4 - Utsjövatten
4597	0.2	0.2	40.0	6.59	6.3	57.193169999999995	11.6605			2017	4.95	0.19	5.14	0.59	<	<													33.92	2017-01-30			N Kattegatt		220		26DA	W FLADEN	14:40		6.35			4 - Utsjövatten
4598	0.52		50.0	6.67	6.4	57.193169999999995	11.6605			2017	4.34	0.19	4.53	0.56															33.96	2017-01-30			N Kattegatt		220		26DA	W FLADEN	14:40		6.29			4 - Utsjövatten
4599	0.2		60.0	6.5	6.2	57.193169999999995	11.6605			2017	5.08	0.24	5.32	0.62	<														34.02	2017-01-30			N Kattegatt		220		26DA	W FLADEN	14:40		6.39			4 - Utsjövatten
4600	0.25		72.0	6.51	6.2	57.193169999999995	11.6605			2017	4.78	0.25	5.03	0.65															34.06	2017-01-30			N Kattegatt		220		26DA	W FLADEN	14:40		6.4			4 - Utsjövatten
4601			0.0		8.5	57.006330000000005	12.19783			2017																			14.23	2017-01-29	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		215		26DA	GALTABÄCK	09:11		2.22			3 - Havsområde  mellan 1 NM och 12 NM
4602			5.0		8.5	57.006330000000005	12.19783			2017																			14.28	2017-01-29	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		215		26DA	GALTABÄCK	09:11		2.22			3 - Havsområde  mellan 1 NM och 12 NM
4603			10.0		8.5	57.006330000000005	12.19783			2017																			14.64	2017-01-29	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		215		26DA	GALTABÄCK	09:11		2.25			3 - Havsområde  mellan 1 NM och 12 NM
4604			15.0		7.5	57.006330000000005	12.19783			2017																			25.73	2017-01-29	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		215		26DA	GALTABÄCK	09:11		3.29			3 - Havsområde  mellan 1 NM och 12 NM
4605			20.0		6.6	57.006330000000005	12.19783			2017																			31.1	2017-01-29	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		215		26DA	GALTABÄCK	09:11		5.05			3 - Havsområde  mellan 1 NM och 12 NM
4606			25.0		6.2	57.006330000000005	12.19783			2017																			32.51	2017-01-29	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		215		26DA	GALTABÄCK	09:11		6.15			3 - Havsområde  mellan 1 NM och 12 NM
4607			30.0		6.1	57.006330000000005	12.19783			2017																			32.83	2017-01-29	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		215		26DA	GALTABÄCK	09:11		6.3			3 - Havsområde  mellan 1 NM och 12 NM
4608			35.0		6.1	57.006330000000005	12.19783			2017																			33.49	2017-01-29	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		215		26DA	GALTABÄCK	09:11		6.43			3 - Havsområde  mellan 1 NM och 12 NM
4609	0.2	1.2	0.0	8.53	8.3	57.214169999999996	12.03317			2017	4.4	0.68	5.08	0.5	<														17.33	2017-01-29	570000-120701	N m Hallands kustvatten	N Kattegatt		214		26DA	INRE VÄRÖTUBEN	06:05		2.42	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
4610	0.2	1.1	5.0	8.54	8.3	57.214169999999996	12.03317			2017	4.46	0.68	5.14	0.53															17.41	2017-01-29	570000-120701	N m Hallands kustvatten	N Kattegatt		214		26DA	INRE VÄRÖTUBEN	06:05		2.42	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
4611	0.2	1.1	10.0	8.55	8.2	57.214169999999996	12.03317			2017	4.42	0.67	5.09	0.5	<														18.36	2017-01-29	570000-120701	N m Hallands kustvatten	N Kattegatt		214		26DA	INRE VÄRÖTUBEN	06:05		2.46	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
4612	0.48	1.0	15.0	8.39	8.0	57.214169999999996	12.03317			2017	4.56	0.54	5.1	0.5															21.23	2017-01-29	570000-120701	N m Hallands kustvatten	N Kattegatt		214		26DA	INRE VÄRÖTUBEN	06:05		2.63	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
4613	0.43	1.0	20.0	7.84	7.5	57.214169999999996	12.03317			2017	4.39	0.21	4.6	0.52															27.54	2017-01-29	570000-120701	N m Hallands kustvatten	N Kattegatt		214		26DA	INRE VÄRÖTUBEN	06:05		3.43	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
4614	0.24	0.3	25.0	6.73	6.5	57.214169999999996	12.03317			2017	4.96	0.23	5.19	0.58															31.9	2017-01-29	570000-120701	N m Hallands kustvatten	N Kattegatt		214		26DA	INRE VÄRÖTUBEN	06:05		5.35	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
4615	0.2		33.0	6.45	6.2	57.214169999999996	12.03317			2017	5.09	0.23	5.32	0.61	<														33.55	2017-01-29	570000-120701	N m Hallands kustvatten	N Kattegatt		214		26DA	INRE VÄRÖTUBEN	06:05		6.28	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
4616			0.0			57.248169999999995	12.02467			2017																				2017-01-29	570000-120701	N m Hallands kustvatten	N Kattegatt		213		26DA	MIK TRAWL	00:27			Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
4617			0.0		8.1	56.877669999999995	12.26383			2017																			21.0	2017-01-29	570714-115613	Del av s Kattegatts utsjövatten	S Kattegatt		216		26DA	MORUPS BANK	12:50		2.5			3 - Havsområde  mellan 1 NM och 12 NM
4618			5.0		8.0	56.877669999999995	12.26383			2017																			21.4	2017-01-29	570714-115613	Del av s Kattegatts utsjövatten	S Kattegatt		216		26DA	MORUPS BANK	12:50		2.5			3 - Havsområde  mellan 1 NM och 12 NM
4619			10.0		7.4	56.877669999999995	12.26383			2017																			25.37	2017-01-29	570714-115613	Del av s Kattegatts utsjövatten	S Kattegatt		216		26DA	MORUPS BANK	12:50		3.35			3 - Havsområde  mellan 1 NM och 12 NM
4620			15.0		6.8	56.877669999999995	12.26383			2017																			29.78	2017-01-29	570714-115613	Del av s Kattegatts utsjövatten	S Kattegatt		216		26DA	MORUPS BANK	12:50		4.68			3 - Havsområde  mellan 1 NM och 12 NM
4621			20.0		6.5	56.877669999999995	12.26383			2017																			31.14	2017-01-29	570714-115613	Del av s Kattegatts utsjövatten	S Kattegatt		216		26DA	MORUPS BANK	12:50		5.36			3 - Havsområde  mellan 1 NM och 12 NM
4622			27.0		6.3	56.877669999999995	12.26383			2017																			32.5	2017-01-29	570714-115613	Del av s Kattegatts utsjövatten	S Kattegatt		216		26DA	MORUPS BANK	12:50		6.0			3 - Havsområde  mellan 1 NM och 12 NM
4623	0.39	1.0	0.0	7.86	7.5	56.825	12.219330000000001			2017	4.3	0.22	4.52	0.5															26.91	2017-01-29	570714-115613	Del av s Kattegatts utsjövatten	S Kattegatt		217		26DA	SW MORUPS BANK	14:15		3.34			3 - Havsområde  mellan 1 NM och 12 NM
4624	0.39	1.1	5.0	7.9	7.5	56.825	12.219330000000001			2017	4.31	0.23	4.54	0.47															26.95	2017-01-29	570714-115613	Del av s Kattegatts utsjövatten	S Kattegatt		217		26DA	SW MORUPS BANK	14:15		3.35			3 - Havsområde  mellan 1 NM och 12 NM
4625	0.38	1.0	10.0	7.91	7.5	56.825	12.219330000000001			2017	4.32	0.23	4.55	0.5															27.02	2017-01-29	570714-115613	Del av s Kattegatts utsjövatten	S Kattegatt		217		26DA	SW MORUPS BANK	14:15		3.4			3 - Havsområde  mellan 1 NM och 12 NM
4626	0.45	0.8	15.0	7.67	7.0	56.825	12.219330000000001			2017	4.46	0.21	4.67	0.49															28.4	2017-01-29	570714-115613	Del av s Kattegatts utsjövatten	S Kattegatt		217		26DA	SW MORUPS BANK	14:15		4.28			3 - Havsområde  mellan 1 NM och 12 NM
4627	0.21	0.2	20.0	7.07	6.7	56.825	12.219330000000001			2017	5.17	0.16	5.33	0.5															30.2	2017-01-29	570714-115613	Del av s Kattegatts utsjövatten	S Kattegatt		217		26DA	SW MORUPS BANK	14:15		5.01			3 - Havsområde  mellan 1 NM och 12 NM
4628	0.2	0.2	25.0	6.94	6.5	56.825	12.219330000000001			2017	5.18	0.19	5.37	0.55	<	<													31.86	2017-01-29	570714-115613	Del av s Kattegatts utsjövatten	S Kattegatt		217		26DA	SW MORUPS BANK	14:15		5.57			3 - Havsområde  mellan 1 NM och 12 NM
4629	0.2	0.2	30.0	6.76	6.4	56.825	12.219330000000001			2017	5.26	0.08	5.34	0.55	<	<													32.21	2017-01-29	570714-115613	Del av s Kattegatts utsjövatten	S Kattegatt		217		26DA	SW MORUPS BANK	14:15		5.77			3 - Havsområde  mellan 1 NM och 12 NM
4630	0.2		38.0	6.58	6.3	56.825	12.219330000000001			2017	5.28	0.09	5.37	0.56	<														32.72	2017-01-29	570714-115613	Del av s Kattegatts utsjövatten	S Kattegatt		217		26DA	SW MORUPS BANK	14:15		6.05			3 - Havsområde  mellan 1 NM och 12 NM
4631			0.0			56.835330000000006	12.2495			2017																				2017-01-28	570714-115613	Del av s Kattegatts utsjövatten	S Kattegatt		211		26DA	MIK TRAWL	20:38					3 - Havsområde  mellan 1 NM och 12 NM
4632			0.0			57.08133	12.1375			2017																				2017-01-28	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		212		26DA	MIK TRAWL	22:28					3 - Havsområde  mellan 1 NM och 12 NM
4633			0.0		7.5	57.3655	11.33817			2017																			29.95	2017-01-26					182		26DA	4N BÖCKERS BANK	10:55		3.39			4 - Utsjövatten
4634			5.0		7.5	57.3655	11.33817			2017																			29.94	2017-01-26					182		26DA	4N BÖCKERS BANK	10:55		3.39			4 - Utsjövatten
4635			10.0		7.0	57.3655	11.33817			2017																			30.56	2017-01-26					182		26DA	4N BÖCKERS BANK	10:55		4.46			4 - Utsjövatten
4636			15.0		6.6	57.3655	11.33817			2017																			31.33	2017-01-26					182		26DA	4N BÖCKERS BANK	10:55		5.47			4 - Utsjövatten
4637			20.0		6.5	57.3655	11.33817			2017																			32.19	2017-01-26					182		26DA	4N BÖCKERS BANK	10:55		5.82			4 - Utsjövatten
4638			25.0		6.6	57.3655	11.33817			2017																			32.59	2017-01-26					182		26DA	4N BÖCKERS BANK	10:55		5.77			4 - Utsjövatten
4639			30.0		6.5	57.3655	11.33817			2017																			32.91	2017-01-26					182		26DA	4N BÖCKERS BANK	10:55		6.07			4 - Utsjövatten
4640			42.0		6.3	57.3655	11.33817			2017																			33.8	2017-01-26					182		26DA	4N BÖCKERS BANK	10:55		6.27			4 - Utsjövatten
4641	0.58	0.9	0.0	7.86	7.7	57.086	11.699			2017	4.36	0.33	4.69	0.51															24.92	2017-01-26			N Kattegatt		184		26DA	SANDEN	15:45		3.01			4 - Utsjövatten
4642			5.0		7.5	57.086	11.699			2017																			27.22	2017-01-26			N Kattegatt		184		26DA	SANDEN	15:45		3.56			4 - Utsjövatten
4643	0.73	0.9	10.0	7.65	7.4	57.086	11.699			2017	4.45	0.17	4.62	0.49															28.09	2017-01-26			N Kattegatt		184		26DA	SANDEN	15:45		3.95			4 - Utsjövatten
4644	0.66	0.4	15.0	7.25	7.3	57.086	11.699			2017	4.84	0.17	5.01	0.56															28.11	2017-01-26			N Kattegatt		184		26DA	SANDEN	15:45		3.98			4 - Utsjövatten
4645	0.21	0.2	20.0	6.82	6.4	57.086	11.699			2017	5.37	0.19	5.56	0.54		<													30.44	2017-01-26			N Kattegatt		184		26DA	SANDEN	15:45		5.53			4 - Utsjövatten
4646	0.2	0.2	25.0	6.55	6.3	57.086	11.699			2017	5.31	0.15	5.46	0.56	<	<													32.15	2017-01-26			N Kattegatt		184		26DA	SANDEN	15:45		6.09			4 - Utsjövatten
4647	0.2	0.2	30.0	6.56	6.3	57.086	11.699			2017	5.18	0.09	5.27	0.58	<	<													32.64	2017-01-26			N Kattegatt		184		26DA	SANDEN	15:45		6.24			4 - Utsjövatten
4648	0.2	0.2	40.0	6.57	6.3	57.086	11.699			2017	4.97	0.2	5.17	0.58	<	<													33.34	2017-01-26			N Kattegatt		184		26DA	SANDEN	15:45		6.3			4 - Utsjövatten
4649	0.21		50.0	6.61	6.2	57.086	11.699			2017	5.06	0.25	5.31	0.61															33.53	2017-01-26			N Kattegatt		184		26DA	SANDEN	15:45		6.36			4 - Utsjövatten
4650	0.52		62.0	6.49	6.2	57.086	11.699			2017	5.05	0.24	5.29	0.62															33.67	2017-01-26			N Kattegatt		184		26DA	SANDEN	15:45		6.39			4 - Utsjövatten
4651			0.0		7.6	57.149330000000006	11.45067			2017																			27.91	2017-01-26					183		26DA	W GROVES FLAK	13:15		3.32			4 - Utsjövatten
4652			5.0		7.5	57.149330000000006	11.45067			2017																			27.91	2017-01-26					183		26DA	W GROVES FLAK	13:15		3.35			4 - Utsjövatten
4653			10.0		6.7	57.149330000000006	11.45067			2017																			29.74	2017-01-26					183		26DA	W GROVES FLAK	13:15		4.74			4 - Utsjövatten
4654			15.0		6.5	57.149330000000006	11.45067			2017																			30.56	2017-01-26					183		26DA	W GROVES FLAK	13:15		5.28			4 - Utsjövatten
4655			20.0		6.4	57.149330000000006	11.45067			2017																			32.09	2017-01-26					183		26DA	W GROVES FLAK	13:15		5.93			4 - Utsjövatten
4656			25.0		6.3	57.149330000000006	11.45067			2017																			32.64	2017-01-26					183		26DA	W GROVES FLAK	13:15		6.08			4 - Utsjövatten
4657			30.0		6.4	57.149330000000006	11.45067			2017																			33.08	2017-01-26					183		26DA	W GROVES FLAK	13:15		6.21			4 - Utsjövatten
4658			40.0		6.4	57.149330000000006	11.45067			2017																			33.5	2017-01-26					183		26DA	W GROVES FLAK	13:15		6.23			4 - Utsjövatten
4659			50.0		6.4	57.149330000000006	11.45067			2017																			33.89	2017-01-26					183		26DA	W GROVES FLAK	13:15		6.26			4 - Utsjövatten
4660			60.0		6.4	57.149330000000006	11.45067			2017																			34.02	2017-01-26					183		26DA	W GROVES FLAK	13:15		6.33			4 - Utsjövatten
4661			70.0		6.3	57.149330000000006	11.45067			2017																			34.03	2017-01-26					183		26DA	W GROVES FLAK	13:15		6.33			4 - Utsjövatten
4662			80.0		6.3	57.149330000000006	11.45067			2017																			34.03	2017-01-26					183		26DA	W GROVES FLAK	13:15		6.34			4 - Utsjövatten
4663			90.0		6.3	57.149330000000006	11.45067			2017																			34.04	2017-01-26					183		26DA	W GROVES FLAK	13:15		6.34			4 - Utsjövatten
4664			98.0		6.3	57.149330000000006	11.45067			2017																			34.04	2017-01-26					183		26DA	W GROVES FLAK	13:15		6.34			4 - Utsjövatten
4665	0.69	0.7	0.0	7.72	7.4	57.28983	11.569			2017	4.63	0.16	4.79	0.54															28.27	2017-01-25			N Kattegatt		173		26DA	10WNW NIDINGEN	15:15		3.78			4 - Utsjövatten
4666	0.69	0.8	10.0	7.62	7.4	57.28983	11.569			2017	4.63	0.17	4.8	0.53															28.27	2017-01-25			N Kattegatt		173		26DA	10WNW NIDINGEN	15:15		3.79			4 - Utsjövatten
4667	0.39	0.3	15.0	7.04	6.8	57.28983	11.569			2017	4.99	0.15	5.14	0.55															29.54	2017-01-25			N Kattegatt		173		26DA	10WNW NIDINGEN	15:15		4.8			4 - Utsjövatten
4668	0.31	0.2	20.0	7.04	6.8	57.28983	11.569			2017	5.09	0.15	5.24	0.56															29.99	2017-01-25			N Kattegatt		173		26DA	10WNW NIDINGEN	15:15		4.94			4 - Utsjövatten
4669	0.2	0.2	25.0	6.87	6.6	57.28983	11.569			2017	5.08	0.16	5.24	0.51	<	<													31.2	2017-01-25			N Kattegatt		173		26DA	10WNW NIDINGEN	15:15		5.43			4 - Utsjövatten
4670	0.2	0.2	30.0	6.91	6.6	57.28983	11.569			2017	5.02	0.18	5.2	0.51	<	<													31.41	2017-01-25			N Kattegatt		173		26DA	10WNW NIDINGEN	15:15		5.37			4 - Utsjövatten
4671	0.2	0.2	40.0	6.72	6.4	57.28983	11.569			2017	4.78	0.11	4.89	0.5	<	<													33.43	2017-01-25			N Kattegatt		173		26DA	10WNW NIDINGEN	15:15		6.23			4 - Utsjövatten
4672	0.38		50.0	6.69	6.3	57.28983	11.569			2017	4.36	0.18	4.54	0.55															34.05	2017-01-25			N Kattegatt		173		26DA	10WNW NIDINGEN	15:15		6.36			4 - Utsjövatten
4673	0.47		60.0	6.59	6.3	57.28983	11.569			2017	4.36	0.19	4.55	0.56															34.12	2017-01-25			N Kattegatt		173		26DA	10WNW NIDINGEN	15:15		6.43			4 - Utsjövatten
4674	0.6		68.0	6.51	6.2	57.28983	11.569			2017	4.53	0.18	4.71	0.63															34.18	2017-01-25			N Kattegatt		173		26DA	10WNW NIDINGEN	15:15		6.49			4 - Utsjövatten
4675			0.0		7.1	57.722669999999994	11.33533			2017																			31.4	2017-01-25	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		171		26DA	7W VINGA	09:20		4.44			3 - Havsområde  mellan 1 NM och 12 NM
4676			5.0		7.1	57.722669999999994	11.33533			2017																			31.39	2017-01-25	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		171		26DA	7W VINGA	09:20		4.44			3 - Havsområde  mellan 1 NM och 12 NM
4677			10.0		6.6	57.722669999999994	11.33533			2017																			32.05	2017-01-25	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		171		26DA	7W VINGA	09:20		5.3			3 - Havsområde  mellan 1 NM och 12 NM
4678			15.0		6.8	57.722669999999994	11.33533			2017																			32.98	2017-01-25	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		171		26DA	7W VINGA	09:20		5.38			3 - Havsområde  mellan 1 NM och 12 NM
4679			20.0		6.8	57.722669999999994	11.33533			2017																			33.2	2017-01-25	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		171		26DA	7W VINGA	09:20		5.35			3 - Havsområde  mellan 1 NM och 12 NM
4680			25.0		6.8	57.722669999999994	11.33533			2017																			33.3	2017-01-25	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		171		26DA	7W VINGA	09:20		5.42			3 - Havsområde  mellan 1 NM och 12 NM
4681			30.0		6.7	57.722669999999994	11.33533			2017																			33.43	2017-01-25	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		171		26DA	7W VINGA	09:20		5.63			3 - Havsområde  mellan 1 NM och 12 NM
4682			40.0		6.7	57.722669999999994	11.33533			2017																			33.62	2017-01-25	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		171		26DA	7W VINGA	09:20		5.93			3 - Havsområde  mellan 1 NM och 12 NM
