2018-09-19 16:57:50,881	event_handler.py	2856	load_workspace	DEBUG	Workspace "28ac1911-73c8-49ab-b36e-3ae307b46a20" with alias "New test workspace" is already loaded. Set reload=True if you want to reload the workspace.
2018-09-19 16:57:50,997	event_handler.py	2856	load_workspace	DEBUG	Workspace "28ac1911-73c8-49ab-b36e-3ae307b46a20" with alias "New test workspace" is already loaded. Set reload=True if you want to reload the workspace.
2018-09-19 16:57:51,107	event_handler.py	2856	load_workspace	DEBUG	Workspace "28ac1911-73c8-49ab-b36e-3ae307b46a20" with alias "New test workspace" is already loaded. Set reload=True if you want to reload the workspace.
2018-09-19 16:57:51,837	event_handler.py	2856	load_workspace	DEBUG	Workspace "28ac1911-73c8-49ab-b36e-3ae307b46a20" with alias "New test workspace" is already loaded. Set reload=True if you want to reload the workspace.
2018-09-19 16:57:52,531	event_handler.py	2856	load_workspace	DEBUG	Workspace "28ac1911-73c8-49ab-b36e-3ae307b46a20" with alias "New test workspace" is already loaded. Set reload=True if you want to reload the workspace.
2018-09-19 16:57:52,702	event_handler.py	2856	load_workspace	DEBUG	Workspace "28ac1911-73c8-49ab-b36e-3ae307b46a20" with alias "New test workspace" is already loaded. Set reload=True if you want to reload the workspace.
2018-09-19 16:57:53,756	event_handler.py	2856	load_workspace	DEBUG	Workspace "28ac1911-73c8-49ab-b36e-3ae307b46a20" with alias "New test workspace" is already loaded. Set reload=True if you want to reload the workspace.
2018-09-19 16:57:53,885	event_handler.py	2856	load_workspace	DEBUG	Workspace "28ac1911-73c8-49ab-b36e-3ae307b46a20" with alias "New test workspace" is already loaded. Set reload=True if you want to reload the workspace.
2018-09-19 16:57:53,954	event_handler.py	2856	load_workspace	DEBUG	Workspace "28ac1911-73c8-49ab-b36e-3ae307b46a20" with alias "New test workspace" is already loaded. Set reload=True if you want to reload the workspace.
2018-09-19 16:57:54,522	event_handler.py	52	f	DEBUG	Stop: "request_subset_set_indicator_settings". Time for running method was 9.404537916183472
