EUCD	YYYY-MM-DD	Djup(m)	Salt (psu o/oo)	O2 (ml/l)	PO4 (µmol/l)	TotP (µmol/l)	NO3 (µmol/l)	NH4 (µmol/l)	TotN (µmol/l)	Chla (ug/l)	Siktdjup (m)	WATER_TYPE_AREA	WATER_DISTRICT	ALABO	MYEAR	STIME	STATN	WADEP
SE594800-190220	1985-01-08	0.25	3.964	8.731	0.505	0.615	3.791	0.175	19.284	0.217	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-08	0.75	3.964	8.732	0.505	0.616	3.793	0.175	19.296	0.221	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-08	1.25	3.966	8.730	0.505	0.616	3.765	0.172	19.260	0.222	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-08	1.75	3.970	8.726	0.504	0.616	3.683	0.163	19.155	0.225	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-08	2.25	3.978	8.719	0.504	0.616	3.550	0.148	18.985	0.229	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-08	2.75	3.984	8.713	0.504	0.616	3.450	0.137	18.860	0.232	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-08	3.25	3.988	8.708	0.504	0.617	3.378	0.129	18.770	0.233	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-08	3.75	3.991	8.703	0.503	0.617	3.328	0.124	18.709	0.234	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-08	4.50	3.995	8.697	0.503	0.617	3.279	0.118	18.650	0.234	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-08	5.50	3.999	8.690	0.503	0.618	3.249	0.115	18.612	0.233	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-08	6.50	4.005	8.683	0.503	0.618	3.235	0.113	18.589	0.233	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-08	7.50	4.013	8.675	0.502	0.617	3.231	0.112	18.571	0.233	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-08	8.50	4.025	8.666	0.501	0.616	3.236	0.111	18.549	0.236	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-08	9.50	4.046	8.657	0.499	0.613	3.248	0.110	18.518	0.242	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-08	52.50	4.786	8.658	0.425	0.517	3.812	0.101	17.571	0.564	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-08	53.00	4.786	8.658	0.425	0.517	3.812	0.101	17.571	0.564	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
