EUCD	YYYY-MM-DD	Djup(m)	Salt (psu o/oo)	O2 (ml/l)	PO4 (µmol/l)	TotP (µmol/l)	NO3 (µmol/l)	NH4 (µmol/l)	TotN (µmol/l)	Chla (ug/l)	Siktdjup (m)	WATER_TYPE_AREA	WATER_DISTRICT	ALABO	MYEAR	STIME	STATN	WADEP
SE600740-183460	1985-01-01	5.50	4.000	8.003	0.500	0.621	3.012	0.101	18.436	0.294	6.8	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-01	6.50	4.000	8.002	0.501	0.621	3.012	0.101	18.437	0.295	6.8	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-01	7.50	4.000	8.002	0.501	0.621	3.013	0.101	18.438	0.295	6.8	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-01	8.50	4.000	8.001	0.501	0.621	3.013	0.101	18.439	0.295	6.8	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-01	9.50	4.000	8.000	0.501	0.621	3.014	0.101	18.441	0.295	6.8	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-01	17.50	4.000	7.976	0.503	0.623	3.070	0.100	18.490	0.296	6.8	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-01	18.00	4.000	7.976	0.503	0.623	3.070	0.100	18.490	0.296	6.8	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-02	0.00	4.000	8.079	0.502	0.619	3.049	0.106	18.427	0.281	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-02	0.25	4.000	8.079	0.502	0.619	3.049	0.106	18.427	0.281	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-02	0.75	4.000	8.076	0.502	0.620	3.049	0.106	18.450	0.285	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-02	1.25	4.000	8.075	0.502	0.620	3.049	0.106	18.450	0.285	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-02	1.75	4.000	8.074	0.502	0.620	3.049	0.106	18.450	0.285	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-02	2.25	4.000	8.073	0.502	0.620	3.049	0.105	18.450	0.285	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-02	2.75	4.000	8.072	0.502	0.620	3.049	0.105	18.450	0.285	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-02	3.25	4.000	8.071	0.502	0.620	3.049	0.105	18.450	0.285	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-02	3.75	4.000	8.071	0.502	0.620	3.050	0.105	18.451	0.285	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-02	4.50	4.000	8.070	0.502	0.620	3.050	0.105	18.451	0.285	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-02	5.50	4.000	8.069	0.502	0.620	3.050	0.105	18.451	0.285	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-02	6.50	4.000	8.069	0.502	0.620	3.050	0.105	18.451	0.286	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-02	7.50	4.000	8.068	0.502	0.620	3.050	0.105	18.452	0.286	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-02	8.50	4.000	8.068	0.502	0.620	3.051	0.105	18.452	0.286	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-02	9.50	4.000	8.067	0.502	0.620	3.051	0.105	18.452	0.286	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-02	17.50	4.000	8.060	0.502	0.621	3.063	0.105	18.461	0.286	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-02	18.00	4.000	8.060	0.502	0.621	3.063	0.105	18.461	0.286	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-03	0.00	3.937	8.445	0.502	0.622	3.528	0.137	19.255	0.264	6.7	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-03	0.25	3.937	8.445	0.502	0.622	3.528	0.137	19.255	0.264	6.7	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-03	0.75	3.937	8.439	0.502	0.624	3.529	0.137	19.292	0.268	6.7	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-03	1.25	3.937	8.435	0.502	0.624	3.526	0.137	19.287	0.268	6.7	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-03	1.75	3.938	8.433	0.502	0.624	3.525	0.137	19.285	0.268	6.7	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-03	2.25	3.938	8.431	0.502	0.624	3.524	0.137	19.282	0.268	6.7	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-03	2.75	3.938	8.430	0.502	0.624	3.523	0.136	19.281	0.268	6.7	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-03	3.25	3.938	8.429	0.502	0.624	3.523	0.136	19.279	0.268	6.7	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-03	3.75	3.938	8.427	0.502	0.625	3.523	0.136	19.279	0.268	6.7	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-03	4.50	3.938	8.426	0.502	0.625	3.521	0.136	19.277	0.268	6.7	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-03	5.50	3.939	8.425	0.502	0.625	3.521	0.136	19.275	0.268	6.7	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-03	6.50	3.939	8.424	0.502	0.625	3.520	0.136	19.274	0.268	6.7	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-03	7.50	3.939	8.423	0.503	0.625	3.519	0.136	19.272	0.268	6.7	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-03	8.50	3.939	8.422	0.503	0.625	3.519	0.136	19.271	0.268	6.7	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-03	9.50	3.939	8.421	0.503	0.625	3.518	0.136	19.270	0.268	6.7	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-03	17.50	3.977	8.387	0.503	0.622	3.242	0.118	18.761	0.271	6.7	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-03	18.00	3.977	8.387	0.503	0.622	3.242	0.118	18.761	0.271	6.7	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-04	0.00	3.879	8.871	0.503	0.624	3.962	0.166	19.989	0.247	6.5	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-04	0.25	3.879	8.871	0.503	0.624	3.962	0.166	19.989	0.247	6.5	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-04	0.75	3.879	8.867	0.503	0.627	3.962	0.166	20.035	0.251	6.5	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-04	1.25	3.880	8.864	0.503	0.627	3.958	0.166	20.028	0.251	6.5	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-04	1.75	3.880	8.863	0.503	0.627	3.956	0.165	20.022	0.251	6.5	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-04	2.25	3.880	8.861	0.503	0.627	3.954	0.165	20.018	0.251	6.5	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-04	2.75	3.881	8.860	0.503	0.627	3.952	0.165	20.014	0.251	6.5	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-04	3.25	3.881	8.859	0.503	0.627	3.950	0.165	20.011	0.251	6.5	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-04	3.75	3.881	8.857	0.503	0.627	3.949	0.165	20.009	0.251	6.5	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-04	4.50	3.882	8.856	0.503	0.627	3.947	0.165	20.004	0.251	6.5	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-04	5.50	3.882	8.854	0.503	0.627	3.944	0.165	19.999	0.252	6.5	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-04	6.50	3.883	8.852	0.503	0.627	3.940	0.164	19.992	0.252	6.5	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-04	7.50	3.883	8.849	0.503	0.627	3.936	0.164	19.985	0.252	6.5	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-04	8.50	3.884	8.847	0.503	0.627	3.931	0.164	19.975	0.252	6.5	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-04	9.50	3.885	8.843	0.503	0.627	3.925	0.163	19.963	0.252	6.5	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-04	17.50	3.996	8.624	0.508	0.624	3.203	0.110	18.580	0.261	6.5	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-04	18.00	3.996	8.624	0.508	0.624	3.203	0.110	18.580	0.261	6.5	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-05	0.00	3.691	8.990	0.497	0.615	5.129	0.249	21.996	0.217	6.2	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-05	0.25	3.691	8.990	0.497	0.615	5.129	0.249	21.996	0.217	6.2	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-05	0.75	3.686	8.991	0.496	0.618	5.155	0.249	22.108	0.221	6.2	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-05	1.25	3.778	8.962	0.500	0.624	4.629	0.210	21.199	0.233	6.2	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-05	1.75	3.819	8.947	0.502	0.627	4.381	0.193	20.766	0.239	6.2	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-05	2.25	3.841	8.939	0.503	0.629	4.253	0.184	20.537	0.242	6.2	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-05	2.75	3.851	8.933	0.504	0.630	4.195	0.180	20.428	0.243	6.2	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-05	3.25	3.856	8.930	0.504	0.631	4.174	0.179	20.384	0.243	6.2	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-05	3.75	3.858	8.927	0.505	0.632	4.174	0.179	20.375	0.243	6.2	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-05	4.50	3.860	8.925	0.506	0.633	4.185	0.181	20.387	0.242	6.2	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-05	5.50	3.861	8.920	0.507	0.637	4.229	0.187	20.449	0.241	6.2	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-05	6.50	3.864	8.918	0.506	0.632	4.149	0.178	20.320	0.240	6.2	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-05	7.50	3.869	8.910	0.505	0.630	4.087	0.172	20.215	0.240	6.2	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-05	8.50	3.880	8.895	0.505	0.629	4.003	0.166	20.070	0.240	6.2	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-05	9.50	3.901	8.870	0.505	0.629	3.856	0.156	19.813	0.241	6.2	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-05	17.50	3.994	8.624	0.515	0.632	3.391	0.113	18.787	0.247	6.2	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-05	18.00	3.994	8.624	0.515	0.632	3.391	0.113	18.787	0.247	6.2	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-06	0.00	3.538	9.031	0.492	0.605	6.040	0.313	23.535	0.193	6.1	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-06	0.25	3.538	9.031	0.492	0.605	6.040	0.313	23.535	0.193	6.1	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-06	0.75	3.535	9.031	0.492	0.609	6.052	0.312	23.624	0.196	6.1	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-06	1.25	3.669	8.988	0.497	0.619	5.321	0.258	22.367	0.212	6.1	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-06	1.75	3.744	8.962	0.500	0.625	4.900	0.228	21.640	0.221	6.1	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-06	2.25	3.792	8.943	0.503	0.630	4.631	0.209	21.171	0.227	6.1	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-06	2.75	3.821	8.930	0.505	0.633	4.472	0.198	20.890	0.231	6.1	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-06	3.25	3.838	8.921	0.506	0.636	4.385	0.193	20.730	0.233	6.1	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-06	3.75	3.848	8.913	0.508	0.639	4.343	0.191	20.646	0.234	6.1	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-06	4.50	3.858	8.905	0.509	0.642	4.315	0.190	20.584	0.234	6.1	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-06	5.50	3.867	8.892	0.512	0.647	4.317	0.194	20.564	0.234	6.1	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-06	6.50	3.882	8.883	0.509	0.638	4.107	0.174	20.217	0.233	6.1	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-06	7.50	3.902	8.870	0.508	0.634	3.918	0.159	19.897	0.233	6.1	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-06	8.50	3.927	8.857	0.507	0.632	3.725	0.146	19.562	0.233	6.1	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-06	9.50	3.952	8.850	0.507	0.630	3.542	0.134	19.240	0.235	6.1	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-06	17.50	3.991	8.622	0.521	0.638	3.552	0.115	18.967	0.235	6.1	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-06	18.00	3.991	8.622	0.521	0.638	3.552	0.115	18.967	0.235	6.1	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-07	0.00	3.457	9.046	0.490	0.602	6.540	0.349	24.350	0.177	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-07	0.25	3.457	9.046	0.490	0.602	6.540	0.349	24.350	0.177	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-07	0.75	3.455	9.046	0.490	0.606	6.549	0.347	24.437	0.180	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-07	1.25	3.592	9.001	0.496	0.617	5.816	0.293	23.179	0.194	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-07	1.75	3.687	8.967	0.500	0.625	5.305	0.256	22.297	0.205	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-07	2.25	3.751	8.942	0.504	0.631	4.952	0.231	21.686	0.213	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-07	2.75	3.794	8.923	0.506	0.636	4.720	0.215	21.279	0.218	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-07	3.25	3.823	8.907	0.509	0.640	4.568	0.205	21.010	0.221	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-07	3.75	3.843	8.895	0.510	0.644	4.470	0.199	20.830	0.223	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-07	4.50	3.864	8.881	0.513	0.648	4.373	0.195	20.651	0.224	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-07	5.50	3.885	8.864	0.515	0.653	4.285	0.192	20.481	0.225	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-07	6.50	3.910	8.857	0.512	0.643	3.984	0.165	19.984	0.225	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-07	7.50	3.934	8.850	0.510	0.637	3.752	0.147	19.591	0.225	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-07	8.50	3.955	8.846	0.509	0.633	3.569	0.135	19.271	0.226	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-07	9.50	3.971	8.846	0.509	0.630	3.435	0.127	19.027	0.227	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-07	17.50	3.989	8.630	0.526	0.642	3.665	0.117	19.082	0.224	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-07	18.00	3.989	8.630	0.526	0.642	3.665	0.117	19.082	0.224	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-08	0.00	3.412	9.047	0.490	0.601	6.847	0.372	24.831	0.164	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-08	0.25	3.412	9.047	0.490	0.601	6.847	0.372	24.831	0.164	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-08	0.75	3.410	9.047	0.490	0.605	6.851	0.369	24.907	0.167	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-08	1.25	3.550	9.000	0.496	0.617	6.114	0.314	23.642	0.181	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-08	1.75	3.652	8.963	0.501	0.626	5.570	0.274	22.706	0.191	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-08	2.25	3.726	8.934	0.505	0.633	5.170	0.246	22.013	0.199	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-08	2.75	3.779	8.911	0.508	0.639	4.885	0.226	21.518	0.205	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-08	3.25	3.817	8.892	0.511	0.644	4.681	0.213	21.161	0.209	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-08	3.75	3.845	8.877	0.513	0.648	4.534	0.204	20.901	0.212	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-08	4.50	3.874	8.861	0.515	0.652	4.379	0.195	20.627	0.214	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-08	5.50	3.903	8.845	0.518	0.657	4.232	0.188	20.360	0.216	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-08	6.50	3.931	8.841	0.514	0.646	3.900	0.160	19.815	0.217	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
SE600740-183460	1985-01-08	7.50	3.952	8.838	0.512	0.639	3.673	0.142	19.431	0.217	6.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE600740-183460	
