TYPE_AREA_NUMBER	TYPE_AREA_SUFFIX	EU_CD	BASIN_NUMBER	HID	NAME	CENTER_LAT	CENTER_LON	URL_VISS
1	n	SE584750-111185	150019.0	584750-111185	Stridsfjorden	"58° 47' 35,038"""	"11° 12' 10,004"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584750-111185
1	n	SE584725-111050	150020.0	584725-111050	Lindöfjorden sek namn	"58° 45' 38,066"""	"11° 11' 3,915"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584725-111050
1	n	SE584670-111300	150021.0	584670-111300	Tanumskilen	"58° 46' 9,522"""	"11° 13' 40,168"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584670-111300
1	n	SE584450-111445	150022.0	584450-111445	Sannäsfjorden sek namn	"58° 44' 52,435"""	"11° 12' 5,830"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584450-111445
1	n	SE584400-116000	150023.0	584400-116000	n Långebyområdet	"58° 44' 28,227"""	"11° 9' 23,179"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584400-116000
1	n	SE584363-110971	150024.0	584363-110971	s Långebyområdet	"58° 42' 5,765"""	"11° 11' 55,580"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584363-110971
1	n	SE584030-111400	150025.0	584030-111400	Grebbestad inre skärgård	"58° 39' 49,802"""	"11° 12' 50,463"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584030-111400
3		SE583450-110750	150026.0	583450-110750	Väderöfjorden	"58° 34' 41,891"""	"11° 7' 20,041"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE583450-110750
1	n	SE583625-111300	150027.0	583625-111300	Fjällbacka yttre skärgård	"58° 33' 12,483"""	"11° 11' 27,375"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE583625-111300
1	n	SE583710-111535	150028.0	583710-111535	Fjällbacka inre skärgård	"58° 34' 43,438"""	"11° 17' 39,872"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE583710-111535
3		SE582700-110451	150029.0	582700-110451	Sotefjorden	"58° 27' 55,434"""	"11° 9' 13,875"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582700-110451
1	n	SE583160-111551	150030.0	583160-111551	Hamburgsundsområdet	"58° 31' 37,675"""	"11° 15' 40,677"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE583160-111551
1	n	SE583050-110650	150031.0	583050-110650	Heestrand området	"58° 30' 34,680"""	"11° 16' 30,150"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE583050-110650
1	n	SE582850-111760	150032.0	582850-111760	Bottnefjorden	"58° 28' 41,308"""	"11° 18' 30,893"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582850-111760
1	n	SE582665-111706	150033.0	582665-111706	Hunnebostrand skärgård	"58° 26' 27,017"""	"11° 17' 2,098"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582665-111706
1	n	SE582420-111370	150034.0	582420-111370	Haby bukt	"58° 24' 13,829"""	"11° 14' 2,612"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582420-111370
1	n	SE582302-111451	150035.0	582302-111451	Kungshamn n skärgård	"58° 22' 55,983"""	"11° 14' 29,914"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582302-111451
3		SE580500-111801	150036.0	580500-111801	M Bohusläns skärgårds kustvatten	"58° 14' 9,892"""	"11° 17' 42,274"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580500-111801
1	n	SE582147-111771	150037.0	582147-111771	Kungshamn s skärgård	"58° 20' 50,636"""	"11° 14' 16,561"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582147-111771
1	n	SE582210-111880	150038.0	582210-111880	Hovenäset området	"58° 21' 41,252"""	"11° 18' 40,451"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582210-111880
1	n	SE582230-112255	150039.0	582230-112255	Åbyfjorden	"58° 24' 1,188"""	"11° 24' 6,851"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582230-112255
1	n	SE582040-112157	150040.0	582040-112157	Slaholmen området	"58° 20' 39,810"""	"11° 21' 55,529"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582040-112157
1	n	SE582000-112350	150041.0	582000-112350	Yttre Brofjorden	"58° 19' 59,572"""	"11° 23' 15,560"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582000-112350
2		SE582150-112530	150042.0	582150-112530	Brofjorden	"58° 21' 30,476"""	"11° 25' 53,660"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582150-112530
1	n	SE581748-112411	150043.0	581748-112411	Saltö fjord	"58° 16' 38,697"""	"11° 23' 44,340"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581748-112411
1	n	SE581853-112736	150044.0	581853-112736	Trälebergskile	"58° 18' 45,428"""	"11° 27' 43,166"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581853-112736
2		SE582630-113515	150045.0	582630-113515	Färlevfjorden	"58° 27' 2,508"""	"11° 34' 56,435"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582630-113515
2		SE582500-113890	150046.0	582500-113890	Saltkällefjorden	"58° 25' 25,032"""	"11° 39' 44,039"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582500-113890
2		SE581700-113000	150047.0	581700-113000	Gullmarn centralbassäng	"58° 18' 19,072"""	"11° 31' 39,651"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581700-113000
2		SE581570-113040	150048.0	581570-113040	Getevikssund	"58° 15' 48,953"""	"11° 30' 30,367"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581570-113040
1	n	SE581338-112332	150049.0	581338-112332	Grundsundsområdet	"58° 13' 25,082"""	"11° 23' 21,755"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581338-112332
2		SE582000-115270	150050.0	582000-115270	Byfjorden	"58° 20' 7,582"""	"11° 52' 40,270"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582000-115270
2		SE581740-114820	150051.0	581740-114820	Havstensfjorden	"58° 18' 31,061"""	"11° 44' 17,935"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581740-114820
2		SE581540-114000	150052.0	581540-114000	Kalvöfjord	"58° 16' 33,249"""	"11° 40' 22,110"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581540-114000
2		SE581520-113750	150053.0	581520-113750	Borgilefjorden	"58° 15' 22,499"""	"11° 38' 4,095"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581520-113750
2		SE581450-113140	150054.0	581450-113140	Nordströmmarna	"58° 14' 20,866"""	"11° 31' 32,312"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581450-113140
2		SE581260-113220	150055.0	581260-113220	Koljö fjord	"58° 13' 38,400"""	"11° 33' 32,843"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581260-113220
2		SE581365-112910	150056.0	581365-112910	Snäckedjupet	"58° 14' 11,429"""	"11° 29' 26,148"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581365-112910
2		SE581200-112960	150057.0	581200-112960	Malö Strömmar	"58° 12' 8,951"""	"11° 29' 33,311"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581200-112960
2		SE581120-112680	150058.0	581120-112680	Ellösefjorden	"58° 10' 56,546"""	"11° 26' 4,345"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581120-112680
2		SE581260-115280	150059.0	581260-115280	Ljungs kile	"58° 13' 8,264"""	"11° 54' 6,830"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581260-115280
1	n	SE580765-112501	150060.0	580765-112501	n Käringöfjorden inre skärgård	"58° 8' 3,884"""	"11° 23' 18,705"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580765-112501
1	n	SE580530-112700	150061.0	580530-112700	s Käringöfjorden inre skärgård	"58° 6' 36,875"""	"11° 26' 56,583"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580530-112700
3		SE580550-112460	150062.0	580550-112460	Käringöfjorden	"58° 6' 4,475"""	"11° 23' 6,235"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580550-112460
1	n	SE580650-113000	150063.0	580650-113000	Boxvike kile	"58° 6' 42,759"""	"11° 29' 26,074"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580650-113000
1	n	SE580500-112970	150064.0	580500-112970	Lyresund	"58° 5' 53,592"""	"11° 30' 54,291"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580500-112970
1	n	SE580610-113615	150065.0	580610-113615	Kalvöfjorden	"58° 6' 45,986"""	"11° 36' 27,507"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580610-113615
2		SE580688-114860	150066.0	580688-114860	Halsefjorden	"58° 6' 58,484"""	"11° 47' 23,111"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580688-114860
1	n	SE580860-114560	150067.0	580860-114560	Tången området	"58° 5' 4,880"""	"11° 27' 18,857"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580860-114560
3		SE580240-112501	150068.0	580240-112501	Mollöfjorden	"58° 2' 16,440"""	"11° 23' 34,889"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580240-112501
1	n	SE580338-112901	150069.0	580338-112901	Kråke fjord	"58° 2' 39,106"""	"11° 29' 20,571"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580338-112901
1	n	SE580325-113500	150070.0	580325-113500	Stigfjorden	"58° 4' 47,551"""	"11° 36' 52,448"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580325-113500
2		SE580500-114725	150071.0	580500-114725	Askeröfjorden	"58° 4' 14,019"""	"11° 47' 49,206"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580500-114725
3		SE575760-112671	150072.0	575760-112671	Hjärteröfjorden	"57° 56' 32,854"""	"11° 26' 45,671"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575760-112671
1	n	SE580025-113168	150073.0	580025-113168	Skärhamnområdet	"57° 59' 54,604"""	"11° 30' 25,816"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580025-113168
1	n	SE575747-113237	150074.0	575747-113237	Klädesholmenområdet	"57° 57' 15,782"""	"11° 32' 48,797"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575747-113237
3		SE575340-113000	150075.0	575340-113000	Marstrandsfjorden	"57° 53' 56,313"""	"11° 32' 10,660"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575340-113000
2		SE575700-114240	150076.0	575700-114240	Hake fjord	"57° 58' 45,686"""	"11° 44' 0,174"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575700-114240
1	n	SE575500-113750	150077.0	575500-113750	Älgöfjorden	"57° 54' 35,163"""	"11° 43' 58,137"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575500-113750
4		SE574931-113131	150078.0	574931-113131	Göteborgs n n skärgårds kustvatten	"57° 49' 19,171"""	"11° 30' 52,580"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE574931-113131
1	s	SE574870-113795	150079.0	574870-113795	Sälö fjord	"57° 48' 14,649"""	"11° 37' 32,131"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE574870-113795
4		SE574160-113351	150080.0	574160-113351	Göteborgs n skärgårds kustvatten	"57° 43' 3,163"""	"11° 34' 27,034"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE574160-113351
1	s	SE574630-113940	150081.0	574630-113940	Källö fjord	"57° 45' 56,671"""	"11° 38' 59,923"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE574630-113940
25		SE574650-114360	150082.0	574650-114360	Nordre Älvs fjord	"57° 46' 14,431"""	"11° 44' 38,972"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE574650-114360
1	s	SE574330-114000	150083.0	574330-114000	Stora Kalvsund	"57° 41' 22,947"""	"11° 40' 36,552"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE574330-114000
1	s	SE574370-114250	150084.0	574370-114250	Björköfjorden	"57° 43' 4,162"""	"11° 42' 0,105"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE574370-114250
1	s	SE574000-114230	150085.0	574000-114230	Dana fjord	"57° 40' 4,500"""	"11° 43' 3,519"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE574000-114230
4		SE573300-113801	150087.0	573300-113801	Göteborgs s skärgårds kustvatten	"57° 34' 57,023"""	"11° 40' 52,225"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573300-113801
1	s	SE573797-114618	150088.0	573797-114618	Brännö- Styrsöområdet	"57° 37' 43,932"""	"11° 47' 17,731"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573797-114618
1	s	SE573860-115000	150089.0	573860-115000	Asperöfjorden sek namn	"57° 38' 22,885"""	"11° 50' 4,636"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573860-115000
1	s	SE573657-114572	150090.0	573657-114572	Halsviken	"57° 36' 25,709"""	"11° 45' 37,067"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573657-114572
1	s	SE573547-114617	150091.0	573547-114617	Styrsö- Vrångöområdet	"57° 34' 43,273"""	"11° 45' 34,680"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573547-114617
1	s	SE573500-115150	150092.0	573500-115150	Askims fjord	"57° 34' 13,083"""	"11° 49' 29,481"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573500-115150
4		SE572540-114801	150093.0	572540-114801	Onsala kustvatten	"57° 26' 13,930"""	"11° 50' 7,000"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE572540-114801
1	s	SE573322-115478	150094.0	573322-115478	Kräklingeområdet	"57° 33' 14,232"""	"11° 54' 46,915"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573322-115478
1	s	SE573173-115587	150095.0	573173-115587	Maleviken	"57° 31' 44,226"""	"11° 55' 51,281"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573173-115587
1	s	SE573100-115580	150096.0	573100-115580	Skörvallaviken	"57° 30' 49,203"""	"11° 56' 7,329"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573100-115580
1	s	SE573044-115355	150097.0	573044-115355	Risö-Säröarkipelagen	"57° 30' 1,226"""	"11° 54' 0,439"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573044-115355
1	s	SE572980-115576	150098.0	572980-115576	Stallviken	"57° 29' 40,409"""	"11° 56' 17,445"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE572980-115576
1	s	SE572838-115515	150099.0	572838-115515	Låddholmsviken	"57° 28' 25,443"""	"11° 55' 36,832"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE572838-115515
1	s	SE572308-115550	150100.0	572308-115550	Öckerösund	"57° 23' 8,340"""	"11° 56' 3,088"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE572308-115550
1	s	SE572227-115662	150101.0	572227-115662	Kyrkefjälls sund	"57° 22' 20,619"""	"11° 56' 44,722"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE572227-115662
1	s	SE572072-115880	150102.0	572072-115880	Varren	"57° 21' 14,814"""	"11° 58' 47,852"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE572072-115880
4		SE570000-120701	150103.0	570000-120701	N m Hallands kustvatten	"57° 16' 25,239"""	"11° 58' 50,215"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE570000-120701
1	s	SE572135-120141	150104.0	572135-120141	Yttre Kungsbackafjorden	"57° 22' 17,173"""	"12° 1' 59,102"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE572135-120141
1	s	SE572472-120302	150105.0	572472-120302	Inre Kungsbackafjorden	"57° 25' 28,374"""	"12° 5' 26,819"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE572472-120302
1	s	SE571720-120640	150106.0	571720-120640	Vändelsöarkipelagen	"57° 16' 56,587"""	"12° 5' 54,122"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE571720-120640
1	s	SE571240-121000	150107.0	571240-121000	Klosterfjorden	"57° 12' 50,330"""	"12° 11' 42,457"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE571240-121000
1	s	SE570900-121060	150108.0	570900-121060	Balgöarkipelagen	"57° 8' 42,553"""	"12° 9' 46,466"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE570900-121060
5		SE564500-122601	150109.0	629766-350042	S m Hallands kustvatten	"56° 47' 55,306"""	"12° 32' 39,940"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE564500-122601
5		SE563000-123351	150110.0	563000-123351	Laholmsbuktens kustvatten	"56° 31' 32,621"""	"12° 38' 33,283"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE563000-123351
5		SE563330-124600	150111.0	626894-366400	Laholmsbukten	"56° 32' 44,993"""	"12° 49' 37,015"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE563330-124600
5		SE562450-122751	150112.0	562450-122751	Skäldervikens kustvatten	"56° 22' 57,356"""	"12° 30' 52,204"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE562450-122751
5		SE562000-123800	150113.0	562000-123800	Skälderviken	"56° 18' 24,268"""	"12° 39' 38,679"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE562000-123800
		SE732081-888706	110015.0	732081-888706	Bodöfjärden	"65° 45' 49,680"""	"23° 32' 58,580"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE732081-888706
		SE731175-867144	110020.0	731175-867144	Storöfjärden	"65° 42' 58,360"""	"23° 1' 4,752"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE731175-867144
		SE732410-884539	110119.0	732410-884539	Kroksfjärden	"65° 48' 20,180"""	"23° 25' 43,729"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE732410-884539
		SE731734-867204	110120.0	731729-867260	Slumpfjärden	"65° 46' 0,893"""	"23° 1' 59,191"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE731734-867204
		SE561400-161201	143001.0	561400-161201	S Kalmarsunds utsjövatten	"56° 17' 45,831"""	"16° 14' 10,916"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE561400-161201
		NO591760-105425	150001.0	591760-105425	N n Bohusläns skärgårds kustvatten_no	"59° 2' 21,032"""	"10° 50' 31,790"""	
		NO591045-111030	150002.0	591045-111030	Skjebergkilen_no	"59° 10' 49,997"""	"11° 10' 20,301"""	
		SE0101010301-C	150003.0	655178-278769	Singlefjorden	"59° 4' 16,708"""	"11° 8' 10,636"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590670-111380
		SE0101010203-C	150004.0	655601-284375	Inre Singlefjorden	"59° 5' 30,077"""	"11° 14' 32,930"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=NO0101010203-C
		SE0101010202-C	150005.0	655349-292599	Idefjorden	"59° 4' 24,866"""	"11° 22' 56,006"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590860-113810
		SE0101010201-C	150007.0	654532-296211	Inre Idefjorden	"58° 59' 51,369"""	"11° 27' 27,087"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590020-114520
		SE639762-309800	150086.0	639762-309800	Rivö fjord	"57° 40' 15,502"""	"11° 47' 35,316"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE639762-309800
		SE639567-310597	150114.0	639567-310597	Rivö fjord syd	"57° 39' 48,415"""	"11° 49' 29,192"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE639567-310597
