WATER_BODY_NAME	Vattendist	OMRTYP	DATUM	OLD_HID	TYP_NFS06	HID	DIST_CD	VISS_EU_CD	WATER_DISTRICT_CODE	COUNTRY	TYPE_AREA_CODE	TYPE_AREA_NO	Shape_Leng	Shape_Area
S. Seskaröfjärden sek namn	1	2	2006-12-31		23	654100-234100	SE1	SE654100-234100	SE1	SE	23	23	108577.454	201966955.7
Båtöfjärden	1	2	2006-12-31		22	654110-224850	SE1	SE654110-224850	SE1	SE	22	22	60805.19025	45790846.49
Tistersöfjärden	1	2	2006-12-31		22	654200-222920	SE1	SE654200-222920	SE1	SE	22	22	22594.66892	25598650.02
Fjuksöfjärden	1	2	2006-12-31		22	653900-223280	SE1	SE653900-223280	SE1	SE	22	22	44114.24039	46121769.89
Hamnöfjärden	1	2	2006-12-31		22	653740-222800	SE1	SE653740-222800	SE1	SE	22	22	24283.61669	16472741.64
Degeröfjärden	1	2	2006-12-31		22	653140-224000	SE1	SE653140-224000	SE1	SE	22	22	43091.0017	26730886.3
Eknösundet	3	2	2006-12-31		12	591905-185275	SE3	SE591905-185275	SE3	SE	12n	12	15493.83605	4526127.042
Saxskärsfjärden	1	2	2006-12-31		22	653116-224623	SE1	SE653116-224623	SE1	SE	22	22	28308.59267	23604007.8
Bastaskärsfjärden	1	2	2006-12-31		22	652855-224000	SE1	SE652855-224000	SE1	SE	22	22	38344.55486	27217293.25
Västantillfjärden	1	2	2006-12-31		22	652830-222116	SE1	SE652830-222116	SE1	SE	22	22	38715.76917	24005936.03
Sandgrönnfjärden	1	2	2006-12-31		22	652450-222116	SE1	SE652450-222116	SE1	SE	22	22	41144.83351	47015893.71
Öregrunds kustvatten	3	2	2006-12-31		17	603870-181301	SE3	SE603870-181301	SE3	SE	17	17	395472.6058	643839192.8
Gällfjärden	3	2	2006-12-31		16	602400-183190	SE3	SE602400-183190	SE3	SE	16	16	65611.62311	26035739.83
Norrfjärden	3	2	2006-12-31		16	601300-184180	SE3	SE601300-184180	SE3	SE	16	16	32790.71367	13188041.18
Havssvalget	3	2	2006-12-31		15	594845-191240	SE3	SE594845-191240	SE3	SE	15	15	40604.89912	33056831.48
Stockholms skärgårds s n	3	2	2006-12-31		15	594000-193501	SE3	SE594000-193501	SE3	SE	15	15	53953.80419	64657791.3
Uddjupet	3	2	2006-12-31		15	593760-192625	SE3	SE593760-192625	SE3	SE	15	15	71276.62224	136064330.6
Gräsköfjärden	3	2	2006-12-31		12	594000-190500	SE3	SE594000-190500	SE3	SE	12n	12	61536.05019	51971656.3
Nåtfjärden	3	2	2006-12-31		15	593860-192000	SE3	SE593860-192000	SE3	SE	15	15	51561.55192	28128743.11
Blidösund	3	2	2006-12-31		12	593820-185500	SE3	SE593820-185500	SE3	SE	12n	12	33899.38652	5946411.917
Stenfjärden	3	2	2006-12-31		15	593500-193255	SE3	SE593500-193255	SE3	SE	15	15	54990.93436	66584388.43
Stockholms skärgårds m kustvatten	3	2	2006-12-31		15	592100-192001	SE3	SE592100-192001	SE3	SE	15	15	302916.7686	505426030.4
Nö Kobbfjärden sek namn	3	2	2006-12-31		15	593500-191660	SE3	SE593500-191660	SE3	SE	15	15	74012.72138	58974427.47
Lökharfjärden	3	2	2006-12-31		15	593330-192540	SE3	SE593330-192540	SE3	SE	15	15	43359.4868	42168710.33
Skatfjärden	3	2	2006-12-31		12	593460-184890	SE3	SE593460-184890	SE3	SE	12n	12	95745.60201	26424452.7
Kobbfjärden	3	2	2006-12-31		15	593180-191280	SE3	SE593180-191280	SE3	SE	15	15	38543.32344	44102630.58
Högfjärden	3	2	2006-12-31		15	593000-193000	SE3	SE593000-193000	SE3	SE	15	15	86921.98014	146720372.4
Ormskärsfjärden sek namn	3	2	2006-12-31		15	593000-192000	SE3	SE593000-192000	SE3	SE	15	15	91464.88446	87730227.21
Gälnan	3	2	2006-12-31		12	593080-184500	SE3	SE593080-184500	SE3	SE	12n	12	99152.32632	53297738.37
Östra Saxarfjärden	3	2	2006-12-31		12	592790-183000	SE3	SE592790-183000	SE3	SE	12n	12	79050.81561	31128303.17
Björkskärsfjärden	3	2	2006-12-31		15	592000-190500	SE3	SE592000-190500	SE3	SE	15	15	184303.6118	222173197
Gillögafjärden	3	2	2006-12-31		15	592500-191750	SE3	SE592500-191750	SE3	SE	15	15	81877.12599	88121532.64
Möja västerfjärd	3	2	2006-12-31		12	592500-185000	SE3	SE592500-185000	SE3	SE	12n	12	51178.53798	25807001.55
Lindalssundet	3	2	2006-12-31		12	592547-182720	SE3	SE592547-182720	SE3	SE	12n	12	13576.15415	2674147.567
Skagsfjärden	3	2	2006-12-31		12	592400-184400	SE3	SE592400-184400	SE3	SE	12n	12	109661.3173	24515814.63
Kodjupet	3	1	2006-12-31		24	592515-182020	SE3	SE592515-182020	SE3	SE	24	24	8289.051526	1091151.625
Möja söderfjärd	3	2	2006-12-31		12	592090-185125	SE3	SE592090-185125	SE3	SE	12n	12	98732.47371	34568395.81
Norra Vaxholmsfjärden	3	1	2006-12-31		24	592468-182000	SE3	SE592468-182000	SE3	SE	24	24	14862.43231	2655923.166
Sandöfjärden	3	2	2006-12-31		12	592280-183550	SE3	SE592280-183550	SE3	SE	12n	12	42138.16711	14010920.18
Rindösundet	3	1	2006-12-31		24	592435-182400	SE3	SE592435-182400	SE3	SE	24	24	6810.422017	772809.2831
Solöfjärden	3	1	2006-12-31		24	592315-182620	SE3	SE592315-182620	SE3	SE	24	24	33883.34137	6681326.405
Torsbyfjärden	3	1	2006-12-31		24	592135-182700	SE3	SE592135-182700	SE3	SE	24	24	42393.08949	12252383.51
Rödkobbsfjärden	3	2	2006-12-31		15	591910-185600	SE3	SE591910-185600	SE3	SE	15	15	24940.85411	11874661.46
Nämdöfjärden	3	2	2006-12-31		12	591200-183600	SE3	SE591200-183600	SE3	SE	12n	12	153869.2937	71587073.24
Getholmsfjärden sek namn	3	2	2006-12-31		15	591790-185500	SE3	SE591790-185500	SE3	SE	15	15	23612.50178	5821119.278
Kolström	3	2	2006-12-31		12	591745-182250	SE3	SE591745-182250	SE3	SE	12n	12	10008.45055	744092.0147
Våmfjärden	3	2	2006-12-31		12	591655-183530	SE3	SE591655-183530	SE3	SE	12n	12	7431.028658	1563603.781
Kalkkobbsfjärden	3	2	2006-12-31		12	591330-184225	SE3	SE591330-184225	SE3	SE	12n	12	17321.08673	7364501.082
Björnöfjärden	3	2	2006-12-31		12	591400-183200	SE3	SE591400-183200	SE3	SE	12n	12	15976.96184	1560737.875
Bulleröfjärden	3	2	2006-12-31		15	591175-185000	SE3	SE591175-185000	SE3	SE	15	15	44497.32749	24402671.36
Norrfjärden	3	2	2006-12-31		12	590730-183763	SE3	SE590730-183763	SE3	SE	12n	12	133322.5695	66732354.55
Biskopsfjärden	3	2	2006-12-31		15	590665-184210	SE3	SE590665-184210	SE3	SE	15	15	107957.004	50773947.93
Hanstensfjärden	3	2	2006-12-31		12	590000-183000	SE3	SE590000-183000	SE3	SE	12n	12	174245.0158	78271975.19
Norstensfjärden	3	2	2006-12-31		15	590148-183625	SE3	SE590148-183625	SE3	SE	15	15	75793.32497	57872133.15
Kärrfjärden	4	2	2006-12-31		12	582050-165820	SE4	SE582050-165820	SE4	SE	12s	12	156628.714	62554337.42
Håsköfjärden sek namn	4	2	2006-12-31		12	581660-165710	SE4	SE581660-165710	SE4	SE	12s	12	57666.72237	18086962.7
N Kosterfjorden	5	2	2006-12-31		3	585400-110400	SE5	SE585400-110400	SE5	SE	3	3	47248.09985	25183069.62
Stockholms skärgårds s kustvatten	3	2	2006-12-31		14	585350-182001	SE3	SE585350-182001	SE3	SE	14	14	231891.5724	531299945.7
N Yttre Tjärnöarkipelage	5	2	2006-12-31		1	585290-110830	SE5	SE585290-110830	SE5	SE	1n	1	31508.40361	3908361.687
S Kosterfjorden	5	2	2006-12-31		3	585100-110600	SE5	SE585100-110600	SE5	SE	3	3	39700.10143	29117718.08
Flo	5	2	2006-12-31		1	585160-110880	SE5	SE585160-110880	SE5	SE	1n	1	11520.69874	2979693.496
M n Bohusläns skärgårds kustvatten	5	2	2006-12-31		3	584200-105901	SE5	SE584200-105901	SE5	SE	3	3	179793.4167	349197404.3
Asköfjärden	3	2	2006-12-31	<Null>	12	584870-174310	SE3	SE584870-174310	SE3	SE	12n	12	40589.69724	27106202.45
Konabbsfjärden	3	2	2006-12-31		12	584840-175400	SE3	SE584840-175400	SE3	SE	12n	12	18319.79301	8785141.398
S Konabbsfjärden sek namn	3	2	2006-12-31		12	584695-175315	SE3	SE584695-175315	SE3	SE	12n	12	18786.85241	8590692.833
Bergöområdet	3	2	2006-12-31		12	584333-172895	SE3	SE584333-172895	SE3	SE	12n	12	16419.09151	2610047.676
Kränkfjärden sek namn	3	2	2006-12-31		14	583720-172571	SE3	SE583720-172571	SE3	SE	14	14	122084.8087	274332974.7
Fjällbacka yttre skärgård	5	2	2006-12-31		1	583625-111300	SE5	SE583625-111300	SE5	SE	1n	1	106320.1113	30489989.13
Väderöfjorden	5	2	2006-12-31		3	583450-110750	SE5	SE583450-110750	SE5	SE	3	3	33960.46524	41389682.6
St Anna skärgårds kustvatten	4	2	2006-12-31		14	581900-171101	SE4	SE581900-171101	SE4	SE	14	14	97225.67811	204533313.3
Aspöfjärden	4	2	2006-12-31		12	582600-165680	SE4	SE582600-165680	SE4	SE	12s	12	64570.69246	23889893.62
Gotskasandöns v kustvatten	4	2	2006-12-31		10	582200-191201	SE4	SE582200-191201	SE4	SE	10	10	35985.70318	30480394.83
Gotskasandöns n kustvatten	4	2	2006-12-31		10	582350-191651	SE4	SE582350-191651	SE4	SE	10	10	16859.52829	12471443.65
Gotskasandöns s kustvatten	4	2	2006-12-31		10	582150-191901	SE4	SE582150-191901	SE4	SE	10	10	20718.23033	16297196.64
Hålfjärden	4	2	2006-12-31		12	582055-165230	SE4	SE582055-165230	SE4	SE	12s	12	38517.70266	10463124.12
Finnfjärden	4	2	2006-12-31		12	581820-165500	SE4	SE581820-165500	SE4	SE	12s	12	56601.71803	21741082.25
Kullskärsdjupet	4	2	2006-12-31		12	581800-170000	SE4	SE581800-170000	SE4	SE	12s	12	32052.52642	13070194.38
Gryts skärgårds kustvatten	4	2	2006-12-31		14	580950-170601	SE4	SE580950-170601	SE4	SE	14	14	61519.82355	114708173.1
Snäckedjupet	5	2	2006-12-31		2	581365-112910	SE5	SE581365-112910	SE5	SE	2	2	15700.80521	2090699.816
Turmulefjärden	4	2	2006-12-31		12	581740-170260	SE4	SE581740-170260	SE4	SE	12s	12	41477.02294	19850340.75
Grundsundsområdet	5	2	2006-12-31		1	581338-112332	SE5	SE581338-112332	SE5	SE	1n	1	10157.50412	2221164.318
Ytteröområdet	4	2	2006-12-31		12	581280-170070	SE4	SE581280-170070	SE4	SE	12s	12	101856.2918	52576598.56
Käringöfjorden	5	2	2006-12-31		3	580550-112460	SE5	SE580550-112460	SE5	SE	3	3	36699.74157	23867836.14
Mollöfjorden	5	2	2006-12-31		3	580240-112501	SE5	SE580240-112501	SE5	SE	3	3	51488.63972	76932498.75
Valdemarsviks kustvatten	4	2	2006-12-31		14	580380-170001	SE4	SE580380-170001	SE4	SE	14	14	66465.48949	153988270
Hjärteröfjorden	5	2	2006-12-31		3	575760-112671	SE5	SE575760-112671	SE5	SE	3	3	63098.83204	102749690.1
Ajkesvik	4	2	2006-12-31		10	575920-191650	SE4	SE575920-191650	SE4	SE	10	10	14024.44177	10241170.27
Erskärområdet sek namn	4	2	2006-12-31		12	575782-165143	SE4	SE575782-165143	SE4	SE	12s	12	59231.31713	25684908.71
Sudersandsviken	4	2	2006-12-31		10	575620-191550	SE4	SE575620-191550	SE4	SE	10	10	13211.2283	11541945.77
Kyrkviken	4	2	2006-12-31		10	575480-191200	SE4	SE575480-191200	SE4	SE	10	10	18529.78934	16217738.62
Göteborgs n n skärgårds kustvatten	5	2	2006-12-31		4	574931-113131	SE5	SE574931-113131	SE5	SE	4	4	54156.48694	73138751.5
Västerviks kustvatten	4	2	2006-12-31		14	574450-165451	SE4	SE574450-165451	SE4	SE	14	14	94926.45362	174440106.6
Källö fjord	5	2	2006-12-31		1	574630-113940	SE5	SE574630-113940	SE5	SE	1s	1	20353.2512	8625809.61
Torröfjärden sek namn	4	2	2006-12-31		12	574750-164500	SE4	SE574750-164500	SE4	SE	12s	12	50253.09539	16239937.18
Misterhults skärgårds kustvatten	4	2	2006-12-31		14	573150-165001	SE4	SE573150-165001	SE4	SE	14	14	63975.92417	90113991.89
Halsviken	5	2	2006-12-31		1	573657-114572	SE5	SE573657-114572	SE5	SE	1s	1	6542.157399	794390.1573
Stora Hökhallen	4	2	2006-12-31		12	573860-164725	SE4	SE573860-164725	SE4	SE	12s	12	25392.403	26602682.54
Styrsö- Vrångöområdet	5	2	2006-12-31		1	573547-114617	SE5	SE573547-114617	SE5	SE	1s	1	24472.63913	4892562.665
Taktöområdet sek namn	4	2	2006-12-31		8	570730-163715	SE4	SE570730-163715	SE4	SE	8	8	25523.1967	14653180.47
Tärnöfjärden sek namn	4	2	2006-12-31		8	560790-145850	SE4	SE560790-145850	SE4	SE	8	8	22190.98671	5351843.093
Gåsefjärden	4	2	2006-12-31		8	560500-154435	SE4	SE560500-154435	SE4	SE	8	8	50246.47639	15586020.21
Kållafjärden	4	2	2006-12-31		8	560385-154500	SE4	SE560385-154500	SE4	SE	8	8	28256.76757	8057054.424
Djupfjärden sek namn	4	2	2006-12-31		8	560290-154710	SE4	SE560290-154710	SE4	SE	8	8	21914.30793	6614190.907
Del av S Ålands havs utsjövatten	0	3	2007-01-01		0	594211-193824	SE0	SE594211-193824	SE0	SE	0	0	65193.39755	197127060.6
Del av N Gotlandshavets utsjövatten	0	3	2007-01-01		0	591454-192215	SE0	SE591454-192215	SE0	SE	0	0	247479.079	2044903444
Del av N Gotlandshavets utsjövatten	0	3	2007-01-01		0	582950-192156	SE0	SE582950-192156	SE0	SE	0	0	79264.08929	389919314.3
Del av V Gotlandshavets utsjövatten	0	3	2007-01-01		0	574755-181120	SE0	SE574755-181120	SE0	SE	0	0	572895.5036	4998412179
Del av Ö Gotlandshavets utsjövatten	0	3	2007-01-01		0	573224-190746	SE0	SE573224-190746	SE0	SE	0	0	482768.1424	4379077972
Del av Skagerraks utsjövatten	0	3	2007-01-01		0	582008-105731	SE0	SE582008-105731	SE0	SE	0	0	284131.1588	2476970169
Del av n Kattegatts utsjövatten	0	3	2013-02-28		0	570714-115613	SE0	SE570714-115613	SE0	SE	0	0	274628.6651	1779339997
Del av Bottenhavets utsjövatten	0	3	2007-01-01		0	603634-183531	SE0	SE603634-183531	SE0	SE	0	0	200574.7373	1417295969
Del av V Gotlandshavets utsjövatten	0	3	2007-01-01		0	583649-180707	SE0	SE583649-180707	SE0	SE	0	0	227561.0544	1908535869
Del av V Gotlandshavets utsjövatten	0	3	2007-01-01		0	580109-171030	SE0	SE580109-171030	SE0	SE	0	0	612399.0783	5693939965
Göteborgs n skärgårds kustvatten	5	2	2006-12-31		4	574160-113351	SE5	SE574160-113351	SE5	SE	4	4	103921.8981	114158769.4
Stora Kalvsund	5	2	2006-12-31		1	574330-114000	SE5	SE574330-114000	SE5	SE	1s	1	27779.10913	7401466.906
Göteborgs s skärgårds kustvatten	5	2	2006-12-31		4	573300-113801	SE5	SE573300-113801	SE5	SE	4	4	87208.25421	131324615.8
Brännö- Styrsöområdet	5	2	2006-12-31		1	573797-114618	SE5	SE573797-114618	SE5	SE	1s	1	35885.35439	6368311.336
Omnefjärden	2	2	2006-12-31		18	625710-183000	SE2	SE625710-183000	SE2	SE	18	18	50586.64846	20052293.78
Hemsösundet sek namn	2	2	2006-12-31		18	624335-180000	SE2	SE624335-180000	SE2	SE	18	18	61717.00509	27193157.42
Örnsköldsviksfjärden	2	2	2006-12-31		18	631610-184500	SE2	SE631610-184500	SE2	SE	18	18	12508.15344	5007055.845
Nötbolandsfjärden	2	2	2006-12-31		18	631450-185200	SE2	SE631450-185200	SE2	SE	18	18	21336.93616	5270512.221
Dekarsöfjärden	2	2	2006-12-31		18	631460-185000	SE2	SE631460-185000	SE2	SE	18	18	14090.21964	5748902.342
Bäckfjärden	2	2	2006-12-31		18	631346-184241	SE2	SE631346-184241	SE2	SE	18	18	25809.4249	11192773.42
Näskefjärden	2	2	2006-12-31		18	630760-183315	SE2	SE630760-183315	SE2	SE	18	18	22595.19305	7664898.252
Dockstafjärden	2	2	2006-12-31		18	630180-182080	SE2	SE630180-182080	SE2	SE	18	18	10525.01667	4280026.876
Edsätterfjärden	2	2	2006-12-31		18	625416-182696	SE2	SE625416-182696	SE2	SE	18	18	14517.19046	3475074.555
Gaviksfjärden	2	2	2006-12-31		18	625180-181655	SE2	SE625180-181655	SE2	SE	18	18	47133.05794	22929934.91
Grönsviksfjärden	2	2	2006-12-31		18	624800-181030	SE2	SE624800-181030	SE2	SE	18	18	10625.60827	4009623.944
Storfjärden	2	2	2006-12-31		18	624615-180500	SE2	SE624615-180500	SE2	SE	18	18	52877.01105	28560000.38
Älandsfjärden	2	2	2006-12-31		18	623980-175600	SE2	SE623980-175600	SE2	SE	18	18	24768.69456	10305775.73
Norra sundet	2	2	2006-12-31		18	623810-180350	SE2	SE623810-180350	SE2	SE	18	18	20019.3373	13574767.95
Södra Sundet	2	2	2006-12-31		18	623340-175556	SE2	SE623340-175556	SE2	SE	18	18	35668.89676	9686569.172
Åvikebukten	2	2	2006-12-31		18	622795-174565	SE2	SE622795-174565	SE2	SE	18	18	49164.82541	42594349.4
Draget	2	2	2006-12-31		18	622126-172430	SE2	SE622126-172430	SE2	SE	18	18	23242.40541	15622005.25
Sundsvallsfjärden	2	2	2006-12-31		18	622339-172190	SE2	SE622339-172190	SE2	SE	18	18	11752.15693	3124246.368
Björköfjärden	2	2	2006-12-31		19	621265-173125	SE2	SE621265-173125	SE2	SE	19	19	22246.17791	9303109.198
Rånefjärden	1	2	2006-12-31		22	654820-222660	SE1	SE654820-222660	SE1	SE	22	22	82674.01039	51376223.75
Bergöfjärden	1	2	2006-12-31		22	654291-224000	SE1	SE654291-224000	SE1	SE	22	22	109887.6755	96201182.97
S. Sigfridsöfjärden	1	2	2006-12-31		22	654000-222430	SE1	SE654000-222430	SE1	SE	22	22	27887.97162	19603991.65
Hindersöfjärden	1	2	2006-12-31		22	653303-222900	SE1	SE653303-222900	SE1	SE	22	22	73531.76306	73398508.43
Sandöfjärden	1	2	2006-12-31		22	653176-222000	SE1	SE653176-222000	SE1	SE	22	22	26786.11323	13048810.74
Germandöfjärden	1	2	2006-12-31		22	652686-221500	SE1	SE652686-221500	SE1	SE	22	22	44601.09244	42989862.12
Holfjärden	1	2	2006-12-31		22	652475-215750	SE1	SE652475-215750	SE1	SE	22	22	20499.78025	9744453.311
Mannöfjärden	1	2	2006-12-31		22	652400-220070	SE1	SE652400-220070	SE1	SE	22	22	15262.88398	6256155.491
Harrbäcksfjärden	1	2	2006-12-31		22	652500-213500	SE1	SE652500-213500	SE1	SE	22	22	11441.1812	3448285.922
Brändöfjärden	1	2	2006-12-31		22	652385-214180	SE1	SE652385-214180	SE1	SE	22	22	15524.1553	3998320.308
Bärtnäsfjärden	1	2	2006-12-31		22	652250-213000	SE1	SE652250-213000	SE1	SE	22	22	25447.79558	6692198.923
Davids stenar	1	2	2006-12-31		22	652075-213500	SE1	SE652075-213500	SE1	SE	22	22	17107.26412	6789397.799
Mjoöfjärden sek namn	1	2	2006-12-31		22	652000-214000	SE1	SE652000-214000	SE1	SE	22	22	20489.51081	8296885.462
Baggholmsdraget	1	2	2006-12-31		22	651800-214740	SE1	SE651800-214740	SE1	SE	22	22	25227.87557	18515506.2
Haraholmsfjärden	1	2	2006-12-31		22	651940-213930	SE1	SE651940-213930	SE1	SE	22	22	21541.82939	9069281.829
Vargödraget	1	2	2006-12-31		22	651475-214300	SE1	SE651475-214300	SE1	SE	22	22	45364.0854	40337472.51
Bondöfjärden	1	2	2006-12-31		22	651075-213700	SE1	SE651075-213700	SE1	SE	22	22	55903.13831	58603283.9
Jävrefjärden	1	2	2006-12-31		22	650750-213500	SE1	SE650750-213500	SE1	SE	22	22	28152.15638	16721049.89
Rösnäsfjärden	1	2	2006-12-31		22	645340-211330	SE1	SE645340-211330	SE1	SE	22	22	20550.63003	4782637.044
Skelleftehamnsfjärden	1	2	2006-12-31		22	644070-211650	SE1	SE644070-211650	SE1	SE	22	22	7413.853356	1863592.613
Gumbodafjärden	1	2	2006-12-31		22	641250-210560	SE1	SE641250-210560	SE1	SE	22	22	8646.830818	1674758.049
Vändskärsfjärden	1	2	2006-12-31		22	641000-210500	SE1	SE641000-210500	SE1	SE	22	22	30888.02855	18298531
Sikeåfjärden	1	2	2006-12-31		22	640900-205935	SE1	SE640900-205935	SE1	SE	22	22	8744.744361	1430833.835
Ricklefjärden	1	2	2006-12-31		22	640400-205770	SE1	SE640400-205770	SE1	SE	22	22	10610.59642	3742230.721
Bygdefjärden	1	2	2006-12-31		22	640240-205500	SE1	SE640240-205500	SE1	SE	22	22	9997.996236	1533243.431
Risöfjärden	2	2	2006-12-31		18	631500-190270	SE2	SE631500-190270	SE2	SE	18	18	33902.90103	5793017.738
Kungshamn s skärgård	5	2	2006-12-31		1	582147-111771	SE5	SE582147-111771	SE5	SE	1n	1	24855.96847	6007959.835
Yttre Brofjorden	5	2	2006-12-31		1	582000-112350	SE5	SE582000-112350	SE5	SE	1n	1	19641.36252	6017429.58
Saltö fjord	5	2	2006-12-31		1	581748-112411	SE5	SE581748-112411	SE5	SE	1n	1	66960.78161	22538091.58
n Käringöfjorden inre skärgård	5	2	2006-12-31		1	580765-112501	SE5	SE580765-112501	SE5	SE	1n	1	37917.94302	7041694.035
s Käringöfjorden inre skärgård	5	2	2006-12-31		1	580530-112700	SE5	SE580530-112700	SE5	SE	1n	1	25502.00815	4805176.73
M Bohusläns skärgårds kustvatten	5	2	2006-12-31		3	580500-111801	SE5	SE580500-111801	SE5	SE	3	3	163519.4014	232944367.1
Hamburgsundsområdet	5	2	2006-12-31		1	583160-111551	SE5	SE583160-111551	SE5	SE	1n	1	16974.2243	1926528.427
Heestrand området	5	2	2006-12-31		1	583050-110650	SE5	SE583050-110650	SE5	SE	1n	1	18074.64699	1816480.677
Kråke fjord	5	2	2006-12-31		1	580338-112901	SE5	SE580338-112901	SE5	SE	1n	1	42265.00577	10625685.49
Tången området	5	2	2006-12-31		1	580860-114560	SE5	SE580860-114560	SE5	SE	1n	1	15238.83076	3595616.929
Sannäsfjorden sek namn	5	2	2006-12-31		1	584450-111445	SE5	SE584450-111445	SE5	SE	1n	1	32577.27285	4337683.399
Dynekilen	5	2	2006-12-31		1	585990-111125	SE5	SE585990-111125	SE5	SE	1n	1	14500.30657	1749020.302
Yttre Dynekilen	5	2	2006-12-31		1	585930-110800	SE5	SE585930-110800	SE5	SE	1n	1	25486.86621	6108042.898
Strömstadsfjorden	5	2	2006-12-31		1	585600-110880	SE5	SE585600-110880	SE5	SE	1n	1	49329.49332	8656094.42
Inre Tjärnöarkipelagen	5	2	2006-12-31		1	585200-111140	SE5	SE585200-111140	SE5	SE	1n	1	58965.73266	6704903.283
Råssö-Resöfjorden sek namn	5	2	2006-12-31		1	584890-110950	SE5	SE584890-110950	SE5	SE	1n	1	64171.21693	14415867.82
Stridsfjorden	5	2	2006-12-31		1	584750-111185	SE5	SE584750-111185	SE5	SE	1n	1	20279.3955	4899745.672
Lindöfjorden sek namn	5	2	2006-12-31		1	584725-111050	SE5	SE584725-111050	SE5	SE	1n	1	36347.92135	5811918.585
Tanumskilen	5	2	2006-12-31		1	584670-111300	SE5	SE584670-111300	SE5	SE	1n	1	11055.37829	1057219.772
Grebbestad inre skärgård	5	2	2006-12-31		1	584030-111400	SE5	SE584030-111400	SE5	SE	1n	1	49612.12214	8606519.512
Bottnefjorden	5	2	2006-12-31		1	582850-111760	SE5	SE582850-111760	SE5	SE	1n	1	35740.2556	5963885.326
Färlevfjorden	5	2	2006-12-31		2	582630-113515	SE5	SE582630-113515	SE5	SE	2	2	13920.55853	3054600.896
Åbyfjorden	5	2	2006-12-31		1	582230-112255	SE5	SE582230-112255	SE5	SE	1n	1	34703.11255	8617755.603
Saltkällefjorden	5	2	2006-12-31		2	582500-113890	SE5	SE582500-113890	SE5	SE	2	2	16070.64148	4680772.535
Brofjorden	5	2	2006-12-31		2	582150-112530	SE5	SE582150-112530	SE5	SE	2	2	30693.15031	7231261.278
n Långebyområdet	5	2	2006-12-31		1	584400-116000	SE5	SE584400-116000	SE5	SE	1n	1	30938.88123	8139259.994
s Långebyområdet	5	2	2006-12-31		1	584363-110971	SE5	SE584363-110971	SE5	SE	1n	1	24461.9974	5062800.984
Slaholmen området	5	2	2006-12-31		1	582040-112157	SE5	SE582040-112157	SE5	SE	1n	1	1896.322355	151259.8481
Byfjorden	5	2	2006-12-31		2	582000-115270	SE5	SE582000-115270	SE5	SE	2	2	18116.01823	5798438.776
Trälebergskile	5	2	2006-12-31		1	581853-112736	SE5	SE581853-112736	SE5	SE	1n	1	4171.787157	631176.5281
Kalvöfjord	5	2	2006-12-31		2	581540-114000	SE5	SE581540-114000	SE5	SE	2	2	36543.87311	9812230.256
Getevikssund	5	2	2006-12-31		2	581570-113040	SE5	SE581570-113040	SE5	SE	2	2	11145.59679	1295786.217
Koljö fjord	5	2	2006-12-31		2	581260-113220	SE5	SE581260-113220	SE5	SE	2	2	51048.96052	12848779.81
Borgilefjorden	5	2	2006-12-31		2	581520-113750	SE5	SE581520-113750	SE5	SE	2	2	14631.22804	3408083.603
Nordströmmarna	5	2	2006-12-31		2	581450-113140	SE5	SE581450-113140	SE5	SE	2	2	12305.77493	1507367.476
Ellösefjorden	5	2	2006-12-31		2	581120-112680	SE5	SE581120-112680	SE5	SE	2	2	60158.50458	11234510.83
Boxvike kile	5	2	2006-12-31		1	580650-113000	SE5	SE580650-113000	SE5	SE	1n	1	7267.542377	700314.9474
Stigfjorden	5	2	2006-12-31		1	580325-113500	SE5	SE580325-113500	SE5	SE	1n	1	97291.90049	31948206.97
Skärhamnområdet	5	2	2006-12-31		1	580025-113168	SE5	SE580025-113168	SE5	SE	1n	1	54679.4961	11886958.08
Klädesholmenområdet	5	2	2006-12-31		1	575747-113237	SE5	SE575747-113237	SE5	SE	1n	1	26131.91424	3862286.274
Marstrandsfjorden	5	2	2006-12-31		3	575340-113000	SE5	SE575340-113000	SE5	SE	3	3	77837.71634	52680309.76
Älgöfjorden	5	2	2006-12-31		1	575500-113750	SE5	SE575500-113750	SE5	SE	1n	1	59113.2264	26949157.09
Sälö fjord	5	2	2006-12-31		1	574870-113795	SE5	SE574870-113795	SE5	SE	1s	1	156664.1073	65740763.75
Njutångersfjärden	2	2	2006-12-31		16	613591-171000	SE2	SE613591-171000	SE2	SE	16	16	33766.40943	8354024.702
Siviksfjärden	2	2	2006-12-31		16	613500-171000	SE2	SE613500-171000	SE2	SE	16	16	37692.30437	11626360.68
Hålsängesfjärden	2	2	2006-12-31		16	613380-171450	SE2	SE613380-171450	SE2	SE	16	16	29304.18697	12623593.33
Enångersfjärden	2	2	2006-12-31		16	613240-171000	SE2	SE613240-171000	SE2	SE	16	16	35912.03589	13313912.18
Skärsåfjärden sek namn	2	2	2006-12-31		16	612303-171075	SE2	SE612303-171075	SE2	SE	16	16	71248.84077	35484265.97
Söderhamnsfjärden	2	2	2006-12-31		16	611676-171000	SE2	SE611676-171000	SE2	SE	16	16	19900.87721	3267211.192
Axmarfjärden	2	2	2006-12-31		16	610100-171245	SE2	SE610100-171245	SE2	SE	16	16	19453.18645	6114537.498
Öregrundsgrepen	3	2	2006-12-31		16	603000-181500	SE3	SE603000-181500	SE3	SE	16	16	317210.6897	409955151.1
