OBJECTID	HID	TYP_NFS06	NAMN	VISS_EU_CD	VISS_MS_CD	WB	District	COMP_AUTH	Country	Version	URL_VISS	DATUM	ObjVer	BASIN_NR	VattenID	UUID	PopNamn	CWVattenID	CWUUID	Shape_Leng	Shape_Area	TYPOMR_KOD	TYPOMRNAMN
344	560700-155801	9	S v s Kalmarsunds kustvatten	SE560700-155801	SE560700-155801	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560700-155801	2006/12/31	2010	8	WA67771533	AC3F367E-975F-42EC-B3D9-4639E8C286B3	"S v s Kalmarsunds kustvatten_(56.15,15.97)"	WA30593473	946EA167-BCA4-48D2-B042-698A870FA7B4	131709.74694499999	178932404.76800001000	9	"9 - Blekinge skärgård och Kalmarsund, yttre kustvatten"
345	728806-179329	22	Yttre Lulefjärden	SE728806-179329	SE728806-179329	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE728806-179329	2007/03/27	2010	1	WA49286145	6D2189B8-25E9-4B9A-8BF5-5B37B31B050E	"Yttre Lulefjärden_(65.56,22.17)"	WA23986977	7A069665-6F47-4E2C-A49F-5370ABA5FC74	21963.96770100000	9560096.71312000040	22	"22 - Bottenviken, inre kustvatten"
346	729159-179002	22	Inre Lulefjärden	SE729159-179002	SE729159-179002	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE729159-179002	2007/03/27	2010	1	WA33781556	E4BE4766-8490-4405-B624-79886AC6AE48	"Inre Lulefjärden_(65.59,22.1)"	WA96663883	F6115856-2565-4755-B9C1-AD2DCF3FE846	17992.30368110000	7831379.11474999970	22	"22 - Bottenviken, inre kustvatten"
347	654000-222430	22	S. Sigfridsöfjärden	SE654000-222430	SE654000-222430	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654000-222430	2006/12/31	2010	1	WA81934541	688C7B81-B8E3-4404-AE87-B4228813D7CA	"S. Sigfridsöfjärden_(65.68,22.41)"	WA13577979	E6FCC41E-BACE-45D8-9B2C-B7BC70D7ABA1	27887.97161850000	19603991.65370000200	22	"22 - Bottenviken, inre kustvatten"
348	729849-180191	22	Björköfjärden	SE729849-180191	SE729849-180191	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE729849-180191	2007/03/19	2010	1	WA13549883	190D17E6-355F-4CC6-B649-61F41070D3EF	"Björköfjärden_(65.65,22.37)"	WA85751283	B0A6FE15-5EF3-48D8-B688-47511237892D	30312.04228360000	16196173.30430000100	22	"22 - Bottenviken, inre kustvatten"
349	653900-223280	22	Fjuksöfjärden	SE653900-223280	SE653900-223280	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE653900-223280	2006/12/31	2010	1	WA18435879	BF6F4EDE-8E43-4F37-A315-AF731D7091E3	"Fjuksöfjärden_(65.64,22.54)"	WA86369350	486B4298-E3E4-490C-A3F4-B9BF6EE06FAE	44114.24038500000	46121769.88570000200	22	"22 - Bottenviken, inre kustvatten"
350	653740-222800	22	Hamnöfjärden	SE653740-222800	SE653740-222800	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE653740-222800	2006/12/31	2010	1	WA81704439	D8DF803A-B90F-4D89-941F-1EBBDD87354A	"Hamnöfjärden_(65.62,22.47)"	WA56319995	82119F2A-5027-4A07-9836-36BA0669D79A	24283.61668740000	16472741.63570000000	22	"22 - Bottenviken, inre kustvatten"
351	653303-222900	22	Hindersöfjärden	SE653303-222900	SE653303-222900	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE653303-222900	2006/12/31	2010	1	WA13826944	63B1ACD9-8455-4A94-B21C-EC41E6C3231F	"Hindersöfjärden_(65.57,22.45)"	WA88867050	E9F86496-DCFA-4BD2-BB68-71E8E348B7F4	73531.76306350000	73398508.42530000200	22	"22 - Bottenviken, inre kustvatten"
352	653140-224000	22	Degeröfjärden	SE653140-224000	SE653140-224000	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE653140-224000	2006/12/31	2010	1	WA47250056	4908538F-0505-4491-9997-810141CA5371	"Degeröfjärden_(65.52,22.66)"	WA71632844	BBB1E744-FD94-480A-9D6C-B8CB0EA44569	43091.00169540000	26730886.30280000000	22	"22 - Bottenviken, inre kustvatten"
353	652920-222650	22	Sörbrändöfjärden	SE652920-222650	SE652920-222650	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652920-222650	2008/10/20	2010	1	WA51597674	5F0981D5-EC45-45A3-B07E-9FA44616581B	"Sörbrändöfjärden_(65.48,22.47)"	WA36649894	3F45461E-D788-4007-8FE4-1687F0EC47C1	79781.57563080000	94871519.34659999600	22	"22 - Bottenviken, inre kustvatten"
354	582420-111370	1	Haby bukt	SE582420-111370	SE582420-111370	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582420-111370	2006/12/31	2010	17	WA10969781	4FA962F1-34FE-463D-8D5F-164315E031D1	"Haby bukt_(58.4,11.23)"	WA42948887	DC3BDC4E-FB8F-48C7-8396-FC1F4A86ABA2	4812.11786438000	740627.02027500002	1n	"1n - Västkustens inre kustvatten, norra"
355	592135-182700	24	Torsbyfjärden	SE592135-182700	SE592135-182700	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592135-182700	2006/12/31	2012_2	7	WA91083759	2F5DF78D-BDF9-456F-B045-7EEEA9B6D7CD	"Torsbyfjärden_(59.35,18.44)"	WA41522409	ADD8F087-B080-452D-9B19-646230D085B1	42393.08949300000	12252383.50620000100	24	24 - Stockholms inre skärgård och Hallsfjärden
356	592040-184000	12	Älgöfjärden	SE592040-184000	SE592040-184000	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592040-184000	2006/12/31	2010	7	WA95781892	5259CB0E-8018-4F9F-8111-86389998979B	"Älgöfjärden_(59.35,18.61)"	WA51137015	053D3E0D-6DC6-4EF9-86CF-B4996DE9295A	84606.79160960000	16360467.82190000100	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
357	592245-184400	12	Sollenkrokafjärden	SE592245-184400	SE592245-184400	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592245-184400	2006/12/31	2010	7	WA37648532	F662B318-986D-4655-A5A6-8BE398A21644	"Sollenkrokafjärden_(59.37,18.71)"	WA63295529	104965C1-B341-404E-92DB-9C6B81CE8713	51808.82393560000	8866082.95973999980	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
358	658507-162696	24	Brunnsviken	SE658507-162696	SE658507-162696	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE658507-162696	2007/03/26	2012_2	7	WA72636217	9A743D75-3CB6-4095-887B-3DAF53908CA8	"Brunnsviken_(59.37,18.04)"	WA68040883	9AE67896-F024-483C-88DB-218F31556F69	12268.76946110000	1523103.82242000010	24	24 - Stockholms inre skärgård och Hallsfjärden
359	657608-164193	12	Neglingeviken	SE657608-164193	SE657608-164193	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE657608-164193	2007/03/29	2010	7	WA42715654	CF176275-F29D-4258-A5EE-1C72FB817F99	"Neglingeviken_(59.28,18.29)"	WA48837233	E991E649-8E0F-4F7E-94F2-52542D3F5EA3	4746.08129229000	365413.71830800001	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
360	657412-164249	12	Vårgärdssjön	SE657412-164249	SE657412-164249	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE657412-164249	2007/01/01	2010	7	WA82521136	7A789386-DFA5-4CB8-BC49-83CF95E6B518	"Vårgärdssjön_(59.26,18.3)"	WA63187896	114C717C-892C-45AF-A8E4-62D8742898A4	4833.08442871000	375251.50377000001	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
361	582665-111706	1	Hunnebostrand skärgård	SE582665-111706	SE582665-111706	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582665-111706	2006/12/31	2010	17	WA16028361	6FB8D91C-8CD1-46E1-A123-472F0F3FB93F	"Hunnebostrand skärgård_(58.44,11.28)"	WA30021318	F5666272-0A94-4752-88B6-AB4FEB21F33A	26700.57244130000	3548575.43123000020	1n	"1n - Västkustens inre kustvatten, norra"
362	582302-111451	1	Kungshamn n skärgård	SE582302-111451	SE582302-111451	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582302-111451	2006/12/31	2010	17	WA56145933	548F0362-CA61-4B4D-92BC-089A76930D6B	"Kungshamn n skärgård_(58.38,11.24)"	WA95561225	F4AE593A-6FF3-4824-9FAC-3C9FD5909B32	23418.92142380000	2659056.66772999990	1n	"1n - Västkustens inre kustvatten, norra"
363	582210-111880	1	Hovenäset området	SE582210-111880	SE582210-111880	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582210-111880	2006/12/31	2010	17	WA89002640	CD17CC72-44E3-4655-8338-66C470012EF3	"Hovenäset området_(58.36,11.31)"	WA25111012	FFC613C1-48FD-45D3-A1BE-A42880B026C5	50888.96140460000	9709162.38635000030	1n	"1n - Västkustens inre kustvatten, norra"
364	591760-181955	12	Baggensfjärden	SE591760-181955	SE591760-181955	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591760-181955	2006/12/31	2010	7	WA47325871	06E461C8-0F0E-427D-83F6-F29D7A14B11C	"Baggensfjärden_(59.3,18.33)"	WA30569070	7108C29A-540D-4CA5-BAF2-F88873E96550	41715.74908810000	14433121.08269999900	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
365	640066-167754	10	Bogevik	SE640066-167754	SE640066-167754	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE640066-167754	2007/03/29	2010	9	WA21515200	80EC1477-3C45-4B7B-8EBA-0757209CD416	"Bogevik_(57.7,18.78)"	WA57365178	0A612053-1970-4EFE-ABBF-191BABF5DEB6	10834.03200260000	2037390.24998000010	10	"10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön"
366	622384-147046	8	Bredasund	SE622384-147046	SE622384-147046	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE622384-147046	2007/03/29	2010	12	WA31652140	8F8CE7E2-2BE6-4309-AAC7-895E52169AFB	"Bredasund_(56.14,15.33)"	WA80622684	80443C35-1C7B-416C-AEF1-BC907DBAD772	6498.78473759000	705936.00962699996	8	"8 - Blekinge skärgård och Kalmarsund, inre kustvatten"
367	574170-190001	10	Ö Gotlands n kustvatten	SE574170-190001	SE574170-190001	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE574170-190001	2006/12/31	2010	9	WA14484305	07E715B1-FC7A-4A1D-B27D-6DAAB29BF9C4	"Ö Gotlands n kustvatten_(57.69,18.97)"	WA87715877	F79066B1-EF4C-42B0-8026-0A1966AC3CD4	145108.48123800001	215253269.98400000000	10	"10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön"
368	662116-166449	12	Edsviken	SE662116-166449	SE662116-166449	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE662116-166449	2007/04/11	2010	7	WA49678595	B98F2E5F-FFCF-489F-B9A0-E97E89B81A0C	"Edsviken_(59.68,18.73)"	WA50630811	3A7523CF-ADA8-455C-8095-B370DC30DFBD	4098.87253125000	228880.92217800001	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
369	593750-184900	12	Yxlaområdet	SE593750-184900	SE593750-184900	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593750-184900	2006/12/31	2010	7	WA59003490	33726557-48D4-4166-98AB-67B6B48B83AE	"Yxlaområdet_(59.64,18.86)"	WA88623408	C3C1394F-25C9-40DA-8E71-081198B47775	263182.20755400002	70458257.91879999600	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
370	582700-110451	3	Sotefjorden	SE582700-110451	SE582700-110451	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582700-110451	2006/12/31	2010	17	WA20999720	5A2271BE-4AA5-4356-861B-A68831ADB99F	"Sotefjorden_(58.47,11.15)"	WA98945765	374E9A19-00FC-4DD2-A560-20B635F888B5	119178.57091500000	225989554.77300000000	3	"3 - Västkustens yttre kustvatten, Skagerrak"
371	622011-146303	9	Mellersta Blekinge skärgårds kustvatten	SE622011-146303	SE622011-146303	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE622011-146303	2007/03/27	2010	12	WA45985516	AC891F59-076C-4C58-8D5C-F350F5D35135	"Mellersta Blekinge skärgårds kustvatten_(56.11,15.1)"	WA15264917	DD32C380-1E82-42FC-B0C2-6D1D9167641B	100122.85294000000	186539533.48800001000	9	"9 - Blekinge skärgård och Kalmarsund, yttre kustvatten"
372	591755-183895	12	Breviken	SE591755-183895	SE591755-183895	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591755-183895	2006/12/31	2010	7	WA75585952	09EA01C7-50D9-4ED1-BD21-9B4C0A709328	"Breviken_(59.29,18.65)"	WA44421693	3537B57E-B614-4E37-8728-4E58D6F3B3E4	31874.80768440000	5294697.59044000040	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
373	553224-150042	0	Del av Hanöbuktens utsjövatten			N	SE0			SVAR_2016_3b		2007/01/01	2010	12	WA11086066	BEF5A602-1D3A-432D-A889-90D60E098C92				280253.43219500000	3675897543.29000000000		
374	609655-553313	0	Del av Bornholmshavets utsjövatten			N	SE0			SVAR_2016_3b		2016/12/12	2016	12	WA66086451	C283D221-1753-42E9-9468-BF9F0559A5BA				870549.50612100004	24781758267.40000200000		
375	654420-241020	22	Haparandafjärden sek namn			N	VHA6		FI	SVAR_2016_3b		2008/09/30	2010	1	WA57071128	4B83BBC6-998D-4264-BC90-3C3D45A25BFF				23382.40880950000	8701667.35586000050	22	"22 - Bottenviken, inre kustvatten"
376	645830-212300	22	Tåmfjärden	SE645830-212300	SE645830-212300	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE645830-212300	2008/09/04	2010	1	WA49126935	83D5634B-87C5-4DF9-8318-844B8BC436DA	"Tåmfjärden_(64.98,21.4)"	WA76849661	4DA2DA35-DB1A-4093-AC1F-1F8827BBCF96	21363.30824080000	7017359.08373999970	22	"22 - Bottenviken, inre kustvatten"
377	644070-211650	22	Skelleftehamnsfjärden	SE644070-211650	SE644070-211650	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE644070-211650	2006/12/31	2010	1	WA21227541	DAC47490-CF00-4C57-9CFF-98F6128E8EEE	"Skelleftehamnsfjärden_(64.67,21.28)"	WA17311472	0ABB7227-D729-4A99-8482-31CB09AD8BA1	7413.85335606000	1863592.61308000000	22	"22 - Bottenviken, inre kustvatten"
378	643700-211940	22	Burefjärden	SE643700-211940	SE643700-211940	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE643700-211940	2006/12/31	2010	1	WA59789980	263685BF-562E-4416-87F8-BF0FF8AE31DE	"Burefjärden_(64.62,21.29)"	WA77389916	87F5D293-D4E5-44C3-8CEE-B5438AD05323	35297.42833450000	14987550.26510000000	22	"22 - Bottenviken, inre kustvatten"
379	645000-213500	22	Kågefjärden	SE645000-213500	SE645000-213500	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE645000-213500	2016/09/02	2016	1	WA83856383	B2249296-F599-4BA8-AAA0-B57F605BFF3A	"Kågefjärden_(64.84,21.06)"	WA46797967	D38E9FF9-E488-4B57-B11C-F8B36328A951	30906.21663780000	9215327.42263000090	22	"22 - Bottenviken, inre kustvatten"
380	644150-211000	22	Ursviksfjärden	SE644150-211000	SE644150-211000	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE644150-211000	2008/09/17	2010	1	WA51706063	F93081D7-048A-443A-8CFD-0F23A6395DB5	"Ursviksfjärden_(64.69,21.16)"	WA87173008	A4EFCE9D-5B3B-484D-99C7-9644DA92BFDE	15534.03810750000	3026582.00357999980	22	"22 - Bottenviken, inre kustvatten"
381	644030-218500	22	Ytterviksfjärden	SE644030-218500	SE644030-218500	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE644030-218500	2008/09/17	2010	1	WA29926499	3CB90EEB-E026-4AB5-A418-2C21EF7854D8	"Ytterviksfjärden_(64.67,21.14)"	WA74583412	8E95412C-4CB9-495A-8AE7-B4A16F4BCD28	16179.33442820000	3038093.38139000020	22	"22 - Bottenviken, inre kustvatten"
382	644040-211260	22	Sörfjärden	SE644040-211260	SE644040-211260	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE644040-211260	2008/09/17	2010	1	WA86702790	3F0B0AA1-B2DE-4B91-BBE9-41BCB6522F2D	"Sörfjärden_(64.68,21.22)"	WA87800343	BB41A73E-4663-4220-B9D7-9EA5F1A09CE3	9240.41945062000	3261305.37090000000	22	"22 - Bottenviken, inre kustvatten"
383	634740-203020	20	Täftefjärden	SE634740-203020	SE634740-203020	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE634740-203020	2008/09/22	2010	2	WA82663791	60F0E1B3-BE80-47BA-B9EE-BC5C5C3040C6	"Täftefjärden_(63.79,20.5)"	WA65816775	B341E452-8D67-462E-BF89-2A0CB598CDC0	32533.74366540000	11052942.67699999900	20	20 - Norra Kvarkens inre kustvatten
384	634350-202000	20	Inre Österfjärden	SE634200-202033	SE634200-202033	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE634200-202033	2008/09/23	2010	2	WA53111974	420FF4BC-A08E-4702-88F5-5E06F218CB87	"Yttre Österfjärden_(63.72,20.33)"	WA21514236	D1EAA10D-45F9-4503-9D94-4A9AFDA8DE39	24455.34805480000	10430883.90190000100	20	20 - Norra Kvarkens inre kustvatten
385	634230-201605	20	Västerfjärden	SE634230-201605	SE634230-201605	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE634230-201605	2006/12/31	2010	2	WA42091753	13FDFFB7-6AD0-4ABC-A566-8AE90495570D	"Västerfjärden_(63.69,20.25)"	WA70949736	34F48155-A27A-4F60-90DC-22939759D215	60920.21852550000	9031869.68645999950	20	20 - Norra Kvarkens inre kustvatten
386	634210-202020	20	Holmsund	SE634200-202033	SE634200-202033	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE634200-202033	2008/09/23	2010	2	WA23459028	BE70D229-1493-4BCC-8DDD-07F4104D60F1	"Yttre Österfjärden_(63.72,20.33)"	WA21514236	D1EAA10D-45F9-4503-9D94-4A9AFDA8DE39	11131.23158470000	2833326.54987999980	20	20 - Norra Kvarkens inre kustvatten
387	649640-214530	23	N m Bottenvikens kustvatten	SE648760-213140	SE648760-213140	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE648760-213140	2011/12/07	2012_2	1	WA54752063	9A270FA0-C26B-4FCE-B485-C3F616D327A7	"N m Bottenvikens kustvatten_(64.71,21.4)"	WA40058582	FAE85DC2-A7BC-4B47-82CB-E541C274B791	74980.45748940000	79299135.50059999500	23	"23 - Bottenviken, yttre kustvatten"
388	654240-241500	0	Torniofjärden sek namn			N	VHA6		FI	SVAR_2016_3b		2008/10/08	2010	1	WA81861651	808DC0FB-4DC8-4D75-9CBB-B1A4611845C6				88063.08414740000	104599837.56999999000		
389	604250-173000	16	Skutskärsfjärden sek namn	SE604250-173000	SE604250-173000	Y	SE2	BH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE604250-173000	2006/12/31	2010	3	WA56844514	E52F98BD-608B-47A5-ABDA-06926AA70179	"Skutskärsfjärden sek namn_(60.7,17.44)"	WA80387062	6D50B891-B509-47F3-8E79-57F9D6A4A720	82677.95943820001	140500691.26600000000	16	"16 - Södra Bottenhavet, inre kustvatten"
390	590740-174135	24	Hallsfjärden	SE590740-174135	SE590740-174135	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590740-174135	2009/09/30	2012_2	8	WA30725256	30D35360-A23A-4A76-A9B0-67059F0515DA	"Hallsfjärden_(59.1,17.7)"	WA48441248	84E4FD2D-3BAF-4573-B676-8F0D2EF69265	16918.07012200000	4989406.96697000040	24	24 - Stockholms inre skärgård och Hallsfjärden
391	583926-161744	13	Inre Bråviken	SE583926-161744	SE583926-161744	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE583926-161744	2009/09/22	2010	8	WA10600098	48844544-218D-4CE4-964A-D61FC2C6D5F2	"Inre Bråviken_(58.64,16.4)"	WA14601398	F8C1FB24-2737-4B68-83A0-DE9E89BF2940	43315.10298140000	38056823.73049999800	13	13 - Östergötlands inre skärgård
392	629766-350042	5	S m Hallands kustvatten	SE564500-122601	SE564500-122601	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE564500-122601	2016/12/12	2016	16	WA45538565	FD6C1F09-8375-4FB2-A2EA-28C9DB4F0EA0	"S m Hallands kustvatten_(56.8,12.54)"	WA68121347	59EC914A-E7B9-4B7D-A892-4DB54C8BF2A7	104210.28850800000	159384452.33300000000	5	5 - Södra Hallands och norra Öresunds kustvatten
393	571552-162848	8	Inre Oskarshamnsområdet	SE571552-162848	SE571552-162848	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE571552-162848	2009/09/10	2010	8	WA20998755	A55C8074-A8C9-462A-A06D-1EE3ADF8AFE4	"Inre Oskarshamnsområdet_(57.26,16.47)"	WA46546830	B11F2BC8-9AEB-4703-A578-ABC7DA1994BE	8238.71249459000	1245145.65332000000	8	"8 - Blekinge skärgård och Kalmarsund, inre kustvatten"
394	562290-124131	6	Helsingborgsområdet	SE562290-124131	SE562290-124131	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE562290-124131	2009/09/17	2010	15	WA74738183	CFBF9096-6C6D-46EC-B410-FB363DE73C33	"Helsingborgsområdet_(56.03,12.67)"	WA39114588	B23C07CF-C31F-4F63-B2DE-3C8AF9B68053	29258.37478430000	19335067.14620000100	6	6 - Öresunds kustvatten
395	573044-115355	1	Risö-Säröarkipelagen	SE573044-115355	SE573044-115355	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573044-115355	2006/12/31	2010	16	WA71329107	266F6ED6-442C-43D3-8690-6B1DFE82FA29	"Risö-Säröarkipelagen_(57.5,11.9)"	WA88358571	6DFA09A0-0AFF-4801-9D7B-D6CB68F1B15B	28075.95250040000	9961946.03813000020	1s	"1s - Västkustens inre kustvatten, södra"
396	552170-130626	7	Ö sydkustens kustvatten	SE552170-130626	SE552170-130626	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE552170-130626	2009/09/21	2010	13	WA74331180	76A89A71-1887-46ED-8728-CB3466204468	"Ö sydkustens kustvatten_(55.41,13.79)"	WA86165154	50ADECA4-050C-44B5-B028-4955072330AA	122808.67255600000	172170765.15099999000	7	7 - Skånes kustvatten
397	583721-161110	13	Motala Ström	SE583721-161110	SE583721-161110	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE583721-161110	2009/09/22	2010	8	WA99225344	37910C3C-AA48-4346-AB43-D4C5D3DCA531	"Motala Ström_(58.63,16.2)"	WA55191728	0A02C6B0-4ACF-42F2-884E-5E818159277A	12152.78348330000	2441303.50687999980	13	13 - Östergötlands inre skärgård
398	583718-161687	13	Pampusfjärden	SE583718-161687	SE583718-161687	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE583718-161687	2009/09/22	2010	8	WA58876871	70CF794A-1951-4EC3-9779-0E6AC5160E77	"Pampusfjärden_(58.62,16.29)"	WA91671746	4BA63F88-547A-4FEC-8F51-366318243B33	31576.41593640000	15456722.64780000000	13	13 - Östergötlands inre skärgård
399	551200-193000	0	Gdanskbukten			N	SE0			SVAR_2016_3b		2006/12/31	2010	11	WA81893371	069FB235-2C30-4447-8B91-C64D21B34467				1397860.90937000000	21965530085.50000000000		
400	600000-210800	0	S skärgårdshavet			N	SE0			SVAR_2016_3b		2006/12/31	2010	5	WA98855964	CE798004-E9A6-4A9E-91E9-994D498FEE55				3016534.25775999990	6106883022.06999970000		
401	594740-200122	0	Del av S Ålands havs utsjövatten			N	SE0			SVAR_2016_3b		2007/01/01	2010	4	WA78309026	92371F6B-B8FC-4BDD-B6D3-95AB34AA9962				137655.34764299999	849030349.80599999000		
402	580125-093104	0	Del av Skagerraks utsjövatten			N	SE0			SVAR_2016_3b		2016/12/12	2016	17	WA70285037	F8788939-D5CF-46D2-861F-E2799E88BD67				2667001.74686999990	26539373893.20000100000		
403	631140-205060	0	Del av S n Kvarkens utsjövatten			N	SE0			SVAR_2016_3b		2007/01/01	2010	2	WA21998516	5B6B65E3-9B5B-4371-9025-A3ACE8713E4D				743335.31446699996	2369850541.28000020000		
404	583906-170998	12	Hasselöområdet	SE583906-170998	SE583906-170998	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE583906-170998	2009/09/23	2010	8	WA46965170	708F62CA-EF5F-41FD-A5D3-A707A0421755	"Hasselöområdet_(58.65,17.16)"	WA24231186	38AFA132-1243-42E8-A137-723274A2CD86	30393.82002320000	7049245.29590000030	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
405	632740-213410	0	Del av N n Kvarkens utsjövatten			N	SE0			SVAR_2016_3b		2007/01/01	2010	2	WA77325440	525A9794-EEC7-4BD8-8F9D-5AA6608A7A24				957456.19601099996	2432342877.21999980000		
