OBJECTID	HID	TYP_NFS06	NAMN	VISS_EU_CD	VISS_MS_CD	WB	District	COMP_AUTH	Country	Version	URL_VISS	DATUM	ObjVer	BASIN_NR	VattenID	UUID	PopNamn	CWVattenID	CWUUID	Shape_Leng	Shape_Area	TYPOMR_KOD	TYPOMRNAMN
57	603870-181301	17	Öregrunds kustvatten	SE603870-181301	SE603870-181301	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE603870-181301	2006/12/31	2010	3	WA81201989	6A379AB7-D675-4BCD-A808-FEFA5D6738F4	"Öregrunds kustvatten_(60.58,18.23)"	WA41656414	8A008E1E-AB3D-4C32-B9AE-C0A6382AF635	395472.60580800002	643839192.78999996000	17	"17 - Södra Bottenhavet, yttre kustvatten"
58	603000-181500	16	Öregrundsgrepen	SE603000-181500	SE603000-181500	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE603000-181500	2006/12/31	2010	3	WA29605546	C29D119E-6238-48AC-BCEF-392923179317	"Öregrundsgrepen_(60.49,18.21)"	WA20826862	5B9C54CA-34AD-45C7-BC19-EF554CBBC794	317210.68968200003	409955151.06599998000	16	"16 - Södra Bottenhavet, inre kustvatten"
59	603650-174500	16	Lövstabukten	SE603650-174500	SE603650-174500	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE603650-174500	2006/12/31	2010	3	WA61346450	8F735E9F-9BF5-42D1-8749-5B520B8E564E	"Lövstabukten_(60.59,17.76)"	WA54159478	A029634A-CC53-4099-9260-41F90FC150D6	102353.32361500000	118333770.09600000000	16	"16 - Södra Bottenhavet, inre kustvatten"
60	603190-174000	16	Karlholmsfjärden	SE603190-174000	SE603190-174000	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE603190-174000	2006/12/31	2010	3	WA94782225	BF5E7DEB-6F5D-44C1-9BB0-EC80D47BF355	"Karlholmsfjärden_(60.51,17.69)"	WA35699384	FD5E745D-3111-41D0-A534-BD709AB425EE	67249.71258620000	15924060.56970000100	16	"16 - Södra Bottenhavet, inre kustvatten"
61	631460-185000	18	Dekarsöfjärden	SE631460-185000	SE631460-185000	Y	SE2	BH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE631460-185000	2006/12/31	2010	3	WA16274579	ADE60BED-700B-4CEA-A1DB-4D2942B82DB1	"Dekarsöfjärden_(63.25,18.81)"	WA30288189	95D9227B-CAF2-4AC9-A691-B361D7964C73	14090.21963610000	5748902.34228000040	18	"18 - Norra Bottenhavet, Höga kusten, inre kustvatten"
62	631346-184241	18	Bäckfjärden	SE631346-184241	SE631346-184241	Y	SE2	BH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE631346-184241	2006/12/31	2010	3	WA85594109	14146557-3A31-422B-8BE8-565C629CF8FC	"Bäckfjärden_(63.24,18.69)"	WA16515928	C6F2DEB4-D752-471D-9A4D-D398AE1BDBD2	25809.42490070000	11192773.41850000100	18	"18 - Norra Bottenhavet, Höga kusten, inre kustvatten"
63	623890-178030	19	S Höga kustens kustvatten	SE623890-178030	SE623890-178030	Y	SE2	BH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE623890-178030	2011/11/07	2012_2	3	WA19926963	824024AF-8942-409F-974C-4D600F9E8AC2	"S Höga kustens kustvatten_(62.37,17.81)"	WA29871816	1F619F18-3461-4897-AA04-AC9BF660C0B7	185008.53197800001	292682241.15399998000	19	"19 - Norra Bottenhavet, Höga kusten, yttre kustvatten"
64	632030-187600	18	Åvikfjärden	SE632030-187600	SE632030-187600	Y	SE2	BH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE632030-187600	2011/11/08	2012_2	3	WA48329480	E4FA606B-DA1E-4AD6-9B9D-661EE9B84358	"Åvikfjärden_(63.2,18.76)"	WA39704652	F49938DE-1EE0-4563-A7A2-78BD70D805DA	5907.24113821000	1180861.18875000000	18	"18 - Norra Bottenhavet, Höga kusten, inre kustvatten"
65	630760-183315	18	Näskefjärden	SE630760-183315	SE630760-183315	Y	SE2	BH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE630760-183315	2006/12/31	2010	3	WA10330594	61A17190-F188-4618-8E41-DFF4CF30E201	"Näskefjärden_(63.13,18.54)"	WA33871103	88888921-8B52-4F0C-9ED3-47A5912C79CD	22595.19304690000	7664898.25157999990	18	"18 - Norra Bottenhavet, Höga kusten, inre kustvatten"
66	630383-183500	18	Mjältöfjärden sek namn	SE630383-183500	SE630383-183500	Y	SE2	BH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE630383-183500	2006/12/31	2010	3	WA89755611	8DE2F036-1010-45D1-A80A-3C7425802462	"Mjältöfjärden sek namn_(63.08,18.57)"	WA82857164	7613AC0E-7DA0-4E41-9A14-50DBDD41A397	47434.56590120000	34233690.14260000000	18	"18 - Norra Bottenhavet, Höga kusten, inre kustvatten"
67	630180-182080	18	Dockstafjärden	SE630180-182080	SE630180-182080	Y	SE2	BH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE630180-182080	2006/12/31	2010	3	WA92727888	F84463FC-5FB2-41A0-A425-C6B5CB0ED39A	"Dockstafjärden_(63.03,18.34)"	WA44622677	74B63E7B-8A21-4196-90E9-199B6C40651F	10525.01667420000	4280026.87555000000	18	"18 - Norra Bottenhavet, Höga kusten, inre kustvatten"
68	624800-181030	18	Grönsviksfjärden	SE624800-181030	SE624800-181030	Y	SE2	BH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE624800-181030	2006/12/31	2010	3	WA50743374	78FA27CC-4C1D-4A2B-A15B-02931304F71A	"Grönsviksfjärden_(62.8,18.17)"	WA54105700	9A12B019-6D94-4D2B-87DA-F8280B2B7F8C	10625.60827080000	4009623.94408999990	18	"18 - Norra Bottenhavet, Höga kusten, inre kustvatten"
69	624615-180500	18	Storfjärden	SE624615-180500	SE624615-180500	Y	SE2	BH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE624615-180500	2006/12/31	2010	3	WA79469917	AC4D2862-7E20-43D5-8825-900A09921AAA	"Storfjärden_(62.78,18.05)"	WA79627710	6D28B7AE-092B-468C-B487-97F0DE05FDEF	52877.01105320000	28560000.38080000100	18	"18 - Norra Bottenhavet, Höga kusten, inre kustvatten"
70	623810-180350	18	Norra sundet	SE623810-180350	SE623810-180350	Y	SE2	BH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE623810-180350	2006/12/31	2010	3	WA83503628	F53FCA07-EED1-463B-9AC0-69FC5916CAED	"Norra sundet_(62.64,18.03)"	WA39576792	BD184378-6B22-4499-A321-2D81FFC9A67C	20019.33729510000	13574767.94669999900	18	"18 - Norra Bottenhavet, Höga kusten, inre kustvatten"
71	623340-175556	18	Södra Sundet	SE623340-175556	SE623340-175556	Y	SE2	BH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE623340-175556	2006/12/31	2010	3	WA59637920	0E9EAF92-D844-47E7-90C1-481628C3ECC9	"Södra Sundet_(62.58,17.92)"	WA45374568	98A2626C-FDD9-4015-8DC4-8A365BE77E74	35668.89675700000	9686569.17198999970	18	"18 - Norra Bottenhavet, Höga kusten, inre kustvatten"
72	622126-172430	18	Draget	SE622126-172430	SE622126-172430	Y	SE2	BH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE622126-172430	2006/12/31	2010	3	WA97016324	19532D23-0129-4223-95BB-9382AA93017B	"Draget_(62.35,17.4)"	WA69571596	431B4EB5-7FD4-4B45-834D-F59C22EA3CCB	23242.40541070000	15622005.24770000000	18	"18 - Norra Bottenhavet, Höga kusten, inre kustvatten"
73	622339-172190	18	Sundsvallsfjärden	SE622339-172190	SE622339-172190	Y	SE2	BH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE622339-172190	2006/12/31	2010	3	WA43332420	CE9A929F-2ECE-4495-B887-C69E187A6165	"Sundsvallsfjärden_(62.39,17.35)"	WA28544560	9716FAFA-AC86-472C-AB8C-B72197500F9F	11752.15693070000	3124246.36809000000	18	"18 - Norra Bottenhavet, Höga kusten, inre kustvatten"
74	622000-172300	18	Svartviksfjärden	SE622000-172300	SE622000-172300	Y	SE2	BH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE622000-172300	2006/12/31	2010	3	WA16837631	8D240F3B-2648-48E4-9E67-E746246B4F13	"Svartviksfjärden_(62.32,17.38)"	WA67738940	D30F3A3E-3F28-4C24-83BC-A18AF5748B0D	12007.23097700000	3284863.51198000000	18	"18 - Norra Bottenhavet, Höga kusten, inre kustvatten"
75	621265-173125	19	Björköfjärden	SE621265-173125	SE621265-173125	Y	SE2	BH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE621265-173125	2006/12/31	2010	3	WA76008486	744CBFE8-2782-46A8-B735-D5ECBB8F66BC	"Björköfjärden_(62.22,17.53)"	WA11040750	C48FEA9A-80A2-4598-9347-E0C6F12F6D76	22246.17791260000	9303109.19796000050	19	"19 - Norra Bottenhavet, Höga kusten, yttre kustvatten"
76	653116-224623	22	Saxskärsfjärden	SE653116-224623	SE653116-224623	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE653116-224623	2006/12/31	2010	1	WA39510123	165530F4-A5C2-411B-9560-628D63CDB4C3	"Saxskärsfjärden_(65.52,22.75)"	WA90387007	F5C2065A-4E92-4444-BEE7-48152F81A239	28308.59266810000	23604007.80290000100	22	"22 - Bottenviken, inre kustvatten"
77	631450-185200	18	Nötbolandsfjärden	SE631450-185200	SE631450-185200	Y	SE2	BH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE631450-185200	2006/12/31	2010	3	WA41301743	E43542A9-77FA-4EE4-88D7-5BD097687671	"Nötbolandsfjärden_(63.24,18.86)"	WA17135385	FBF543C0-E4A2-4405-A2EB-41645472CA42	21336.93616000000	5270512.22142000030	18	"18 - Norra Bottenhavet, Höga kusten, inre kustvatten"
78	631610-184500	18	Örnsköldsviksfjärden	SE631610-184500	SE631610-184500	Y	SE2	BH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE631610-184500	2006/12/31	2010	3	WA93143570	CCD85423-7D48-49E3-A099-697ECF0CC145	"Örnsköldsviksfjärden_(63.27,18.74)"	WA74672554	7F89E2E2-4E86-44A3-9D55-FE32BDC33184	12508.15344090000	5007055.84487999980	18	"18 - Norra Bottenhavet, Höga kusten, inre kustvatten"
79	652400-220070	22	Mannöfjärden	SE652400-220070	SE652400-220070	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652400-220070	2006/12/31	2010	1	WA18356397	9A657959-7068-42AA-8959-D7DA532814E4	"Mannöfjärden_(65.41,22.01)"	WA35138592	7413CC39-E1C2-4AC7-BD79-D8D215120B99	15262.88398350000	6256155.49058000000	22	"22 - Bottenviken, inre kustvatten"
80	652500-213500	22	Harrbäcksfjärden	SE652500-213500	SE652500-213500	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652500-213500	2006/12/31	2010	1	WA38434339	38ED9D9A-E7D3-4B6E-83A0-889981133CCC	"Harrbäcksfjärden_(65.42,21.57)"	WA97645943	085EB585-5EAA-4FBD-8642-E5496FEF2410	11441.18120280000	3448285.92186000010	22	"22 - Bottenviken, inre kustvatten"
81	652250-213000	22	Bärtnäsfjärden	SE652250-213000	SE652250-213000	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652250-213000	2006/12/31	2010	1	WA29179910	4E0BDEA4-4384-4E5F-843E-C5FF0D45C87A	"Bärtnäsfjärden_(65.37,21.49)"	WA39818143	7DCB2B06-5A3D-4E44-86BE-98137AE4B0B8	25447.79558020000	6692198.92269000040	22	"22 - Bottenviken, inre kustvatten"
82	652075-213500	22	Davids stenar	SE652075-213500	SE652075-213500	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652075-213500	2006/12/31	2010	1	WA50652368	3D49E3A0-AF0A-476B-B04F-500BFC551017	"Davids stenar_(65.35,21.57)"	WA85503851	B37F8862-9D4E-4D4F-A276-4D307B38B6D5	17107.26412480000	6789397.79911000000	22	"22 - Bottenviken, inre kustvatten"
83	652000-214000	22	Mjoöfjärden sek namn	SE652000-214000	SE652000-214000	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652000-214000	2006/12/31	2010	1	WA82290075	692F1B82-EA2A-4205-AF49-D7A937AE3A5D	"Mjoöfjärden sek namn_(65.32,21.7)"	WA30868379	228FFC6A-2291-4DE6-8D43-F4A90AD76117	20489.51080970000	8296885.46231000030	22	"22 - Bottenviken, inre kustvatten"
84	651940-213930	22	Haraholmsfjärden	SE651940-213930	SE651940-213930	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE651940-213930	2006/12/31	2010	1	WA48456976	8556667C-5AFD-4F3D-8604-61A16E23AEC2	"Haraholmsfjärden_(65.31,21.64)"	WA23182982	E949AC0C-A9D0-4750-984F-0289C60C2E00	21541.82939070000	9069281.82922999930	22	"22 - Bottenviken, inre kustvatten"
85	645340-211330	22	Rösnäsfjärden	SE645340-211330	SE645340-211330	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE645340-211330	2006/12/31	2010	1	WA43570427	C06BD9BF-D268-4816-B322-B2C4305B496C	"Rösnäsfjärden_(64.88,21.22)"	WA25781882	02B291E9-43F3-4A86-9A1B-105D748E8863	20550.63002950000	4782637.04373000000	22	"22 - Bottenviken, inre kustvatten"
86	641250-210560	22	Gumbodafjärden	SE641250-210560	SE641250-210560	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE641250-210560	2006/12/31	2010	1	WA55586908	31F9D8C4-389D-4BE9-BD62-39DFB6DCB8B9	"Gumbodafjärden_(64.21,21.09)"	WA10135383	0D383F2D-7164-4C7F-B964-083BC6D7CB2B	8646.83081839000	1674758.04872999990	22	"22 - Bottenviken, inre kustvatten"
87	641000-210500	22	Vändskärsfjärden	SE641000-210500	SE641000-210500	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE641000-210500	2006/12/31	2010	1	WA23631384	FAABB1DC-ABF3-4343-BAD2-DE5E1E3289F6	"Vändskärsfjärden_(64.17,21.07)"	WA94896123	2D43339D-B338-4742-9926-985257D0D916	30888.02855100000	18298531.00440000000	22	"22 - Bottenviken, inre kustvatten"
88	640900-205935	22	Sikeåfjärden	SE640900-205935	SE640900-205935	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE640900-205935	2006/12/31	2010	1	WA94434482	D91E05E3-B964-47CA-9CD6-876908FAC68A	"Sikeåfjärden_(64.15,20.98)"	WA48084121	453AE5B5-473C-4132-A8DA-C87148DD35A2	8744.74436136000	1430833.83456000010	22	"22 - Bottenviken, inre kustvatten"
89	640400-205770	22	Ricklefjärden	SE640400-205770	SE640400-205770	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE640400-205770	2006/12/31	2010	1	WA97144468	BD93BAEA-31FB-449D-BAB7-7EF348611418	"Ricklefjärden_(64.07,20.95)"	WA70747508	9EE875A5-9ED2-45C9-8FE6-25A7698F3A72	10610.59641720000	3742230.72097000010	22	"22 - Bottenviken, inre kustvatten"
90	631500-190270	18	Risöfjärden	SE631500-190270	SE631500-190270	Y	SE2	BH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE631500-190270	2006/12/31	2010	3	WA58328036	72940758-3BC2-44C6-89F5-3033BC33A37C	"Risöfjärden_(63.25,19.05)"	WA70263310	ECA7F73F-51F7-4F09-94DD-2073D7D9C1AF	33902.90102880000	5793017.73763999990	18	"18 - Norra Bottenhavet, Höga kusten, inre kustvatten"
91	582147-111771	1	Kungshamn s skärgård	SE582147-111771	SE582147-111771	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582147-111771	2006/12/31	2010	17	WA42881714	8FD2ED34-CA6A-4315-831C-93B25ED0404F	"Kungshamn s skärgård_(58.35,11.24)"	WA11443142	07D744B6-0A7D-4466-9510-0387DE164D69	24855.96847060000	6007959.83507999960	1n	"1n - Västkustens inre kustvatten, norra"
92	582000-112350	1	Yttre Brofjorden	SE582000-112350	SE582000-112350	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582000-112350	2006/12/31	2010	17	WA32130343	64382CCC-2357-40D5-86EA-DA3417198569	"Yttre Brofjorden_(58.33,11.39)"	WA22406332	04403C1C-A9AC-42AF-9757-C46F60DA6F42	19641.36252490000	6017429.57992000040	1n	"1n - Västkustens inre kustvatten, norra"
93	581748-112411	1	Saltö fjord	SE581748-112411	SE581748-112411	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581748-112411	2006/12/31	2010	17	WA93537791	633812FC-ABDC-4CD2-890D-92D68BA9F951	"Saltö fjord_(58.28,11.4)"	WA28341915	5970DC14-34EF-4422-A11F-18DB86AC2D89	66960.78161240000	22538091.57959999900	1n	"1n - Västkustens inre kustvatten, norra"
94	580765-112501	1	n Käringöfjorden inre skärgård	SE580765-112501	SE580765-112501	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580765-112501	2006/12/31	2010	17	WA57731970	B39A3E3C-F045-4100-95E8-61E059D4A95C	"n Käringöfjorden inre skärgård_(58.13,11.39)"	WA88812584	E7A03746-48EA-487A-822F-C95EFDB35425	37917.94301580000	7041694.03507000020	1n	"1n - Västkustens inre kustvatten, norra"
95	580530-112700	1	s Käringöfjorden inre skärgård	SE580530-112700	SE580530-112700	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580530-112700	2006/12/31	2010	17	WA55991137	9169FDD9-BBEA-424D-8E33-D23F25F12C73	"s Käringöfjorden inre skärgård_(58.11,11.45)"	WA42386295	0EF7A48A-6C8B-4CA5-B9ED-D4A286C263C2	25502.00814770000	4805176.73025000000	1n	"1n - Västkustens inre kustvatten, norra"
96	594000-190500	12	Gräsköfjärden	SE594000-190500	SE594000-190500	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594000-190500	2006/12/31	2010	7	WA16003907	93E2BC97-BCDB-463D-A3DF-BE0329CB18D9	"Gräsköfjärden_(59.68,19.11)"	WA34139141	04C56951-7435-41E5-8541-E48EB4C9A2A8	61536.05018990000	51971656.30150000000	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
97	593860-192000	15	Nåtfjärden	SE593860-192000	SE593860-192000	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593860-192000	2006/12/31	2010	7	WA92080732	E4A96E85-26FB-4C5B-86FE-04A988121D87	"Nåtfjärden_(59.64,19.33)"	WA90347967	773815D7-B674-45FA-9644-7C01AEE92C51	51561.55191520000	28128743.11090000000	15	"15 - Stockholms skärgård, yttre kustvatten"
98	593500-190000	12	Svartlögafjärden	SE593500-190000	SE593500-190000	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593500-190000	2006/12/31	2010	7	WA67485534	17758CEB-71A8-4E9E-ABA1-587AE174EB73	"Svartlögafjärden_(59.55,18.98)"	WA31332676	B62354AD-0C2F-40C8-BC73-8189EA1AFBEF	286086.87770800001	259470084.36899999000	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
99	583160-111551	1	Hamburgsundsområdet	SE583160-111551	SE583160-111551	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE583160-111551	2006/12/31	2010	17	WA16305087	B54EC1C1-2521-456E-8272-65B433E2A1C0	"Hamburgsundsområdet_(58.53,11.26)"	WA25730862	B70FC8D2-39BF-4030-851A-571A24B88D74	16974.22430410000	1926528.42745000010	1n	"1n - Västkustens inre kustvatten, norra"
100	583050-110650	1	Heestrand området	SE583050-110650	SE583050-110650	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE583050-110650	2006/12/31	2010	17	WA30138205	FC64C396-870D-485D-8F63-6D23183BD5B5	"Heestrand området_(58.51,11.28)"	WA65225154	E2EFD753-4F25-4D9A-ADC3-17FBC84974FF	18074.64699270000	1816480.67659999990	1n	"1n - Västkustens inre kustvatten, norra"
101	580338-112901	1	Kråke fjord	SE580338-112901	SE580338-112901	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580338-112901	2006/12/31	2010	17	WA77478228	F8956830-D189-40EE-A521-839082E8B5C3	"Kråke fjord_(58.04,11.49)"	WA82274340	2A8A69B2-60ED-4DE1-A668-7256368CED44	42265.00576680000	10625685.48820000000	1n	"1n - Västkustens inre kustvatten, norra"
102	580860-114560	1	Tången området	SE580860-114560	SE580860-114560	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580860-114560	2006/12/31	2010	17	WA87505553	F20CFAD1-21C9-427E-B795-D1CB82CA4D7A	"Tången området_(58.08,11.46)"	WA41833575	8F8296A6-42AD-4DC3-8682-D9A77AAB6DFC	15238.83076400000	3595616.92912000000	1n	"1n - Västkustens inre kustvatten, norra"
103	593920-191440	15	Vidingefjärden	SE593920-191440	SE593920-191440	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593920-191440	2006/12/31	2010	7	WA61570468	E3453FC5-FCD8-414B-9A2D-45FC18D8129D	"Vidingefjärden_(59.65,19.22)"	WA53887431	5AB3EA7B-8E16-46F7-A564-0E2B4FF76D34	61857.27407840000	45649208.43029999700	15	"15 - Stockholms skärgård, yttre kustvatten"
104	594100-185690	12	Ålandsfjärden sek namn	SE594100-185690	SE594100-185690	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594100-185690	2006/12/31	2010	7	WA26002394	3E010D2B-15BB-4597-AFF9-E7274248059F	"Ålandsfjärden sek namn_(59.69,18.93)"	WA88316659	ADB0E787-A3D4-442A-BAAB-77C4D9C310AE	110252.64353500000	40205789.26030000300	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
105	591175-185000	15	Bulleröfjärden	SE591175-185000	SE591175-185000	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591175-185000	2006/12/31	2010	7	WA59446180	7753F071-DD0B-481A-8B86-3CCAA0B1D908	"Bulleröfjärden_(59.18,18.81)"	WA61191074	5A3F6D76-CB49-4874-A496-875EC87E1409	44497.32749090000	24402671.35520000000	15	"15 - Stockholms skärgård, yttre kustvatten"
106	591050-182740	12	Gränöfjärden	SE591050-182740	SE591050-182740	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591050-182740	2006/12/31	2010	7	WA41923452	4FB36932-DBB6-4FA9-8FB9-12DDBCBAE0A2	"Gränöfjärden_(59.18,18.43)"	WA20961615	BB07FC8A-3AF1-45A3-B216-9CBE1C7D902E	50680.16361690000	15666192.25410000000	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
107	590730-183763	12	Norrfjärden	SE590730-183763	SE590730-183763	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590730-183763	2006/12/31	2010	7	WA11729541	5819BD7F-EA0D-4D9D-8482-C7CE0F5BF4CF	"Norrfjärden_(59.09,18.58)"	WA82521184	2D8F04B6-D733-4B1B-8E11-BAECA2B3241C	133322.56948800001	66732354.55470000200	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
108	591160-182400	12	Ällmorafjärden	SE591160-182400	SE591160-182400	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591160-182400	2006/12/31	2010	7	WA58371476	72D223E3-F595-4BB0-AC13-BA5AC3676FE3	"Ällmorafjärden_(59.2,18.38)"	WA77631075	262962BB-EC9B-4C10-B504-20E1BB5A98AA	8982.18252915000	1528149.14770000010	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
109	582050-165820	12	Kärrfjärden	SE582050-165820	SE582050-165820	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582050-165820	2006/12/31	2010	8	WA93807867	1EBE18A6-80AC-4583-8D57-D8D2D0E25BF0	"Kärrfjärden_(58.37,16.95)"	WA17489705	93F0B62A-6255-4D87-A41C-7333AD5F0DE7	156628.71397499999	62554337.41719999900	12s	"12s - Östergötlands samt Stockholms skärgård, mellankustvatten, södra"
110	590665-184210	15	Biskopsfjärden	SE590665-184210	SE590665-184210	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590665-184210	2006/12/31	2010	7	WA71426743	0D48630E-B1A4-4902-AC68-26C50862F8BC	"Biskopsfjärden_(59.13,18.75)"	WA92985654	1B375CC7-EA66-40FC-909E-37B7978BF664	107957.00395300001	50773947.93410000200	15	"15 - Stockholms skärgård, yttre kustvatten"
111	591150-113700	2	Halden	NO0101010202-2-C	0101010202-2-C	N	SE5NO		NO	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SENO591150-113700	2016/12/12	2012_2	17	WA32505111	9EDB6BCC-BFD6-429A-9E54-25A74F1BCDB8	"Halden_(59.11,11.37)"	WA95511900	F54EF79C-AB0F-46B4-A3FA-4F7CF5B9248E	9618.15275752000	1502451.40152999990	2	2 - Västkustens fjordar
