	WATERBODY_NAME	Vattendist	OMRTYP	DATUM	OLD_HID	TYP_NFS06	HID	DIST_CD	VISS_EU_CD	WATER_DISTRICT_CODE	COUNTRY	TYPE_AREA_CODE	TYPE_AREA_NO	Shape_Leng	Shape_Area	TYPE_AREA_SUFFIX	TYPE_AREA_NAME
546	Marsviken	4	2	2006-12-31		12	583970-170280	SE4	SE583970-170280	SE4	SE	12n	12	48393.8717	12003257.33	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
547	Örefjärden	1	2	2006-12-31		20	633000-195000	SE1	SE633000-195000	SE1	SE	20	20	100694.6789	70751639.87		Norra Kvarkens inre kustvatten
548	Husumbukten	2	2	2006-12-31		18	631840-191130	SE2	SE631840-191130	SE2	SE	18	18	44885.270789999995	21453179.69		Norra Bottenhavet, Höga kusten, inre kustvatten
549	Siknäsfjärden	1	2	2006-12-31		22	654990-224540	SE1	SE654990-224540	SE1	SE	22	22	39649.379839999994	28103726.05		Bottenviken, inre kustvatten
550	Bastafjärden	1	2	2006-12-31		22	652465-214080	SE1	SE652465-214080	SE1	SE	22	22	10152.98607	2044918.6169999999		Bottenviken, inre kustvatten
551	Storfjärden	1	2	2006-12-31		22	652066-214400	SE1	SE652066-214400	SE1	SE	22	22	57813.35975	45094409.12		Bottenviken, inre kustvatten
552	Nördfjärden	1	2	2006-12-31		22	652000-213210	SE1	SE652000-213210	SE1	SE	22	22	15690.435630000002	3827835.9060000004		Bottenviken, inre kustvatten
553	Rävahavet	1	2	2006-12-31		22	652150-213000	SE1	SE652150-213000	SE1	SE	22	22	23451.002999999997	5166543.952		Bottenviken, inre kustvatten
554	Yttrefjärden	1	2	2006-12-31		22	651500-213108	SE1	SE651500-213108	SE1	SE	22	22	18268.16138	7930489.035		Bottenviken, inre kustvatten
555	Inrefjärden	1	2	2011-11-21	651800-212800	22	651818-212790	SE1	SE651818-212790	SE1	SE	22	22	19164.914940000002	6638210.609		Bottenviken, inre kustvatten
556	Skälöfjärden	4	2	2006-12-31		12	573500-163900	SE4	SE573500-163900	SE4	SE	12s	12	39850.498889999995	7984683.128	s	Östergötlands samt Stockholms skärgård, mellankustvatten, södra
557	Misterhults skärgårds inre kustvatten	4	2	2006-12-31		12	573500-164660	SE4	SE573500-164660	SE4	SE	12s	12	233822.6234	109732579.9	s	Östergötlands samt Stockholms skärgård, mellankustvatten, södra
558	Västra fjärden	4	2	2006-12-31		8	560775-153055	SE4	SE560775-153055	SE4	SE	8	8	51330.1987	26756453.13		Blekinge skärgård och Kalmarsund, inre kustvatten
559	Östra Blekinge skärgårds kustvatten	4	2	2007-03-27	560450-152001	9	621157-148904	SE4	SE621157-148904	SE4	SE	9	9	90592.81796	228812339.7		Blekinge skärgård och Kalmarsund, yttre kustvatten
560	N m Öresunds kustvatten	4	2	2009-09-17	555650-124131	6	555545-124332	SE4	SE555545-124332	SE4	SE	6	6	68635.59023999999	128289513.0		Öresunds kustvatten
561	Helsingborgsområdet	4	2	2009-09-17	555650-124131	6	562290-124131	SE4	SE562290-124131	SE4	SE	6	6	29258.374780000002	19335067.15		Öresunds kustvatten
562	Kalvfjärden	3	2	2006-12-31		12	591280-182070	SE3	SE591280-182070	SE3	SE	12n	12	19892.6397	3515119.1969999997	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
563	Inre Ålöfjärden	3	2	2009-09-23	584065-171200	12	584045-170882	SE3	SE584045-170882	SE3	SE	12n	12	6528.202845000001	1555424.5480000002	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
564	Ålöfjärden	3	2	2009-09-23	584065-171200	12	584067-171125	SE3	SE584067-171125	SE3	SE	12n	12	13591.90412	5152039.436000001	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
565	Storöfjärden	1	2	2006-12-31		22	654416-230000	SE1	SE654416-230000	SE1	SE	22	22	68069.2564	53732730.65		Bottenviken, inre kustvatten
566	Rånöfjärden	1	2	2006-12-31		22	654570-225230	SE1	SE654570-225230	SE1	SE	22	22	85997.0178	62848618.42		Bottenviken, inre kustvatten
567	Yttre Fjärden	2	2	2009-09-01	604200-171765	16	673283-158060	SE2	SE604200-171765	SE2	SE	16	16	33389.53083	17821270.62		Södra Bottenhavet, inre kustvatten
568	Lövöområdet sek namn	4	2	2006-12-31		8	565800-163000	SE4	SE565800-163000	SE4	SE	8	8	71275.47893	35302098.08		Blekinge skärgård och Kalmarsund, inre kustvatten
569	Åvaviken	3	2	2006-12-31		12	591050-182320	SE3	SE591050-182320	SE3	SE	12n	12	4944.070251	724451.6921	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
570	Rimmöfjärden sek namn	4	2	2006-12-31		12	582590-165000	SE4	SE582590-165000	SE4	SE	12s	12	62788.06416	18522335.89	s	Östergötlands samt Stockholms skärgård, mellankustvatten, södra
571	Gävlebuktens utsjövatten	2	2	2011-10-26	604400-174001	17	604200-174400	SE2	SE604200-174400	SE2	SE	17	17	130639.7657	366137553.4		Södra Bottenhavet, yttre kustvatten
572	N S M Bottenhavets kustvatten	2	2	2011-10-27	612230-172001	17	612520-172080	SE2	SE612520-172080	SE2	SE	17	17	253619.5334	566860092.1		Södra Bottenhavet, yttre kustvatten
573	N Bottenhavets kustvatten	2	2	2011-10-31	632220-193051	19	633400-195000	SE2	SE633400-195000	SE2	SE	19	19	160979.6386	413343915.5		Norra Bottenhavet, Höga kusten, yttre kustvatten
574	Havsfjärden sek namn	2	2	2006-12-31		18	631406-185500	SE2	SE631406-185500	SE2	SE	18	18	27056.87208	11623719.21		Norra Bottenhavet, Höga kusten, inre kustvatten
575	S Höga kustens kustvatten	2	2	2011-11-07	624600-181851	19	623890-178030	SE2	SE623890-178030	SE2	SE	19	19	185008.532	292682241.2		Norra Bottenhavet, Höga kusten, yttre kustvatten
576	Granöfjärden	1	2	2011-11-08	729996-179691	22	656620-222480	SE1	SE656620-222480	SE1	SE	22	22	10433.27085	4224557.516		Bottenviken, inre kustvatten
577	Bergnäsfjärden	1	2	2011-11-08	729996-179691	22	656840-222800	SE1	SE656840-222800	SE1	SE	22	22	23940.35658	7241271.945		Bottenviken, inre kustvatten
578	Stärnö Sandvik	4	2	2011-11-08	560695-144620	8	561480-148220	SE4	SE561480-148220	SE4	SE	8	8	14043.42454	3470662.1610000003		Blekinge skärgård och Kalmarsund, inre kustvatten
579	Västra Blekinge skärgårds kustvatten	4	2	2007-03-27	560450-152001	9	621688-144133	SE4	SE621688-144133	SE4	SE	9	9	61030.01175	164539304.2		Blekinge skärgård och Kalmarsund, yttre kustvatten
580	Yttre Pukaviksbukten	4	2	2011-11-08	560695-144620	8	561150-147620	SE4	SE561150-147620	SE4	SE	8	8	39788.29372	24780265.36		Blekinge skärgård och Kalmarsund, inre kustvatten
581	Åvikfjärden	2	2	2011-11-08	631000-184790	18	632030-187600	SE2	SE632030-187600	SE2	SE	18	18	5907.241138	1180861.189		Norra Bottenhavet, Höga kusten, inre kustvatten
582	Gullviksfjärden sek namn	2	2	2011-11-08	631000-184790	18	631710-188130	SE2	SE631710-188130	SE2	SE	18	18	37656.98669	33574660.48		Norra Bottenhavet, Höga kusten, inre kustvatten
583	Inre Tynderösundet	2	2	2011-11-08	621855-174000	18	624380-176450	SE2	SE624380-176450	SE2	SE	18	18	6073.0559060000005	796827.7213		Norra Bottenhavet, Höga kusten, inre kustvatten
584	Juniskär-Bergsfjärden	2	2	2011-11-08	621855-174000	18	622900-174790	SE2	SE622900-174790	SE2	SE	18	18	24804.16391	5465307.375		Norra Bottenhavet, Höga kusten, inre kustvatten
585	Yttre Björköfjärden	2	2	2011-11-09	615500-173001	18	621920-175280	SE2	SE621920-175280	SE2	SE	18	18	12141.80532	1372799.2759999998		Norra Bottenhavet, Höga kusten, inre kustvatten
586	Lubban	2	2	2011-11-09	615500-173001	18	621720-175130	SE2	SE621720-175130	SE2	SE	18	18	9360.648516	917205.812		Norra Bottenhavet, Höga kusten, inre kustvatten
587	Börstskärsfjärden	1	2	2011-11-09	652630-220570	22	654490-220870	SE1	SE654490-220870	SE1	SE	22	22	50063.367739999994	48503417.98		Bottenviken, inre kustvatten
588	Måttsundsfjärden	1	2	2011-11-09	652630-220570	22	655120-220380	SE1	SE655120-220380	SE1	SE	22	22	40507.44735	12658383.85		Bottenviken, inre kustvatten
589	S m Bottenvikens kustvatten	1	2	2011-11-17	644330-212250	23	647050-213980	SE1	SE648760-213140	SE1	SE	23	23	161302.8268	296170803.7		Bottenviken, yttre kustvatten
590	Hålfjärden	1	2	2011-11-17	644380-211703	22	647260-212660	SE1	SE647260-212660	SE1	SE	22	22	31008.01453	18587971.21		Bottenviken, inre kustvatten
591	Sandvikssundet	1	2	2011-11-17	643820-212260	22	645670-214290	SE1	SE645670-214290	SE1	SE	22	22	13737.728869999999	3935023.167		Bottenviken, inre kustvatten
592	Skelleftebukten	1	2	2011-11-17	643820-212260	23	646360-213700	SE1	SE646360-213700	SE1	SE	23	23	47649.27602	59221442.82		Bottenviken, yttre kustvatten
593	Tavlefjärden	1	2	2011-11-18	634550-202500	20	637640-204160	SE1	SE637640-204160	SE1	SE	20	20	19532.829009999998	2138137.191		Norra Kvarkens inre kustvatten
594	Raggavaviken	1	2	2011-11-18	634350-202900	20	637070-204260	SE1	SE637070-204260	SE1	SE	20	20	5000.09371	430296.7391		Norra Kvarkens inre kustvatten
595	Yttre Täftefjärden	1	2	2011-11-18	634350-202900	20	637310-204860	SE1	SE637310-204860	SE1	SE	20	20	60009.3256	35707626.48		Norra Kvarkens inre kustvatten
596	Fjärdgrundsområdet sek namn	1	2	2011-11-21	633870-202230	20	636570-203590	SE1	SE636570-203590	SE1	SE	20	20	47111.63788	28169659.55		Norra Kvarkens inre kustvatten
597	Österlångslädan	1	2	2011-11-21	633870-202230	20	636910-204040	SE1	SE636910-204040	SE1	SE	20	20	8402.431445	952888.3999		Norra Kvarkens inre kustvatten
598	Megrundsområdet	1	2	2011-11-21	633460-195860	20	636150-199220	SE1	SE636150-199220	SE1	SE	20	20	2261.276859	152143.3164		Norra Kvarkens inre kustvatten
599	Hörnefors området sek namn	1	2	2011-11-21	633460-195860	20	635660-199490	SE1	SE635660-199490	SE1	SE	20	20	66955.21698	61099032.38		Norra Kvarkens inre kustvatten
600	Tallaröfjärden	3	1	2006-12-31		24	592400-181860	SE3	SE592400-181860	SE3	SE	24	24	23506.08079	3172888.0939999996		Stockholms inre skärgård och Hallsfjärden
601	Erstaviken	3	2	2006-12-31		12	591400-182320	SE3	SE591400-182320	SE3	SE	12n	12	38691.62126	17464752.93	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
602	Påskallavikområdet	4	2	2011-11-23	571000-163000	8	633846-154163	SE4	SE633846-154163	SE4	SE	8	8	35596.91589	16107028.67		Blekinge skärgård och Kalmarsund, inre kustvatten
603	Husarviken	3	1	2011-11-23		24	658436-162998	SE3	SE658436-162998	SE3	SE	24	24	1811.0028379999999	32107.01451		Stockholms inre skärgård och Hallsfjärden
604	Degerfjärden	2	2	2011-12-05	632246-192250	18	634040-193330	SE2	SE634040-193330	SE2	SE	18	18	96156.9843	110472203.7		Norra Bottenhavet, Höga kusten, inre kustvatten
605	Avafjärden	2	2	2011-12-05	632246-192250	18	634850-193570	SE2	SE634850-193570	SE2	SE	18	18	28571.509430000002	3697629.318		Norra Bottenhavet, Höga kusten, inre kustvatten
606	Harkskärsfjärden	2	2	2011-10-26	604400-174001	17	604675-172125	SE2	SE604675-172125	SE2	SE	17	17	35976.13502	16289994.34		Södra Bottenhavet, yttre kustvatten
607	Ällöviken	2	2	2011-10-31	632220-193051	18	632090-190370	SE2	SE632090-190370	SE2	SE	18	18	13335.64993	1322871.38		Norra Bottenhavet, Höga kusten, inre kustvatten
608	Tennviken	2	2	2011-11-07	624600-181851	18	632090-189470	SE2	SE632090-189470	SE2	SE	18	18	17272.2193	6744920.2870000005		Norra Bottenhavet, Höga kusten, inre kustvatten
609	Törefjärden	1	2	2006-12-31		22	655260-224280	SE1	SE655260-224280	SE1	SE	22	22	32023.01904	14101278.09		Bottenviken, inre kustvatten
610	Haparandafjärden sek namn	1	2	2008-09-30	654590-240680	22	654560-246250	SE1TO	SE654560-246250	SE1TO	SE	22	22	77272.66567999999	39743273.59		Bottenviken, inre kustvatten
611	Ostnäsfjärden	1	2	2006-12-31		20	635040-204196	SE1	SE635040-204196	SE1	SE	20	20	19726.83486	7505501.58		Norra Kvarkens inre kustvatten
612	Ultråfjärden	2	2	2011-10-31	632220-193051	18	632670-190860	SE2	SE632670-190860	SE2	SE	18	18	5619.460521	853098.5236		Norra Bottenhavet, Höga kusten, inre kustvatten
613	Alnösundet	2	2	2006-12-31		18	622500-172430	SE2	SE622500-172430	SE2	SE	18	18	28268.051389999997	11203161.16		Norra Bottenhavet, Höga kusten, inre kustvatten
614	Västerfjärden	1	2	2006-12-31		20	634230-201605	SE1	SE634230-201605	SE1	SE	20	20	60920.21853	9031869.686		Norra Kvarkens inre kustvatten
615	Lillfjärden	1	2	2008-09-22	634676-203000	20	634950-202940	SE1	SE634950-202940	SE1	SE	20	20	4451.214014	808063.9089		Norra Kvarkens inre kustvatten
616	Sannafjärden	2	2	2011-10-31	632220-193051	18	632760-191300	SE2	SE632760-191300	SE2	SE	18	18	23133.34721	7211206.5879999995		Norra Bottenhavet, Höga kusten, inre kustvatten
617	Sörleviken	2	2	2011-11-07	624600-181851	18	628750-183300	SE2	SE628750-183300	SE2	SE	18	18	5055.667022	510718.1907		Norra Bottenhavet, Höga kusten, inre kustvatten
618	Yttre Gaviksfjärden	2	2	2011-11-07	624600-181851	18	628480-183070	SE2	SE628480-183070	SE2	SE	18	18	21947.17025	7865631.393999999		Norra Bottenhavet, Höga kusten, inre kustvatten
619	Sörbrändöfjärden	1	2	2008-10-20	652710-223116	22	652920-222650	SE1	SE652920-222650	SE1	SE	22	22	79781.57562999999	94871519.35		Bottenviken, inre kustvatten
620	Bursfjärden	1	2	2006-12-31		22	650460-213400	SE1	SE650460-213400	SE1	SE	22	22	21924.583319999998	7597995.252		Bottenviken, inre kustvatten
621	Åbyfjärden	1	2	2006-12-31		22	645950-212650	SE1	SE645950-212650	SE1	SE	22	22	25482.87609	11604663.24		Bottenviken, inre kustvatten
622	Boviksfjärden	1	2	2006-12-31		22	644730-210650	SE1	SE644730-210650	SE1	SE	22	22	10791.667	2300125.879		Bottenviken, inre kustvatten
623	Ytterviksfjärden	1	2	2008-09-17	643950-211486	22	644030-218500	SE1	SE644030-218500	SE1	SE	22	22	16179.33443	3038093.381		Bottenviken, inre kustvatten
624	Mulöviken	1	2	2011-11-08	729996-179691	22	656300-222750	SE1	SE656300-222750	SE1	SE	22	22	6988.429563	2053259.4430000002		Bottenviken, inre kustvatten
625	Ersnäsfjärden	1	2	2011-11-09	652630-220570	22	654860-219880	SE1	SE654860-219880	SE1	SE	22	22	30927.63921	17545596.55		Bottenviken, inre kustvatten
626	Möröfjärden	1	2	2011-11-09	652630-220570	22	655180-218660	SE1	SE655180-218660	SE1	SE	22	22	22159.68116	4623642.89		Bottenviken, inre kustvatten
627	Fårholmen	2	2	2011-10-27	612230-172001	16	605630-179220	SE2	SE605630-179220	SE2	SE	16	16	5200.519274	601122.0922		Södra Bottenhavet, inre kustvatten
628	Långvindsfjärden	2	2	2011-07-15		16	612791-171130	SE2	SE612791-171130	SE2	SE	16	16	36354.15643	11191492.41		Södra Bottenhavet, inre kustvatten
629	Norrsundet	2	2	2011-10-27	612230-172001	16	605760-171000	SE2	SE605760-171000	SE2	SE	16	16	34349.32363	13749325.05		Södra Bottenhavet, inre kustvatten
630	Gullmarn centralbassäng	5	2	2006-12-31		2	581700-113000	SE5	SE581700-113000	SE5	SE	2	2	113016.4224	49596857.49		Västkustens fjordar
631	Kalvöfjorden	5	2	2006-12-31		1	580610-113615	SE5	SE580610-113615	SE5	SE	1n	1	43377.12408	11290045.06	n	Västkustens inre kustvatten, norra
632	Halsefjorden	5	2	2006-12-31		2	580688-114860	SE5	SE580688-114860	SE5	SE	2	2	34408.93497	14051384.07		Västkustens fjordar
633	Askeröfjorden	5	2	2006-12-31		2	580500-114725	SE5	SE580500-114725	SE5	SE	2	2	60623.81815	18225123.52		Västkustens fjordar
634	Hake fjord	5	2	2006-12-31		2	575700-114240	SE5	SE575700-114240	SE5	SE	2	2	135626.6597	75725564.01		Västkustens fjordar
635	Fjällbacka inre skärgård	5	2	2006-12-31		1	583710-111535	SE5	SE583710-111535	SE5	SE	1n	1	73125.05978	13430042.95	n	Västkustens inre kustvatten, norra
636	Havstensfjorden	5	2	2006-12-31		2	581740-114820	SE5	SE581740-114820	SE5	SE	2	2	121941.2612	54111198.78		Västkustens fjordar
637	Halsöfjärden	4	2	2006-12-31		12	580735-165296	SE4	SE580735-165296	SE4	SE	12s	12	81772.7079	34397300.23	s	Östergötlands samt Stockholms skärgård, mellankustvatten, södra
638	Inre Gamlebyviken	4	2	2006-12-31		12	575150-162700	SE4	SE575150-162700	SE4	SE	12s	12	30662.07797	9610022.712000001	s	Östergötlands samt Stockholms skärgård, mellankustvatten, södra
639	N Ölands kustvatten	4	2	2006-12-31		10	570000-170351	SE4	SE570000-170351	SE4	SE	10	10	197691.7417	229131273.0		Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
640	S Ölands kustvatten	4	2	2006-12-31		10	562410-164001	SE4	SE562410-164001	SE4	SE	10	10	180985.9488	201866968.7		Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
641	Svartviksfjärden	2	2	2006-12-31		18	622000-172300	SE2	SE622000-172300	SE2	SE	18	18	12007.23098	3284863.512		Norra Bottenhavet, Höga kusten, inre kustvatten
642	Grankullaviken	4	2	2006-12-31		10	572110-170620	SE4	SE572110-170620	SE4	SE	10	10	14335.67783	6392606.102000001		Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
643	Del av Bottenhavets utsjövatten	0	3	2007-01-01		0	620333-175418	SE0	SE620333-175418	SE0	SE	0	0	730211.8072	7014428861.0		
644	Salen	2	2	2011-11-09	615500-173001	18	622080-176120	SE2	SE622080-176120	SE2	SE	18	18	18340.49349	4580470.183999999		Norra Bottenhavet, Höga kusten, inre kustvatten
645	Lilla Värtan	3	1	2007-03-26	592000-181015	24	658352-163189	SE3	SE658352-163189	SE3	SE	24	24	40764.22694	12788958.47		Stockholms inre skärgård och Hallsfjärden
646	Hamnskär	2	2	2011-10-27	612230-172001	16	605390-171558	SE2	SE605390-171558	SE2	SE	16	16	41564.58861	19681774.95		Södra Bottenhavet, inre kustvatten
647	Hilleviksfjärden	2	2	2011-10-27	612230-172001	16	604900-171700	SE2	SE604900-171700	SE2	SE	16	16	32210.81397	11020677.2		Södra Bottenhavet, inre kustvatten
648	Iggösundet	2	2	2011-10-27	612230-172001	16	605140-171674	SE2	SE605140-171674	SE2	SE	16	16	18695.99008	3279968.413		Södra Bottenhavet, inre kustvatten
649	S S M Bottenhavets kustvatten	2	2	2011-10-27	612230-172001	17	605660-172380	SE2	SE605660-172380	SE2	SE	17	17	155294.1158	433867837.7		Södra Bottenhavet, yttre kustvatten
650	Burefjärden	1	2	2006-12-31		22	643700-211940	SE1	SE643700-211940	SE1	SE	22	22	35297.42833	14987550.27		Bottenviken, inre kustvatten
651	Storsladan	1	2	2006-12-31		22	643550-211920	SE1	SE643550-211920	SE1	SE	22	22	17098.59509	3765641.125		Bottenviken, inre kustvatten
652	Bäckfjärden	1	2	2006-12-31		22	643160-212730	SE1	SE643160-212730	SE1	SE	22	22	29663.90714	7358084.602000001		Bottenviken, inre kustvatten
653	Bjuröfjärden	1	2	2006-12-31		22	642950-213400	SE1	SE642950-213400	SE1	SE	22	22	49302.15711	30677039.87		Bottenviken, inre kustvatten
654	Blackefjärden	1	2	2006-12-31		22	642035-212600	SE1	SE642035-212600	SE1	SE	22	22	15929.96205	4861480.775		Bottenviken, inre kustvatten
655	Strömmen	3	1	2006-12-31		24	591920-180800	SE3	SE591920-180800	SE3	SE	24	24	30649.76001	4069764.7		Stockholms inre skärgård och Hallsfjärden
656	V sydkustens kustvatten	4	2	2011-12-08	552290-125800	7	553730-128890	SE4	SE553730-128890	SE4	SE	7	7	96209.26938	124657904.7		Skånes kustvatten
657	Lagnöström	3	2	2006-12-31		12	591755-182800	SE3	SE591755-182800	SE3	SE	12n	12	7231.164589	697789.1829	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
658	Grisslingen	3	2	2006-12-31		12	591815-182670	SE3	SE591815-182670	SE3	SE	12n	12	13542.4457	2676843.4359999998	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
659	Inre Idefjorden	5	2	2012-05-15		2	590020-114520	SE5NO	SENO590020-114520	SE5NO	SN	2	2	10388.70014	2937348.73		Västkustens fjordar
660	Idefjorden	5	2	2012-05-15		2	590860-113810	SE5NO	SENO590860-113810	SE5NO	SN	2	2	57044.352439999995	15572256.11		Västkustens fjordar
661	Inre Singlefjorden	5	2	2012-05-15		2	590900-112300	SE5NO	SENO590900-112300	SE5NO	SN	2	2	6416.753093	664949.4727		Västkustens fjordar
662	Halden	5	2	2012-05-15		2	591150-113700	SE5NO	SENO591150-113700	SE5NO	SN	2	2	9618.226241	1502460.861		Västkustens fjordar
663	Singlefjorden	5	2	2012-05-15		1	590670-111380	SE5NO	SENO590670-111380	SE5NO	SN	1n	1	164297.4195	75805565.0	n	Västkustens inre kustvatten, norra
664	N Höga kustens kustvatten	2	2	2011-11-07	624600-181851	19	630210-187470	SE2	SE630210-187470	SE2	SE	19	19	238530.2522	404976319.1		Norra Bottenhavet, Höga kusten, yttre kustvatten
665	Sundsvallsbukten	2	2	2011-11-08	621855-174000	18	623300-176210	SE2	SE623300-176210	SE2	SE	18	18	137179.2982	259919937.8		Norra Bottenhavet, Höga kusten, inre kustvatten
666	N M Bottenhavets kustvatten	2	2	2011-11-09	615500-173001	19	619690-175690	SE2	SE619690-175690	SE2	SE	19	19	303138.6357	710313273.5		Norra Bottenhavet, Höga kusten, yttre kustvatten
667	Skomakarfjärden	1	2	2006-12-31		22	654360-235780	SE1	SE654360-235780	SE1	SE	22	22	96533.74478	96589472.27		Bottenviken, inre kustvatten
668	Knivskärsfjärden	1	2	2008-09-30	653900-240850	23	653840-247900	SE1TO	SE653840-247900	SE1TO	SE	23	23	41437.31846	34086992.97		Bottenviken, yttre kustvatten
669	S Bottenvikens kustvatten	1	2	2006-12-31		23	641250-211751	SE1	SE641250-211751	SE1	SE	23	23	224100.8406	323799421.6		Bottenviken, yttre kustvatten
670	Kallviken	1	2	2006-12-31		22	641875-212250	SE1	SE641875-212250	SE1	SE	22	22	14447.192530000002	4369985.336		Bottenviken, inre kustvatten
671	Horsfjärden	3	2	2006-12-31		12	590385-180890	SE3	SE590385-180890	SE3	SE	12n	12	190857.0468	61504184.68	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
672	Björköfjorden	5	2	2006-12-31		1	574370-114250	SE5	SE574370-114250	SE5	SE	1s	1	19815.2469	5978291.116	s	Västkustens inre kustvatten, södra
673	Dana fjord	5	2	2006-12-31		1	574000-114230	SE5	SE574000-114230	SE5	SE	1s	1	47730.722310000005	33709261.81	s	Västkustens inre kustvatten, södra
674	Rivö fjord	5	1	2006-12-31		25	574050-114780	SE5	SE574050-114780	SE5	SE	25	25	59704.693439999995	22926162.45		Göta Älvs- och Nordre Älvs estuarie
675	Söderarms skärgård	3	2	2006-12-31		15	594200-192000	SE3	SE594200-192000	SE3	SE	15	15	218797.0731	120984193.1		Stockholms skärgård, yttre kustvatten
676	Kallskärsfjärden	3	2	2006-12-31		12	593000-190500	SE3	SE593000-190500	SE3	SE	12n	12	79995.38918	66588643.52	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
677	Brandfjärden	3	2	2006-12-31		15	591500-185300	SE3	SE591500-185300	SE3	SE	15	15	152248.5678	91125408.38		Stockholms skärgård, yttre kustvatten
678	Tranaröfjärden	3	2	2006-12-31		12	591655-183200	SE3	SE591655-183200	SE3	SE	12n	12	35759.93841	4454282.022	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
679	Ingaröfjärden	3	2	2006-12-31		12	591300-182800	SE3	SE591300-182800	SE3	SE	12n	12	93386.74928999999	42198358.55	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
680	Del av s Kattegatts utsjövatten	0	3	2013-02-28		0	570714-115613	SE0	SE570714-115613	SE0	SE	0	0	183545.5357	1376436244.0		
