	WATERBODY_NAME	Vattendist	OMRTYP	DATUM	OLD_HID	TYP_NFS06	HID	DIST_CD	VISS_EU_CD	WATER_DISTRICT_CODE	COUNTRY	TYPE_AREA_CODE	TYPE_AREA_NO	Shape_Leng	Shape_Area	TYPE_AREA_SUFFIX	TYPE_AREA_NAME
392	Fårösund	4	2	2006-12-31		10	575150-190400	SE4	SE575150-190400	SE4	SE	10	10	30003.07671	21143088.49		Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
393	Irevik	4	2	2006-12-31		11	575170-183550	SE4	SE575170-183550	SE4	SE	11	11	21554.272969999998	16237264.76		Gotlands västra och norra kustvatten
394	Ö Gotlands m kustvatten	4	2	2006-12-31		10	573200-185701	SE4	SE573200-185701	SE4	SE	10	10	99986.03893	191763610.4		Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
395	Lausvik	4	2	2006-12-31		10	571800-184300	SE4	SE571800-184300	SE4	SE	10	10	22151.22137	22715092.62		Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
396	Gansviken	4	2	2006-12-31		10	570850-182920	SE4	SE570850-182920	SE4	SE	10	10	40786.12588	36609809.83		Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
397	Slesviken	4	2	2006-12-31		10	570200-182500	SE4	SE570200-182500	SE4	SE	10	10	42751.51094	60543455.79		Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
398	Håkansöfjärden	1	2	2006-12-31		22	652250-213430	SE1	SE652250-213430	SE1	SE	22	22	26491.91858	8708643.529		Bottenviken, inre kustvatten
399	Stora Värtan	3	1	2006-12-31		24	592400-180800	SE3	SE592400-180800	SE3	SE	24	24	43120.2334	17774927.44		Stockholms inre skärgård och Hallsfjärden
400	Ronnebyfjärden	4	2	2006-12-31		8	560940-151740	SE4	SE560940-151740	SE4	SE	8	8	34284.37392	10302713.76		Blekinge skärgård och Kalmarsund, inre kustvatten
401	Gårdsfjärden	2	2	2006-12-31		16	613760-171000	SE2	SE613760-171000	SE2	SE	16	16	25902.022869999997	6308667.668		Södra Bottenhavet, inre kustvatten
402	Del av N Ålands havs utsjövatten	0	3	2012-09-04		0	595913-190752	SE0	SE595913-190752	SE0	SE	0	0	158269.3483	795788974.9		
403	Del av S n Kvarkens utsjövatten	0	3	2007-01-01		0	632213-201821	SE0	SE632213-201821	SE0	SE	0	0	127876.6083	445291766.4		
404	Björköfjärden	3	2	2006-12-31		12	594800-190220	SE3	SE594800-190220	SE3	SE	12n	12	141648.6065	38314299.43	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
405	Del av N n Kvarkens utsjövatten	0	3	2007-01-01		0	634223-210932	SE0	SE634223-210932	SE0	SE	0	0	141996.3382	736027780.2		
406	Enskärsfjärden	1	2	2006-12-31		23	653870-235570	SE1	SE653870-235570	SE1	SE	23	23	75302.13822000001	112584903.6		Bottenviken, yttre kustvatten
407	Klintehamnsviken sek namn	4	2	2006-12-31		10	572350-180930	SE4	SE572350-180930	SE4	SE	10	10	30298.92568	16599536.36		Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
408	Björköfjärden	1	2	2007-03-19	653820-222400	22	729849-180191	SE1	SE729849-180191	SE1	SE	22	22	30312.04228	16196173.3		Bottenviken, inre kustvatten
409	Lyresund	5	2	2006-12-31		1	580500-112970	SE5	SE580500-112970	SE5	SE	1n	1	15170.12104	2344602.622	n	Västkustens inre kustvatten, norra
410	Malö Strömmar	5	2	2006-12-31		2	581200-112960	SE5	SE581200-112960	SE5	SE	2	2	12581.11607	1556832.8480000002		Västkustens fjordar
411	S v s Kalmarsunds kustvatten	4	2	2006-12-31		9	560700-155801	SE4	SE560700-155801	SE4	SE	9	9	131709.7469	178932404.8		Blekinge skärgård och Kalmarsund, yttre kustvatten
412	S Kalmarsunds utsjövatten	4	2	2006-12-31		9	561400-161201	SE4	SE561400-161201	SE4	SE	9	9	174289.8105	679711884.4		Blekinge skärgård och Kalmarsund, yttre kustvatten
413	Del av Hanöbuktens utsjövatten	0	3	2007-01-01		0	555420-145140	SE0	SE555420-145140	SE0	SE	0	0	342468.9082	2752778153.0		
414	Del av Bornholmshavets utsjövatten	0	3	2007-01-01		0	555851-160709	SE0	SE555851-160709	SE0	SE	0	0	185105.4636	1204936417.0		
415	Yttre Lulefjärden	1	2	2007-03-27	653450-220800	22	728806-179329	SE1	SE728806-179329	SE1	SE	22	22	21963.9677	9560096.713		Bottenviken, inre kustvatten
416	Inre Lulefjärden	1	2	2007-03-27	653450-220800	22	729159-179002	SE1	SE729159-179002	SE1	SE	22	22	17992.30368	7831379.115		Bottenviken, inre kustvatten
417	N. Sigfridsöfjärden	1	2	2006-12-31		22	654330-222200	SE1	SE654330-222200	SE1	SE	22	22	19106.0684	10408979.75		Bottenviken, inre kustvatten
418	Svartlögafjärden	3	2	2006-12-31		12	593500-190000	SE3	SE593500-190000	SE3	SE	12n	12	286086.8777	259470084.4	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
419	Träsköfjärden	3	2	2006-12-31		12	592640-184500	SE3	SE592640-184500	SE3	SE	12n	12	299849.5555	68649482.71	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
420	Haby bukt	5	2	2006-12-31		1	582420-111370	SE5	SE582420-111370	SE5	SE	1n	1	4812.117864	740627.0203	n	Västkustens inre kustvatten, norra
421	Syrsan	4	2	2006-12-31		12	575670-163500	SE4	SE575670-163500	SE4	SE	12s	12	50108.541710000005	19099143.94	s	Östergötlands samt Stockholms skärgård, mellankustvatten, södra
422	Vidingefjärden	3	2	2006-12-31		15	593920-191440	SE3	SE593920-191440	SE3	SE	15	15	61857.274079999996	45649208.43		Stockholms skärgård, yttre kustvatten
423	Askrikefjärden	3	1	2006-12-31		24	592290-181600	SE3	SE592290-181600	SE3	SE	24	24	104778.4554	33511483.14		Stockholms inre skärgård och Hallsfjärden
424	Sollenkrokafjärden	3	2	2006-12-31		12	592245-184400	SE3	SE592245-184400	SE3	SE	12n	12	51808.823939999995	8866082.96	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
425	Brunnsviken	3	1	2007-03-26		24	658507-162696	SE3	SE658507-162696	SE3	SE	24	24	12268.76946	1523103.822		Stockholms inre skärgård och Hallsfjärden
426	Neglingeviken	3	2	2007-03-29		12	657608-164193	SE3	SE657608-164193	SE3	SE	12n	12	4746.081292	365413.7183	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
427	Vårgärdssjön	3	2	2007-01-01		12	657412-164249	SE3	SE657412-164249	SE3	SE	12n	12	4833.084429	375251.5038	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
428	Baggensfjärden	3	2	2006-12-31		12	591760-181955	SE3	SE591760-181955	SE3	SE	12n	12	41715.74909	14433121.08	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
429	Ö Gotlands n kustvatten	4	2	2006-12-31		10	574170-190001	SE4	SE574170-190001	SE4	SE	10	10	145108.4812	215253270.0		Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
430	Sotefjorden	5	2	2006-12-31		3	582700-110451	SE5	SE582700-110451	SE5	SE	3	3	119178.5709	225989554.8		Västkustens yttre kustvatten, Skagerrak
431	Hunnebostrand skärgård	5	2	2006-12-31		1	582665-111706	SE5	SE582665-111706	SE5	SE	1n	1	26700.57244	3548575.4310000003	n	Västkustens inre kustvatten, norra
432	Kungshamn n skärgård	5	2	2006-12-31		1	582302-111451	SE5	SE582302-111451	SE5	SE	1n	1	23418.92142	2659056.668	n	Västkustens inre kustvatten, norra
433	Bredasund	4	2	2007-03-29		8	622384-147046	SE4	SE622384-147046	SE4	SE	8	8	6498.784738	705936.0096		Blekinge skärgård och Kalmarsund, inre kustvatten
434	Mellersta Blekinge skärgårds kustvatten	4	2	2007-03-27	560450-152001	9	622011-146303	SE4	SE622011-146303	SE4	SE	9	9	100122.8529	186539533.5		Blekinge skärgård och Kalmarsund, yttre kustvatten
435	Älgöfjärden	3	2	2006-12-31		12	592040-184000	SE3	SE592040-184000	SE3	SE	12n	12	84606.79161	16360467.82	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
436	Kanholmsfjärden	3	2	2006-12-31		12	592000-184700	SE3	SE592000-184700	SE3	SE	12n	12	39782.3959	34967160.71	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
437	Edsviken	3	2	2007-04-11		12	662116-166449	SE3	SE662116-166449	SE3	SE	12n	12	4098.872531	228880.9222	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
438	Yxlaområdet	3	2	2006-12-31		12	593750-184900	SE3	SE593750-184900	SE3	SE	12n	12	263182.2076	70458257.92	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
439	Bogevik	4	2	2007-03-29		10	640066-167754	SE4	SE640066-167754	SE4	SE	10	10	10834.032	2037390.25		Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
440	Prästmaren	3	2	2007-04-27		12	658180-166649	SE3	SE658180-166649	SE3	SE	12n	12	4970.46817	188492.9676	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
441	Breviken	3	2	2006-12-31		12	591755-183895	SE3	SE591755-183895	SE3	SE	12n	12	31874.80768	5294697.59	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
442	Del av S Öresunds utsjövatten	0	3	2012-09-04		0	615085-130626	SE0	SE615085-130626	SE0	SE	0	0	71559.87603	232786163.3		
443	S m Öresunds kustvatten	4	2	2012-09-04		6	554500-125001	SE4	SE554500-125001	SE4	SE	6	6	86386.02627	141090030.7		Öresunds kustvatten
444	Del av Arkonahavets utsjövatten	0	3	2012-09-04		0	551617-133102	SE0	SE551617-133102	SE0	SE	0	0	241537.8133	1948179745.0		
445	Del av Bottenvikens utsjövatten	0	3	2007-01-01		0	650320-220650	SE0	SE650320-220650	SE0	SE	0	0	588923.3857	5335786434.0		
446	Norrbottens skärgårds kustvatten	1	2	2006-12-31		23	652400-223501	SE1	SE652400-223501	SE1	SE	23	23	756612.2663	2334241797.0		Bottenviken, yttre kustvatten
447	Tåmfjärden	1	2	2008-09-04	644000-213101	22	645830-212300	SE1	SE645830-212300	SE1	SE	22	22	21363.308240000002	7017359.084		Bottenviken, inre kustvatten
448	Kågefjärden	1	2	2008-09-03	644935-210500	22	645000-213500	SE1	SE645000-213500	SE1	SE	22	22	31195.145210000002	9240885.905		Bottenviken, inre kustvatten
449	Inre Kågefjärden	1	2	2008-09-03	644935-210500	22	645000-212100	SE1	SE645000-212100	SE1	SE	22	22	14729.34737	4235089.424		Bottenviken, inre kustvatten
450	Bodöfjärden	1	2	2006-12-31		22	654640-233190	SE1	SE654640-233190	SE1	SE	22	22	107131.7825	55922618.5		Bottenviken, inre kustvatten
451	Ursviksfjärden	1	2	2008-09-17	644070-211300	22	644150-211000	SE1	SE644150-211000	SE1	SE	22	22	15534.03811	3026582.0039999997		Bottenviken, inre kustvatten
452	Nordre Älvs fjord	5	1	2006-12-31		25	574650-114360	SE5	SE574650-114360	SE5	SE	25	25	68992.93406	37593198.61		Göta Älvs- och Nordre Älvs estuarie
453	Laholmsbukten	5	2	2006-12-31		5	563330-124600	SE5	SE563330-124600	SE5	SE	5	5	75100.29515	284712509.4		Södra Halland och norra Öresunds kustvatten
454	Skälderviken	5	2	2006-12-31		5	562000-123800	SE5	SE562000-123800	SE5	SE	5	5	77063.97871	241054027.3		Södra Halland och norra Öresunds kustvatten
455	V Hanöbuktens kustvatten	4	2	2006-12-31		7	554800-142001	SE4	SE554800-142001	SE4	SE	7	7	192353.0848	267872196.4		Skånes kustvatten
456	Sörfjärden	1	2	2008-09-17	644070-211300	22	644040-211260	SE1	SE644040-211260	SE1	SE	22	22	9240.419451	3261305.3710000003		Bottenviken, inre kustvatten
457	Kurjoviken	1	2	2008-09-17	644070-211300	22	644160-211320	SE1	SE644040-211260	SE1	SE	22	22	2377.411291	139513.9886		Bottenviken, inre kustvatten
458	Yttre Lövselefjärden	1	2	2008-09-18	641745-211570	22	641720-211520	SE1	SE641745-211570	SE1	SE	22	22	7488.841683	2050769.437		Bottenviken, inre kustvatten
459	Inre Lövselefjärden	1	2	2008-09-18	641745-211570	22	641840-211540	SE1	SE641745-211570	SE1	SE	22	22	3642.1458020000005	671218.2744		Bottenviken, inre kustvatten
460	Täftefjärden	1	2	2008-09-22	634676-203000	20	634740-203020	SE1	SE634740-203020	SE1	SE	20	20	32533.74367	11052942.68		Norra Kvarkens inre kustvatten
461	Yttre Österfjärden	1	2	2008-09-23	634200-202033	20	634110-201920	SE1	SE634200-202033	SE1	SE	20	20	8343.853012	2247142.41		Norra Kvarkens inre kustvatten
462	Inre Österfjärden	1	2	2008-09-23	634200-202033	20	634350-202000	SE1	SE634200-202033	SE1	SE	20	20	24455.34805	10430883.9		Norra Kvarkens inre kustvatten
463	Holmsund	1	2	2008-09-23	634200-202033	20	634210-202020	SE1	SE634200-202033	SE1	SE	20	20	11131.23158	2833326.55		Norra Kvarkens inre kustvatten
464	N m Bottenvikens kustvatten	1	2	2011-12-07	645740-212640	23	649640-214530	SE1	SE648760-213140	SE1	SE	23	23	74980.45749	79299135.5		Bottenviken, yttre kustvatten
465	Hertsöfjärden	1	2	2008-10-20	652710-223116	22	653415-221340	SE1	SE653415-221340	SE1	SE	22	22	13485.59931	2492349.349		Bottenviken, inre kustvatten
466	N n Bohusläns skärgårds kustvatten	5	2	2008-09-29	585440-105451	3	585660-112590	SE5	SE585750-105940	SE5	SE	3	3	105720.9492	89706384.66		Västkustens yttre kustvatten, Skagerrak
467	Hamnskärsfjärden	1	2	2006-12-31		23	654150-240380	SE1	SE654150-240380	SE1	SE	23	23	27325.5633	25722242.93		Bottenviken, yttre kustvatten
468	Åkeröfjärden	3	2	2006-12-31		12	594384-185542	SE3	SE594384-185542	SE3	SE	12n	12	17590.57361	1871898.679	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
469	Inre Valdemarsviken	4	2	2006-12-31		13	581000-164020	SE4	SE581000-164020	SE4	SE	13	13	18774.25466	3130115.172		Östergötlands inre skärgård
470	Inre Fjärden	2	2	2009-09-01	604200-171765	16	604055-171248	SE2	SE604055-171248	SE2	SE	16	16	7608.210082	1825853.594		Södra Bottenhavet, inre kustvatten
471	Svensbyfjärden	1	2	2011-11-21	651800-212800	22	652020-211930	SE1	SE652020-211930	SE1	SE	22	22	38528.13465	20924402.82		Bottenviken, inre kustvatten
472	Oskarshamnsområdet	4	2	2009-09-10	571500-163500	8	571450-163320	SE4	SE571450-163320	SE4	SE	8	8	90113.36316000001	93733032.57		Blekinge skärgård och Kalmarsund, inre kustvatten
473	Inre Oskarshamnsområdet	4	2	2009-09-10	571500-163500	8	571552-162848	SE4	SE571552-162848	SE4	SE	8	8	8238.712495	1245145.653		Blekinge skärgård och Kalmarsund, inre kustvatten
474	Lommabukten	4	2	2009-09-18	554000-125700	6	554040-125750	SE4	SE554040-125750	SE4	SE	6	6	58397.703310000004	112266516.8		Öresunds kustvatten
475	Malmö hamnområde	4	2	2009-09-18	554000-125700	6	553757-130820	SE4	SE553757-130820	SE4	SE	6	6	28220.25294	5384472.879		Öresunds kustvatten
476	Trelleborgs hamnområde	4	2	2009-09-21	551700-130851	7	552219-130919	SE4	SE552219-130919	SE4	SE	7	7	4277.438811999999	396696.9468		Skånes kustvatten
477	Ö sydkustens kustvatten	4	2	2009-09-21	552050-133751	7	552170-130626	SE4	SE552170-130626	SE4	SE	7	7	122808.6726	172170765.2		Skånes kustvatten
478	Ystads hamnområde	4	2	2009-09-21	552050-133751	7	552220-130920	SE4	SE552220-130920	SE4	SE	7	7	5770.193719	868477.33		Skånes kustvatten
479	Motala Ström	4	2	2009-09-22	583900-162500	13	583721-161110	SE4	SE583721-161110	SE4	SE	13	13	12152.78348	2441303.5069999998		Östergötlands inre skärgård
480	Pampusfjärden	4	2	2009-09-22	583900-162500	13	583718-161687	SE4	SE583718-161687	SE4	SE	13	13	31576.41594	15456722.65		Östergötlands inre skärgård
481	Hasselöområdet	3	2	2009-09-23	583900-170800	12	583906-170998	SE3	SE583906-170998	SE3	SE	12n	12	30393.82002	7049245.296	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
482	Ljungskärsflagen	3	2	2009-09-23	583900-170800	12	583896-170790	SE3	SE583896-170790	SE3	SE	12n	12	7418.403959	1857442.436	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
483	Oxelösunds hamnområde	3	2	2009-09-23	583900-170800	12	583960-170700	SE3	SE583960-170700	SE3	SE	12n	12	7684.887349	954961.8267	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
484	Mysingen	3	2	2009-09-28	585500-180500	12	585797-181090	SE3	SE585797-181090	SE3	SE	12n	12	298483.3335	235647144.0	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
485	Nynäshamn	3	2	2009-09-28	585500-180500	12	585450-175800	SE3	SE585450-175800	SE3	SE	12n	12	11030.90301	2455969.5209999997	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
486	Kapellskärs hamnområde	3	2	2009-09-29	594275-191000	12	594340-190448	SE3	SE594340-190448	SE3	SE	12n	12	3790.052801	486435.5773	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
487	Granhamnsfjärden	3	2	2009-09-29	594275-191000	12	594250-191040	SE3	SE594250-191040	SE3	SE	12n	12	61415.84977000001	32585210.49	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
488	Kapellskärsområdet	3	2	2009-09-29	594275-191000	12	594350-190530	SE3	SE594350-190530	SE3	SE	12n	12	25214.13048	11488294.79	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
489	Grisslehamn	3	2	2009-09-29	601000-185081	17	600590-184933	SE3	SE600590-184933	SE3	SE	17	17	2161.476109	164236.8173		Södra Bottenhavet, yttre kustvatten
490	Östhammars kustvatten	3	2	2009-09-29	601000-185081	17	601020-185050	SE3	SE601020-185050	SE3	SE	17	17	161435.7657	186965969.3		Södra Bottenhavet, yttre kustvatten
491	Väddö kustvatten	3	2	2009-09-29	601000-185081	17	595730-185850	SE3	SE595730-185850	SE3	SE	17	17	91921.80298	96493306.28		Södra Bottenhavet, yttre kustvatten
492	Järsjöviken	3	2	2009-09-30	601070-182900	16	600920-183090	SE3	SE600920-183090	SE3	SE	16	16	9429.014095	1066680.581		Södra Bottenhavet, inre kustvatten
493	Hargsviken	3	2	2009-09-30	601070-182900	16	601070-182870	SE3	SE601070-182870	SE3	SE	16	16	21826.00546	5999252.156		Södra Bottenhavet, inre kustvatten
494	Mjölkfjärden	3	2	2009-09-30	601070-182900	16	601204-182670	SE3	SE601204-182670	SE3	SE	16	16	5450.6455	506401.5712		Södra Bottenhavet, inre kustvatten
495	Sandikafjärden	3	2	2009-09-30	601070-182900	16	601360-182510	SE3	SE601360-182510	SE3	SE	16	16	5124.288926	926638.8684		Södra Bottenhavet, inre kustvatten
496	Dragsfjärden	3	2	2009-09-30	601070-182900	16	601250-182570	SE3	SE601250-182570	SE3	SE	16	16	5922.227443	709245.0663		Södra Bottenhavet, inre kustvatten
497	Norra Hargsviken	3	2	2009-09-30	601070-182900	16	601190-182870	SE3	SE601190-182870	SE3	SE	16	16	10892.887009999999	1710675.3490000002		Södra Bottenhavet, inre kustvatten
498	Hallsfjärden	3	1	2009-09-30	590700-174145	24	590740-174135	SE3	SE590740-174135	SE3	SE	24	24	16918.07012	4989406.967		Stockholms inre skärgård och Hallsfjärden
499	Igelstaviken	3	1	2009-09-30	590700-174145	24	590990-174015	SE3	SE590990-174015	SE3	SE	24	24	11752.25111	1917028.1840000001		Stockholms inre skärgård och Hallsfjärden
500	Repskärsfjärden	1	2	2006-12-31		22	654500-232000	SE1	SE654500-232000	SE1	SE	22	22	130964.3693	60290141.29		Bottenviken, inre kustvatten
501	Gussöfjärden	1	2	2006-12-31		22	654470-222700	SE1	SE654470-222700	SE1	SE	22	22	53436.47004	64273175.81		Bottenviken, inre kustvatten
502	Bredviksfjärden	1	2	2006-12-31		22	645130-211040	SE1	SE645130-211040	SE1	SE	22	22	8092.509631	2609615.419		Bottenviken, inre kustvatten
503	Simpan	1	2	2008-09-17	643950-211486	22	643920-211500	SE1	SE643920-211500	SE1	SE	22	22	22233.60131	10746578.94		Bottenviken, inre kustvatten
504	Kinnbäcksfjärden	1	2	2006-12-31		22	650280-213110	SE1	SE650280-213110	SE1	SE	22	22	32994.991610000005	10021923.52		Bottenviken, inre kustvatten
505	N n Kvarkens kustvatten	1	2	2006-12-31		21	635300-205251	SE1	SE635300-205251	SE1	SE	21	21	249407.1691	342718584.1		Norra Kvarkens yttre kustvatten
506	Ljungs kile	5	2	2006-12-31		2	581260-115280	SE5	SE581260-115280	SE5	SE	2	2	20882.387130000003	6299168.397000001		Västkustens fjordar
507	Kramforsfjärden sek namn	2	2	2006-12-31		18	625500-175153	SE2	SE625500-175153	SE2	SE	18	18	88528.62	36750071.45		Norra Bottenhavet, Höga kusten, inre kustvatten
508	Bollstafjärden	2	2	2006-12-31		18	625900-174360	SE2	SE625900-174360	SE2	SE	18	18	12405.949340000001	4659964.433		Norra Bottenhavet, Höga kusten, inre kustvatten
509	Mjältöfjärden sek namn	2	2	2006-12-31		18	630383-183500	SE2	SE630383-183500	SE2	SE	18	18	47434.5659	34233690.14		Norra Bottenhavet, Höga kusten, inre kustvatten
510	Norrfjärden	2	2	2006-12-31		18	630203-182615	SE2	SE630203-182615	SE2	SE	18	18	21258.36322	11574176.13		Norra Bottenhavet, Höga kusten, inre kustvatten
511	Ullångersfjärden	2	2	2006-12-31		18	630000-183500	SE2	SE630000-183500	SE2	SE	18	18	93788.49493	82114883.09		Norra Bottenhavet, Höga kusten, inre kustvatten
512	Ramöfjärden sek namn	2	2	2006-12-31		18	624870-175500	SE2	SE624870-175500	SE2	SE	18	18	45775.71895	20175742.03		Norra Bottenhavet, Höga kusten, inre kustvatten
513	Norafjärden	2	2	2006-12-31		18	625000-180075	SE2	SE625000-180075	SE2	SE	18	18	53446.75908	20237245.87		Norra Bottenhavet, Höga kusten, inre kustvatten
514	Hudiksvallsfjärden	2	2	2006-12-31		16	614165-171500	SE2	SE614165-171500	SE2	SE	16	16	43350.0335	25310937.2		Södra Bottenhavet, inre kustvatten
515	Klingerfjärden	2	2	2006-12-31		18	622860-173000	SE2	SE622860-173000	SE2	SE	18	18	34119.1529	29400417.17		Norra Bottenhavet, Höga kusten, inre kustvatten
516	Agöfjärden sek namn	2	2	2006-12-31		16	613500-172500	SE2	SE613500-172500	SE2	SE	16	16	194674.3261	151886765.3		Södra Bottenhavet, inre kustvatten
517	Nordmalingsfjärden	2	2	2006-12-31		18	633043-193300	SE2	SE633043-193300	SE2	SE	18	18	54979.33265	43134838.62		Norra Bottenhavet, Höga kusten, inre kustvatten
518	Hovenäset området	5	2	2006-12-31		1	582210-111880	SE5	SE582210-111880	SE5	SE	1n	1	50888.9614	9709162.386	n	Västkustens inre kustvatten, norra
519	Midsommarfjärden	2	2	2006-12-31		16	611766-171305	SE2	SE611766-171305	SE2	SE	16	16	30328.22652	7124361.997		Södra Bottenhavet, inre kustvatten
520	Sandarnesfjärden sek namn	2	2	2006-12-31		16	611600-171500	SE2	SE611600-171500	SE2	SE	16	16	45077.60192	21547726.64		Södra Bottenhavet, inre kustvatten
521	Vallviksfjärden sek namn	2	2	2006-12-31		16	611000-171500	SE2	SE611000-171500	SE2	SE	16	16	108182.9758	100007052.8		Södra Bottenhavet, inre kustvatten
522	Kusöfjärden sek namn	2	2	2006-12-31		16	610500-171586	SE2	SE610500-171586	SE2	SE	16	16	57413.6916	33490681.36		Södra Bottenhavet, inre kustvatten
523	Avan	2	2	2009-09-01	604200-171765	16	604116-171037	SE2	SE604116-171037	SE2	SE	16	16	3884.9869299999996	501805.2795		Södra Bottenhavet, inre kustvatten
524	Sikvik	2	2	2009-09-01	604200-171765	16	604028-171724	SE2	SE604250-173000	SE2	SE	16	16	6536.583748	891737.359		Södra Bottenhavet, inre kustvatten
525	Hesselöfjärden	4	2	2006-12-31		12	581240-165220	SE4	SE581240-165220	SE4	SE	12s	12	111450.79400000001	38866843.6	s	Östergötlands samt Stockholms skärgård, mellankustvatten, södra
526	Inre Bråviken	4	2	2009-09-22	583900-162500	13	583926-161744	SE4	SE583926-161744	SE4	SE	13	13	43315.10298	38056823.73		Östergötlands inre skärgård
527	Askims fjord	5	2	2006-12-31		1	573500-115150	SE5	SE573500-115150	SE5	SE	1s	1	100234.8222	49209565.24	s	Västkustens inre kustvatten, södra
528	Skörvallaviken	5	2	2006-12-31		1	573100-115580	SE5	SE573100-115580	SE5	SE	1s	1	7938.7376810000005	1026314.689	s	Västkustens inre kustvatten, södra
529	Öckerösund	5	2	2006-12-31		1	572308-115550	SE5	SE572308-115550	SE5	SE	1s	1	18604.260159999998	3822016.104	s	Västkustens inre kustvatten, södra
530	N m Hallands kustvatten	5	2	2006-12-31		4	570000-120701	SE5	SE570000-120701	SE5	SE	4	4	162690.1606	302381891.8		Västkustens yttre kustvatten, Kattegatt
531	S m Hallands kustvatten	5	2	2006-12-31		5	564500-122601	SE5	SE564500-122601	SE5	SE	5	5	104204.6095	159377435.8		Södra Halland och norra Öresunds kustvatten
532	Sandviksfjärden	4	2	2006-12-31		8	560895-145500	SE4	SE560895-145500	SE4	SE	8	8	12858.9753	4409286.9		Blekinge skärgård och Kalmarsund, inre kustvatten
533	Torhamnsfjärden	4	2	2006-12-31		8	560500-154880	SE4	SE560500-154880	SE4	SE	8	8	23693.71655	11021581.08		Blekinge skärgård och Kalmarsund, inre kustvatten
534	Valjeviken	4	2	2006-12-31		7	560200-143175	SE4	SE560200-143175	SE4	SE	7	7	24704.20313	8732422.763		Skånes kustvatten
535	Nätrafjärden	2	2	2006-12-31		18	630685-184305	SE2	SE630685-184305	SE2	SE	18	18	93848.48823999999	86276706.71		Norra Bottenhavet, Höga kusten, inre kustvatten
536	Katajafjärden	1	2	2008-10-08	644135-230950	23	654130-249500	SE1TO	SE654130-249500	SE1TO	SE	23	23	14582.07235	6836790.286		Bottenviken, yttre kustvatten
537	Seskaröfjärden	1	2	2006-12-31		22	654575-234250	SE1	SE654575-234250	SE1	SE	22	22	109862.6919	72717186.0		Bottenviken, inre kustvatten
538	S n Kvarkens kustvatten	1	2	2006-12-31		21	633550-200700	SE1	SE633550-200700	SE1	SE	21	21	312508.8485	1224986006.0		Norra Kvarkens yttre kustvatten
539	Ytterbodafjärden	1	2	2006-12-31		20	634640-203710	SE1	SE634640-203710	SE1	SE	20	20	83856.94327	27809180.13		Norra Kvarkens inre kustvatten
540	Mjölefjärden	1	2	2006-12-31		20	633710-200500	SE1	SE633710-200500	SE1	SE	20	20	43608.785	56921653.84		Norra Kvarkens inre kustvatten
541	Byskefjärden	1	2	2006-12-31		22	645500-212000	SE1	SE645500-212000	SE1	SE	22	22	44984.33871	32033702.97		Bottenviken, inre kustvatten
542	Yttre Bråviken	4	2	2006-12-31		12	583730-164501	SE4	SE583730-164501	SE4	SE	12n	12	78662.52733	46631192.61	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
543	Edsviken	3	1	2007-03-26	592200-180625	24	659024-162417	SE3	SE659024-162417	SE3	SE	24	24	19993.07073	3548804.775		Stockholms inre skärgård och Hallsfjärden
544	Idbyfjärden	2	2	2006-12-31		18	631646-185280	SE2	SE631646-185280	SE2	SE	18	18	12938.907879999999	4829373.403		Norra Bottenhavet, Höga kusten, inre kustvatten
545	Yttre Nordmalingfjärden	2	2	2006-12-31		18	632690-193500	SE2	SE632690-193500	SE2	SE	18	18	68096.04114	44738746.67		Norra Bottenhavet, Höga kusten, inre kustvatten
