Datatyp	Kontrollstatus	Kontrollerad av	År	Provtagningsplattform (kod)	Besöks-ID	Expeditions-ID	Stationsnamn	Rapporterat stationsnamn	Projekt	Beställare	Provtagningsdatum	Provtagningstid (start)	Provtagningsdatum (slut)	Provtagningstid (slut)	Shark prov id	Provets latitud (DM)	Provets longitud (DM)	Provets latitud (DD)	Provets longitud (DD)	Positioneringssystem (kod)	Vattendjup vid stationen	Vindriktning (dekagrad)	Vindhastighet (m/s)	Lufttemperatur (C)	Luftens våttemperatur (C)	Lufttryck (hpa)	Väderlek (kod)	Molnighet (kod)	Vågobservation (kod)	Is (kod)	Siktdjup (m)	Q-flagga Siktdjup	Övrig Provtagning	Besökskommentar	Provtagningsdjup (m)	Tryck CTD (dbar)	Q-flagga Tryck CTD	Temperatur vattenhämtare (C)	Q-flagga Temperatur vattenhämtare	Temperatur CTD (C)	Q-flagga Temperatur CTD	Salinitet vattenhämtare (o/oo psu)	Q-flagga Salinitet vattenhämtare	Salinitet CTD (o/oo psu)	Q-flagga Salinitet CTD	Konduktivitet_25 vattenhämtare (mS/m)	Q-flagga Konduktivitet_25 vattenhämtare	Konduktivitet CTD (mS/m)	Q-flagga Konduktivitet CTD	Syrgashalt O2 vattenhämtare (ml/l)	Q-flagga Syrgashalt O2 vattenhämtare	Syrgashalt O2 CTD (ml/l)	Q-flagga Syrgashalt O2 CTD	Svavelväte H2S (umol/l)	Q-flagga Svavelväte H2S-S	pH	Q-flagga pH	pH Laboratorium	Q-flagga pH Laboratorium	Temperatur pH Laboratorium (C)	Q-flagga Temperatur pH Laboratorium	Alkalinitet (mmol/l)	Q-flagga Alkalinitet	Fosfatfosfor PO4-P (umol/l)	Q-flagga Fosfatfosfor PO4-P	Total fosfor Tot-P (umol/l)	Q-flagga Total fosfor Tot-P	Nitritkväve NO2-N (umol/l)	Q-flagga Nitritkväve NO2-N	Nitratkväve NO3-N (umol/l)	Q-flagga Nitratkväve NO3-N	Nitrit+Nitratkväve NO2+NO3-N (umol/l)	Q-flagga Nitrit+Nitratkväve NO2+NO3-N	Ammoniumkväve NH4-N (umol/l)	Q-flagga Ammoniumkväve NH4-N	Total kväve Tot-N (umol/l)	Q-flagga Total kväve Tot-N	Silicate SiO3-Si (umol/l)	QFLAG Silicate SiO3-Si	Humus (ug/l)	Q-flagga Humus	Klorofyll-a vattenhämtare (ug/l)	Q-flagga Klorofyll-a vattenhämtare	Löst Organiskt Kol DOC (umol/l)	Q-flagga Löst Organiskt Kol DOC	Partikulärt Organiskt Kol POC (umol/l)	Q-flagga Partikulärt Organiskt Kol POC	Total Organiskt Kol TOC (mg/l)	Q-flagga Total Organiskt Kol TOC	Partikulärt Organiskt Kväve PON (umol/l)	Q-flagga Partikulärt Organiskt Kväve PON	Strömriktning (dekagrader)	Q-flagga Strömriktning	Strömhastighet (m/s)	Q-flagga Strömhastighet	Lignin (mg/l)	Q-flagga Lignin	Gulämne (1/l)	Q-flagga Gulämne	Aluminium (ug/l)	Q-flagga Aluminium	Urea (umol/l)	Q-flagga Urea	CDOM (1/m)	Q-flagga CDOM	Provkommentar	Vattenkategori	Vattendistrikt	Vattenförekomst	Vattenförekomst-kod	Typområde	Havsbassäng	HELCOM/OSPAR-område	Ekonomisk zon	Län	Kommun	Stationid VISS	Rapporterande institut	Datavärd	Internetåtkomst	Leveranspaket	Filnamn
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0207	1	GALTABÄCK	GALTABÄCK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	06:10			SHARK-HYD+2016+26DA+0207+30+30	57 00.68	12 11.18	57.01133	12.18633		39	23	15	4.0		1007	9	9	9	9				HYDRO BEFORE GOV TRAWL. ACT.NO. 145/144. NO NH4 AND SIO3. INSTRUMENT FAILURE.	30					7.83				34.74								5.6																																																							3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Varberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0207	1	GALTABÄCK	GALTABÄCK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	06:10			SHARK-HYD+2016+26DA+0207+35+35	57 00.68	12 11.18	57.01133	12.18633		39	23	15	4.0		1007	9	9	9	9				HYDRO BEFORE GOV TRAWL. ACT.NO. 145/144. NO NH4 AND SIO3. INSTRUMENT FAILURE.	35					7.84		34.740		34.75						6.10		5.6												0.74		0.89		0.05		7.83		7.88				14.2																															3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Varberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0206	1	MIK TRAWL	MIK TRAWL	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	00:23	2016-01-29	00:35	SHARK-HYD+2016+26DA+0206+0+0	57 14.94	12 01.03	57.24900	12.01717		37	23	12	3.9		1011	9	9	9	9				MIK LARVAE TRAWL. ACT.NO. 143/-.	0																																																																								2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	N m Hallands kustvatten	570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Varberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0211	1	MIK TRAWL	MIK TRAWL	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	17:31	2016-01-29	17:41	SHARK-HYD+2016+26DA+0211+0+0	56 58.48	11 51.50	56.97467	11.85833		38	26	15	6.6		1001	9	9	9	9				MIK LARVAE TRAWL. ACT.NO. 152/-.	0																																																																								4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0212	1	MIK TRAWL	MIK TRAWL	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	18:31	2016-01-29	18:48	SHARK-HYD+2016+26DA+0212+0+0	56 58.03	11 36.29	56.96717	11.60483		52	26	14	6.6		1002	9	9	9	9				MIK LARVAE TRAWL. ACT.NO. 153/-. INVALID. MIK TRAWL LOST.	0																																																																								4 - Utsjövatten						OSPAR/HELCOM		Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0208	1	MORUPS BANK	MORUPS BANK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	09:30			SHARK-HYD+2016+26DA+0208+0+0	56 51.39	12 15.84	56.85650	12.26400		31	21	13	4.1		1004	6	8	5	0				CTD BEFORE GOV TRAWL. ACT.NO. 147/146.	0																																																																								3 - Havsområde  mellan 1 NM och 12 NM		Del av s Kattegatts utsjövatten	570714-115613		S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0208	1	MORUPS BANK	MORUPS BANK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	09:30			SHARK-HYD+2016+26DA+0208+5+5	56 51.39	12 15.84	56.85650	12.26400		31	21	13	4.1		1004	6	8	5	0				CTD BEFORE GOV TRAWL. ACT.NO. 147/146.	5					2.96				22.41								7.5																																																							3 - Havsområde  mellan 1 NM och 12 NM		Del av s Kattegatts utsjövatten	570714-115613		S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0208	1	MORUPS BANK	MORUPS BANK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	09:30			SHARK-HYD+2016+26DA+0208+10+10	56 51.39	12 15.84	56.85650	12.26400		31	21	13	4.1		1004	6	8	5	0				CTD BEFORE GOV TRAWL. ACT.NO. 147/146.	10					2.83				22.45								7.5																																																							3 - Havsområde  mellan 1 NM och 12 NM		Del av s Kattegatts utsjövatten	570714-115613		S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0208	1	MORUPS BANK	MORUPS BANK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	09:30			SHARK-HYD+2016+26DA+0208+15+15	56 51.39	12 15.84	56.85650	12.26400		31	21	13	4.1		1004	6	8	5	0				CTD BEFORE GOV TRAWL. ACT.NO. 147/146.	15					2.73				22.48								7.5																																																							3 - Havsområde  mellan 1 NM och 12 NM		Del av s Kattegatts utsjövatten	570714-115613		S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0208	1	MORUPS BANK	MORUPS BANK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	09:30			SHARK-HYD+2016+26DA+0208+20+20	56 51.39	12 15.84	56.85650	12.26400		31	21	13	4.1		1004	6	8	5	0				CTD BEFORE GOV TRAWL. ACT.NO. 147/146.	20					2.88				23.57								7.3																																																							3 - Havsområde  mellan 1 NM och 12 NM		Del av s Kattegatts utsjövatten	570714-115613		S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0208	1	MORUPS BANK	MORUPS BANK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	09:30			SHARK-HYD+2016+26DA+0208+25+25	56 51.39	12 15.84	56.85650	12.26400		31	21	13	4.1		1004	6	8	5	0				CTD BEFORE GOV TRAWL. ACT.NO. 147/146.	25					7.45				33.81								5.5																																																							3 - Havsområde  mellan 1 NM och 12 NM		Del av s Kattegatts utsjövatten	570714-115613		S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0208	1	MORUPS BANK	MORUPS BANK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	09:30			SHARK-HYD+2016+26DA+0208+28+28	56 51.39	12 15.84	56.85650	12.26400		31	21	13	4.1		1004	6	8	5	0				CTD BEFORE GOV TRAWL. ACT.NO. 147/146.	28					7.69				34.48								5.6																																																							3 - Havsområde  mellan 1 NM och 12 NM		Del av s Kattegatts utsjövatten	570714-115613		S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0209	1	SW MORUPS BANK	SW MORUPS BANK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	11:35			SHARK-HYD+2016+26DA+0209+0+0	56 48.44	12 11.22	56.80733	12.18700		39	22	16	7.5		1002	2	8	5	0				CTD BEFORE GOV TRAWL. ACT.NO. 149/148.	0																																																																								3 - Havsområde  mellan 1 NM och 12 NM		Del av s Kattegatts utsjövatten	570714-115613		S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0209	1	SW MORUPS BANK	SW MORUPS BANK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	11:35			SHARK-HYD+2016+26DA+0209+5+5	56 48.44	12 11.22	56.80733	12.18700		39	22	16	7.5		1002	2	8	5	0				CTD BEFORE GOV TRAWL. ACT.NO. 149/148.	5					3.01				22.71								7.4																																																							3 - Havsområde  mellan 1 NM och 12 NM		Del av s Kattegatts utsjövatten	570714-115613		S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0209	1	SW MORUPS BANK	SW MORUPS BANK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	11:35			SHARK-HYD+2016+26DA+0209+10+10	56 48.44	12 11.22	56.80733	12.18700		39	22	16	7.5		1002	2	8	5	0				CTD BEFORE GOV TRAWL. ACT.NO. 149/148.	10					3.00				22.73								7.4																																																							3 - Havsområde  mellan 1 NM och 12 NM		Del av s Kattegatts utsjövatten	570714-115613		S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0209	1	SW MORUPS BANK	SW MORUPS BANK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	11:35			SHARK-HYD+2016+26DA+0209+15+15	56 48.44	12 11.22	56.80733	12.18700		39	22	16	7.5		1002	2	8	5	0				CTD BEFORE GOV TRAWL. ACT.NO. 149/148.	15					3.00				22.87								7.4																																																							3 - Havsområde  mellan 1 NM och 12 NM		Del av s Kattegatts utsjövatten	570714-115613		S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0209	1	SW MORUPS BANK	SW MORUPS BANK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	11:35			SHARK-HYD+2016+26DA+0209+20+20	56 48.44	12 11.22	56.80733	12.18700		39	22	16	7.5		1002	2	8	5	0				CTD BEFORE GOV TRAWL. ACT.NO. 149/148.	20					6.86				32.90								5.9																																																							3 - Havsområde  mellan 1 NM och 12 NM		Del av s Kattegatts utsjövatten	570714-115613		S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0209	1	SW MORUPS BANK	SW MORUPS BANK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	11:35			SHARK-HYD+2016+26DA+0209+25+25	56 48.44	12 11.22	56.80733	12.18700		39	22	16	7.5		1002	2	8	5	0				CTD BEFORE GOV TRAWL. ACT.NO. 149/148.	25					7.53				34.24								5.6																																																							3 - Havsområde  mellan 1 NM och 12 NM		Del av s Kattegatts utsjövatten	570714-115613		S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0209	1	SW MORUPS BANK	SW MORUPS BANK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	11:35			SHARK-HYD+2016+26DA+0209+30+30	56 48.44	12 11.22	56.80733	12.18700		39	22	16	7.5		1002	2	8	5	0				CTD BEFORE GOV TRAWL. ACT.NO. 149/148.	30					7.61				34.46								5.6																																																							3 - Havsområde  mellan 1 NM och 12 NM		Del av s Kattegatts utsjövatten	570714-115613		S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0209	1	SW MORUPS BANK	SW MORUPS BANK	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-29	11:35			SHARK-HYD+2016+26DA+0209+36+36	56 48.44	12 11.22	56.80733	12.18700		39	22	16	7.5		1002	2	8	5	0				CTD BEFORE GOV TRAWL. ACT.NO. 149/148.	36					7.66				34.53								5.6																																																							3 - Havsområde  mellan 1 NM och 12 NM		Del av s Kattegatts utsjövatten	570714-115613		S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0204	1	MIK TRAWL	MIK TRAWL	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-28	21:42	2016-01-28	21:53	SHARK-HYD+2016+26DA+0204+0+0	56 54.63	12 09.65	56.91050	12.16083		53	24	12	4.1		1013	9	9	9	9				MIK LARVAE TRAWL. ACT.NO. 141/-.	0																																																																								3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0205	1	MIK TRAWL	MIK TRAWL	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-28	22:55	2016-01-28	23:13	SHARK-HYD+2016+26DA+0205+0+0	57 04.53	12 09.74	57.07550	12.16233		31	22	12	3.3		1012	9	9	9	9				MIK LARVAE TRAWL. ACT.NO. 142/-.	0																																																																								3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Varberg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0177	1	10WNW NIDINGEN	10WNW NIDINGEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-26	06:10			SHARK-HYD+2016+26DA+0177+0+0	57 18.75	11 34.16	57.31250	11.56933		65	27	10	4.5		1008	9	9	9	9				HYDRO BEFORE GOV TRAWL. ACT.NO. 104/103. NO NH4 AND SIO3. INSTRUMENT FAILURE.	0							22.380								8.24														0.66		1.21		0.44		5.37		5.81				18.9																															4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0177	1	10WNW NIDINGEN	10WNW NIDINGEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-26	06:10			SHARK-HYD+2016+26DA+0177+5+5	57 18.75	11 34.16	57.31250	11.56933		65	27	10	4.5		1008	9	9	9	9				HYDRO BEFORE GOV TRAWL. ACT.NO. 104/103. NO NH4 AND SIO3. INSTRUMENT FAILURE.	5					1.60		22.390		22.37						8.28		7.7												0.67		1.06		0.45		5.37		5.82				18.3																															4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0177	1	10WNW NIDINGEN	10WNW NIDINGEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-26	06:10			SHARK-HYD+2016+26DA+0177+10+10	57 18.75	11 34.16	57.31250	11.56933		65	27	10	4.5		1008	9	9	9	9				HYDRO BEFORE GOV TRAWL. ACT.NO. 104/103. NO NH4 AND SIO3. INSTRUMENT FAILURE.	10					1.45		22.460		23.26						8.26		7.7												0.65		1.05		0.44		5.35		5.79				18.6																															4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	26DA	0177	1	10WNW NIDINGEN	10WNW NIDINGEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-01-26	06:10			SHARK-HYD+2016+26DA+0177+15+15	57 18.75	11 34.16	57.31250	11.56933		65	27	10	4.5		1008	9	9	9	9				HYDRO BEFORE GOV TRAWL. ACT.NO. 104/103. NO NH4 AND SIO3. INSTRUMENT FAILURE.	15					3.09		25.890		26.21						7.60		7.2												0.66		0.96		0.18		5.86		6.04				16.7																															4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_IBT_SMHI	SHARK_PhysicalChemical_2016_IBT_SMHI_version_2017-06-26.zip
