Datatyp	Kontrollstatus	Kontrollerad av	År	Provtagningsplattform (kod)	Besöks-ID	Expeditions-ID	Stationsnamn	Rapporterat stationsnamn	Projekt	Beställare	Provtagningsdatum	Provtagningstid (start)	Provtagningsdatum (slut)	Provtagningstid (slut)	Shark prov id	Provets latitud (DM)	Provets longitud (DM)	Provets latitud (DD)	Provets longitud (DD)	Positioneringssystem (kod)	Vattendjup vid stationen	Vindriktning (dekagrad)	Vindhastighet (m/s)	Lufttemperatur (C)	Luftens våttemperatur (C)	Lufttryck (hpa)	Väderlek (kod)	Molnighet (kod)	Vågobservation (kod)	Is (kod)	Siktdjup (m)	Q-flagga Siktdjup	Övrig Provtagning	Besökskommentar	Provtagningsdjup (m)	Tryck CTD (dbar)	Q-flagga Tryck CTD	Temperatur vattenhämtare (C)	Q-flagga Temperatur vattenhämtare	Temperatur CTD (C)	Q-flagga Temperatur CTD	Salinitet vattenhämtare (o/oo psu)	Q-flagga Salinitet vattenhämtare	Salinitet CTD (o/oo psu)	Q-flagga Salinitet CTD	Konduktivitet_25 vattenhämtare (mS/m)	Q-flagga Konduktivitet_25 vattenhämtare	Konduktivitet CTD (mS/m)	Q-flagga Konduktivitet CTD	Syrgashalt O2 vattenhämtare (ml/l)	Q-flagga Syrgashalt O2 vattenhämtare	Syrgashalt O2 CTD (ml/l)	Q-flagga Syrgashalt O2 CTD	Svavelväte H2S (umol/l)	Q-flagga Svavelväte H2S-S	pH	Q-flagga pH	pH Laboratorium	Q-flagga pH Laboratorium	Temperatur pH Laboratorium (C)	Q-flagga Temperatur pH Laboratorium	Alkalinitet (mmol/l)	Q-flagga Alkalinitet	Fosfatfosfor PO4-P (umol/l)	Q-flagga Fosfatfosfor PO4-P	Total fosfor Tot-P (umol/l)	Q-flagga Total fosfor Tot-P	Nitritkväve NO2-N (umol/l)	Q-flagga Nitritkväve NO2-N	Nitratkväve NO3-N (umol/l)	Q-flagga Nitratkväve NO3-N	Nitrit+Nitratkväve NO2+NO3-N (umol/l)	Q-flagga Nitrit+Nitratkväve NO2+NO3-N	Ammoniumkväve NH4-N (umol/l)	Q-flagga Ammoniumkväve NH4-N	Total kväve Tot-N (umol/l)	Q-flagga Total kväve Tot-N	Silicate SiO3-Si (umol/l)	QFLAG Silicate SiO3-Si	Humus (ug/l)	Q-flagga Humus	Klorofyll-a vattenhämtare (ug/l)	Q-flagga Klorofyll-a vattenhämtare	Löst Organiskt Kol DOC (umol/l)	Q-flagga Löst Organiskt Kol DOC	Partikulärt Organiskt Kol POC (umol/l)	Q-flagga Partikulärt Organiskt Kol POC	Total Organiskt Kol TOC (mg/l)	Q-flagga Total Organiskt Kol TOC	Partikulärt Organiskt Kväve PON (umol/l)	Q-flagga Partikulärt Organiskt Kväve PON	Strömriktning (dekagrader)	Q-flagga Strömriktning	Strömhastighet (m/s)	Q-flagga Strömhastighet	Lignin (mg/l)	Q-flagga Lignin	Gulämne (1/l)	Q-flagga Gulämne	Aluminium (ug/l)	Q-flagga Aluminium	Urea (umol/l)	Q-flagga Urea	CDOM (1/m)	Q-flagga CDOM	Provkommentar	Vattenkategori	Vattendistrikt	Vattenförekomst	Vattenförekomst-kod	Typområde	Havsbassäng	HELCOM/OSPAR-område	Ekonomisk zon	Län	Kommun	Stationid VISS	Rapporterande institut	Datavärd	Internetåtkomst	Leveranspaket	Filnamn
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0004		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-01-09	10:20			SHARK-HYD+2017+77SN+0004+0+0	57 55.18	11 35.60	57.91967	11.59333		63	22	8	5		1015	2	8	3	0	4.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M. T-11 EJ STARTAD.	0			3.98		3.98				29.17						7.54														0.48		0.78		0.25		4.74		4.99		1.06		17.5		5.9				0.6				13.4																					2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0004		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-01-09	10:20			SHARK-HYD+2017+77SN+0004+2+2	57 55.18	11 35.60	57.91967	11.59333		63	22	8	5		1015	2	8	3	0	4.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M. T-11 EJ STARTAD.	2			4.00		3.99				29.19						7.51														0.48		0.88		0.25		4.69		4.94		1.01		17.8		5.8				0.6																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0004		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-01-09	10:20			SHARK-HYD+2017+77SN+0004+5+5	57 55.18	11 35.60	57.91967	11.59333		63	22	8	5		1015	2	8	3	0	4.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M. T-11 EJ STARTAD.	5			4.05		4.06				29.28						7.54														0.48		0.86		0.25		4.58		4.83		0.97		17.7		5.7				0.5				11.5																					2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0004		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-01-09	10:20			SHARK-HYD+2017+77SN+0004+10+10	57 55.18	11 35.60	57.91967	11.59333		63	22	8	5		1015	2	8	3	0	4.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M. T-11 EJ STARTAD.	10					4.11				29.35						7.49														0.48		0.89		0.26		4.47		4.73		0.91		23.4	E	5.6				0.5																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0004		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-01-09	10:20			SHARK-HYD+2017+77SN+0004+15+15	57 55.18	11 35.60	57.91967	11.59333		63	22	8	5		1015	2	8	3	0	4.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M. T-11 EJ STARTAD.	15			4.15		4.17				29.50						7.47														0.48		0.74		0.25		4.36		4.61		0.90		17.6		5.5				0.4																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0004		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-01-09	10:20			SHARK-HYD+2017+77SN+0004+20+20	57 55.18	11 35.60	57.91967	11.59333		63	22	8	5		1015	2	8	3	0	4.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M. T-11 EJ STARTAD.	20			4.29		4.29				30.05						7.38														0.48		0.85		0.25		4.19		4.44		1.02		18.0		5.5				0.4				9.9																					2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0004		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-01-09	10:20			SHARK-HYD+2017+77SN+0004+30+30	57 55.18	11 35.60	57.91967	11.59333		63	22	8	5		1015	2	8	3	0	4.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M. T-11 EJ STARTAD.	30			5.88		5.91				31.77						6.88														0.54		0.86		0.26		3.78		4.04		1.07		14.8		5.9				0.3																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0004		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-01-09	10:20			SHARK-HYD+2017+77SN+0004+40+40	57 55.18	11 35.60	57.91967	11.59333		63	22	8	5		1015	2	8	3	0	4.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M. T-11 EJ STARTAD.	40			6.52		6.52				32.37						6.69														0.54		0.92		0.27		3.41		3.68		0.95		15.2		5.7																													2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0004		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-01-09	10:20			SHARK-HYD+2017+77SN+0004+50+50	57 55.18	11 35.60	57.91967	11.59333		63	22	8	5		1015	2	8	3	0	4.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M. T-11 EJ STARTAD.	50			6.71		6.73				32.62						6.70														0.55		0.96		0.26		3.36		3.62		1.01		16.2		5.9																													2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0004		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-01-09	10:20			SHARK-HYD+2017+77SN+0004+60+60	57 55.18	11 35.60	57.91967	11.59333		63	22	8	5		1015	2	8	3	0	4.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M. T-11 EJ STARTAD.	60			6.79		6.80				32.69						6.59														0.57		1.00		0.26		3.38		3.64		1.01		15.8		6.0																													2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0004		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-01-09	10:20			SHARK-HYD+2017+77SN+0004+62+62	57 55.18	11 35.60	57.91967	11.59333		63	22	8	5		1015	2	8	3	0	4.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M. T-11 EJ STARTAD.	62					6.81				32.69						6.55														0.57		1.01		0.27		3.35		3.62		0.98		16.2		6.1																													2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0620	20	N14 FALKENBERG	N14 FALKENBERG	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	22:10			SHARK-HYD+2016+34AR+0620+0+0	56 56.40	12 12.71	56.94000	12.21183		31	31	10	2.6		1013	9	9	9	0				DROPVIDEO FÖR NATURTYPSBESTÄMNING	0			5.84		5.87				27.11						7.25		7.3				8.10		7.883		25.2		2.157		0.22		0.77		0.09		1.35		1.44		0.20	<	13.8		0.7				4.0																									3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0620	20	N14 FALKENBERG	N14 FALKENBERG	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	22:10			SHARK-HYD+2016+34AR+0620+5+5	56 56.40	12 12.71	56.94000	12.21183		31	31	10	2.6		1013	9	9	9	0				DROPVIDEO FÖR NATURTYPSBESTÄMNING	5					5.89				27.15						7.24		7.2				8.10		7.883		25.1		2.164		0.21		0.70		0.08		1.34		1.42		0.20	<	14.0		0.7				4.3																									3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0620	20	N14 FALKENBERG	N14 FALKENBERG	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	22:10			SHARK-HYD+2016+34AR+0620+10+10	56 56.40	12 12.71	56.94000	12.21183		31	31	10	2.6		1013	9	9	9	0				DROPVIDEO FÖR NATURTYPSBESTÄMNING	10			6.85		6.89				31.25						6.79		6.7				8.09		7.887		25.1		2.272		0.36		0.81		0.18		2.84		3.02		0.20	<	13.9		1.9				3.7																									3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0620	20	N14 FALKENBERG	N14 FALKENBERG	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	22:10			SHARK-HYD+2016+34AR+0620+15+15	56 56.40	12 12.71	56.94000	12.21183		31	31	10	2.6		1013	9	9	9	0				DROPVIDEO FÖR NATURTYPSBESTÄMNING	15					7.11				32.00						6.69		6.6				8.10		7.892		25.1		2.300		0.40		0.73		0.21		3.29		3.50		0.20		14.0		2.4				2.5																									3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0620	20	N14 FALKENBERG	N14 FALKENBERG	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	22:10			SHARK-HYD+2016+34AR+0620+20+20	56 56.40	12 12.71	56.94000	12.21183		31	31	10	2.6		1013	9	9	9	0				DROPVIDEO FÖR NATURTYPSBESTÄMNING	20			7.47		7.31				32.43						6.28		6.4				8.08		7.874		25.0		2.309		0.51		0.85		0.23		4.74		4.97		0.20	<	13.7		4.2				1.5																									3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0620	20	N14 FALKENBERG	N14 FALKENBERG	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	22:10			SHARK-HYD+2016+34AR+0620+25+25	56 56.40	12 12.71	56.94000	12.21183		31	31	10	2.6		1013	9	9	9	0				DROPVIDEO FÖR NATURTYPSBESTÄMNING	25					7.78				33.05						5.75		5.8				8.03		7.836		25.0		2.309		0.68		1.03		0.21		6.77		6.98		0.20	<	14.7		7.0				1.0																									3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0620	20	N14 FALKENBERG	N14 FALKENBERG	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	22:10			SHARK-HYD+2016+34AR+0620+30+30	56 56.40	12 12.71	56.94000	12.21183		31	31	10	2.6		1013	9	9	9	0				DROPVIDEO FÖR NATURTYPSBESTÄMNING	30			8.21				33.646								5.14								7.785		25.3		2.302		0.89		1.18		0.19		9.01		9.20		0.22		16.6		10.9																													3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0619	20	P2	P2	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	14:15			SHARK-HYD+2016+34AR+0619+0+0	57 52.00	11 17.52	57.86667	11.29200		95	36	6.8	5.5		1005	1	5	3	0				DROP-VIDEO FÖR NATURTYPSBESTÄMNING	0			6.78		7.27				32.72						6.97		6.7												0.37		0.75		0.21		2.68		2.89		0.25		13.3		2.0				2.9																									3 - Havsområde  mellan 1 NM och 12 NM		Del av Skagerraks utsjövatten	582008-105731		Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0619	20	P2	P2	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	14:15			SHARK-HYD+2016+34AR+0619+5+5	57 52.00	11 17.52	57.86667	11.29200		95	36	6.8	5.5		1005	1	5	3	0				DROP-VIDEO FÖR NATURTYPSBESTÄMNING	5			7.33		7.33				33.01						6.80		6.6												0.36		0.67		0.26		2.46		2.72		0.43		11.3		2.1				1.2																									3 - Havsområde  mellan 1 NM och 12 NM		Del av Skagerraks utsjövatten	582008-105731		Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0619	20	P2	P2	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	14:15			SHARK-HYD+2016+34AR+0619+10+10	57 52.00	11 17.52	57.86667	11.29200		95	36	6.8	5.5		1005	1	5	3	0				DROP-VIDEO FÖR NATURTYPSBESTÄMNING	10					7.33				33.02						6.80		6.6												0.35		0.69		0.26		2.45		2.71		0.47		10.7		2.1				1.2																									3 - Havsområde  mellan 1 NM och 12 NM		Del av Skagerraks utsjövatten	582008-105731		Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0619	20	P2	P2	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	14:15			SHARK-HYD+2016+34AR+0619+15+15	57 52.00	11 17.52	57.86667	11.29200		95	36	6.8	5.5		1005	1	5	3	0				DROP-VIDEO FÖR NATURTYPSBESTÄMNING	15			7.33		7.34				33.02						6.76		6.6												0.35		0.64		0.26		2.43		2.69		0.39		12.0		2.1				1.1																									3 - Havsområde  mellan 1 NM och 12 NM		Del av Skagerraks utsjövatten	582008-105731		Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0619	20	P2	P2	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	14:15			SHARK-HYD+2016+34AR+0619+20+20	57 52.00	11 17.52	57.86667	11.29200		95	36	6.8	5.5		1005	1	5	3	0				DROP-VIDEO FÖR NATURTYPSBESTÄMNING	20					7.34				33.02						6.75		6.6												0.35		0.73		0.25		2.37		2.62		0.36		12.1		2.1				1.0																									3 - Havsområde  mellan 1 NM och 12 NM		Del av Skagerraks utsjövatten	582008-105731		Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
