Datatyp	Kontrollstatus	Kontrollerad av	År	Stationsnamn	Rapporterat stationsnamn	Projekt	Beställare	Provtagningsplattform (kod)	Besöks-ID	Expeditions-ID	Shark prov id MD5	Provtagningsdatum (start)	Provtagningstid (start)	Provtagningsdatum (slut)	Provtagningstid (slut)	Provets latitud (DM)	Provets longitud (DM)	Provets latitud (DD)	Provets longitud (DD)	Positioneringssystem (kod)	Vattendjup vid stationen	Vindriktning (dekagrad)	Vindhastighet (m/s)	Lufttemperatur (C)	Lufttryck (hpa)	Väderlek (kod)	Molnighet (kod)	Vågobservation (kod)	Is (kod)	Secchidjup	Q-flagga för Secchidjup	Besökskommentar	Rapporterat id	Provets övre djup	Provets nedre djup	Provtagningslaboratorium	Provtagande laboratorium ackrediterat	Provtagartyp	Provtagningsvolym (l)	Provkommentar	Parameter	Mätvärde	Mätenhet	Q-flagga	Värde beräknat av datavärd	Analysmetod (kod)	Metoddokument	Metodreferens (kod)	Variabel-kommentar	Mätosäkerhet	Beräkningsosäkerhetsmetod (kod)	Rapporteringsgräns	Detektionsgräns	Mätområde	Analyslaboratorium	Analyslaboratorium ackrediterat	Analysdatum	Vattenkategori	Vattendistrikt	Vattenförekomst	Vattenförekomst-kod	Typområde	Havsbassäng	HELCOM/OSPAR-område	Ekonomisk zon	Län	Kommun	Stationid VISS	Vatten land stationstyp (kod)	Typ av övervakningsstation (kod)	Syfte med provtagningen (kod)	Typ av övervakningsprogram (kod)	Rapporterande institut	Datavärd	Internetåtkomst	Leveranspaket	Filnamn
Chlorophyll	Pågående-SMHI	Leverantör	2015	N14 FALKENBERG	N14 FALKENBERG	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	34AR	683		781b5f52638dfd8df2a964d2022ca252	2015-12-10	17:20			56 56.40	12 12.70	56.94000	12.21167		26.0	23	18			9	9	5	0					0.0	10.0	Sveriges meteorologiska och hydrologiska institut 		HOS			Chlorophyll-a	2.20	ug/l					HC-C-C4							Sveriges meteorologiska och hydrologiska institut 			3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131				NATL	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_SMHI	SHARK_Chlorophyll_2015_SMHI_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	B1	B1	-	Havs- och vattenmyndigheten	77UR	65	65	eb10e4e0712d3df3b305f98bd017c5c5	2015-12-08	07:36			58 48.19	17 37.52	58.80317	17.62533	DGP	41	23	5			0	0	0	0				1	0	20	Stockholms universitet		HOS			Chlorophyll-a	0.68	ug/l				SS028146								Stockholms universitet			2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		C	B		NATL	Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_DEEP	SHARK_Chlorophyll_2015_DEEP_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	RA1	RA1	-	Havs- och vattenmyndigheten			32	975f95cc0fcf31c4e7a523e7b7834a2c	2015-12-02	13:30			65 48.07	22 22.66	65.80117	22.37767	GPS	11												1	0	5	Umeå Universitet		HOS	0.2		Chlorophyll-a	1.33	ug/l			FLM		HC-C-C2	Detektionsgräns 0.05mg/m3						Umeå Universitet			2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Rånefjärden	654820-222660	22 - Norra Bottenviken. Inre kustvatten	Bottenviken	HELCOM	Svensk ekonomisk zon	Norrbottens län	Luleå					NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC	SHARK_Chlorophyll_2015_UMSC_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	RA1	RA1	-	Havs- och vattenmyndigheten			32	5667b1252835facf9ee3298acd5ad3d2	2015-12-02	13:30			65 48.07	22 22.66	65.80117	22.37767	GPS	11												2	0	5	Umeå Universitet		HOS	0.2		Chlorophyll-a	1.39	ug/l			FLM		HC-C-C2	Detektionsgräns 0.05mg/m3						Umeå Universitet			2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Rånefjärden	654820-222660	22 - Norra Bottenviken. Inre kustvatten	Bottenviken	HELCOM	Svensk ekonomisk zon	Norrbottens län	Luleå					NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC	SHARK_Chlorophyll_2015_UMSC_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	RÅNEÅ-2	RA2	-	Havs- och vattenmyndigheten			32	ae928c3d848ca9b1ca2cba1e97d3e1d5	2015-12-02	14:50			65 43.80	22 26.85	65.73000	22.44750	GPS	12												1	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	1.31	ug/l			FLM		HC-C-C2	Detektionsgräns 0.05mg/m3						Umeå Universitet			2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Gussöfjärden	654470-222700	22 - Norra Bottenviken. Inre kustvatten	Bottenviken	HELCOM	Svensk ekonomisk zon	Norrbottens län	Luleå					NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC	SHARK_Chlorophyll_2015_UMSC_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	RÅNEÅ-2	RA2	-	Havs- och vattenmyndigheten			32	15a4d558b2ff04337c84003042df6b69	2015-12-02	14:50			65 43.80	22 26.85	65.73000	22.44750	GPS	12												2	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	1.31	ug/l			FLM		HC-C-C2	Detektionsgräns 0.05mg/m3						Umeå Universitet			2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Gussöfjärden	654470-222700	22 - Norra Bottenviken. Inre kustvatten	Bottenviken	HELCOM	Svensk ekonomisk zon	Norrbottens län	Luleå					NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC	SHARK_Chlorophyll_2015_UMSC_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SLÄGGÖ	SLÄGGÖ	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	77SN	127		70186723e79a8484eb073853ff414388	2015-12-01	17:00			58 15.50	11 26.00	58.25833	11.43333		78.0	34	6			9	9	9	0					0.0	10.0	Sveriges meteorologiska och hydrologiska institut 		HOS			Chlorophyll-a	2.40	ug/l					HC-C-C4							Sveriges meteorologiska och hydrologiska institut 			2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345				NATL	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_SMHI	SHARK_Chlorophyll_2015_SMHI_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	B3	B3	-	Havs- och vattenmyndigheten			32	59823cf4fdde2a9dfc1466763731c978	2015-11-30	13:00			63 29.97	19 49.09	63.49950	19.81817	GPS	24												1	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	1.35	ug/l			FLM		HC-C-C2	Detektionsgräns 0.05mg/m3						Umeå Universitet			2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Örefjärden	633000-195000	20 - Norra Kvarkens inre kustvatten	N Kvarken	HELCOM	Svensk ekonomisk zon	Västerbottens län	Umeå					NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC	SHARK_Chlorophyll_2015_UMSC_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	B3	B3	-	Havs- och vattenmyndigheten			32	923689b08bc35d1c8991e2db46bdadd5	2015-11-30	13:00			63 29.97	19 49.09	63.49950	19.81817	GPS	24												2	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	1.33	ug/l			FLM		HC-C-C2	Detektionsgräns 0.05mg/m3						Umeå Universitet			2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Örefjärden	633000-195000	20 - Norra Kvarkens inre kustvatten	N Kvarken	HELCOM	Svensk ekonomisk zon	Västerbottens län	Umeå					NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC	SHARK_Chlorophyll_2015_UMSC_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	GAVIK-1	GA1	-	Havs- och vattenmyndigheten			32	5ee8442fa28d7d9bb41aa65789cd0025	2015-11-30	19:25			62 51.84	18 15.81	62.86400	18.26350	GPS	82												1	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	0.81	ug/l			FLM		HC-C-C2	Detektionsgräns 0.05mg/m3						Umeå Universitet			2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Gaviksfjärden	625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Kramfors					NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC	SHARK_Chlorophyll_2015_UMSC_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	GAVIK-1	GA1	-	Havs- och vattenmyndigheten			32	946c0208d5c43635067aefeaf19fb5cd	2015-11-30	19:25			62 51.84	18 15.81	62.86400	18.26350	GPS	82												2	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	1.27	ug/l			FLM		HC-C-C2	Detektionsgräns 0.05mg/m3						Umeå Universitet			2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Gaviksfjärden	625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Kramfors					NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC	SHARK_Chlorophyll_2015_UMSC_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	BY31 LANDSORTSDJ	BY31  LANDSORTSDJ	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	34AR	665		efecc6291e056416dee4d4cdeb8eb7ff	2015-11-15	16:25			58 35.00	18 14.00	58.58333	18.23333		449.0	29	6			6	9	9	0					0.0	10.0	Sveriges meteorologiska och hydrologiska institut 		HOS			Chlorophyll-a	2.40	ug/l					HC-C-C4							Sveriges meteorologiska och hydrologiska institut 			3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122				NATL	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_SMHI	SHARK_Chlorophyll_2015_SMHI_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	REF M1V1	REF M1V1	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	34AR	662		ebe6b4424e5b5eabb9a628cd8a66bd23	2015-11-14	22:10			56 22.25	16 12.10	56.37083	16.20167		21.0	26	12			9	9	9	0					0.0	10.0	Sveriges meteorologiska och hydrologiska institut 		HOS			Chlorophyll-a	4.70	ug/l					HC-C-C4							Sveriges meteorologiska och hydrologiska institut 			2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	S Kalmarsunds utsjövatten	561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Kalmar län	Torsås	SE624923-152449				NATL	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_SMHI	SHARK_Chlorophyll_2015_SMHI_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SLÄGGÖ	SLÄGGÖ	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	34AR	657		674b2e72475d8daff4e17c506ac9683e	2015-11-13	09:30			58 15.50	11 26.00	58.25833	11.43333		73.0	21	15			6	8	3	0					0.0	10.0	Sveriges meteorologiska och hydrologiska institut 		HOS			Chlorophyll-a	5.00	ug/l					HC-C-C4							Sveriges meteorologiska och hydrologiska institut 			2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345				NATL	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_SMHI	SHARK_Chlorophyll_2015_SMHI_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	B1	B1	-	Havs- och vattenmyndigheten	77LA	145	145	f5b819e3f154727e3335d5db18e04a0a	2015-11-10	07:15			58 48.19	17 37.52	58.80317	17.62533	DGP	42	27	7			1	2	2	0				1	0	20	Stockholms universitet		HOS			Chlorophyll-a	1.25	ug/l				SS028146								Stockholms universitet			2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		C	B		NATL	Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_DEEP	SHARK_Chlorophyll_2015_DEEP_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	B7	B7	-	Havs- och vattenmyndigheten			31	5e5bc7de12cb9b710c8b865e39195f11	2015-11-04	08:30			63 31.48	19 48.48	63.52467	19.80800	GPS	23												1	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	3.13	ug/l			FLM		HC-C-C2	Detektionsgräns 0.05mg/m3						Umeå Universitet			2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Örefjärden	633000-195000	20 - Norra Kvarkens inre kustvatten	N Kvarken	HELCOM	Svensk ekonomisk zon	Västerbottens län	Umeå	SE686956-167351				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC	SHARK_Chlorophyll_2015_UMSC_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	B7	B7	-	Havs- och vattenmyndigheten			31	8ede7c45ca8b29997f82457af88e8fdd	2015-11-04	08:30			63 31.48	19 48.48	63.52467	19.80800	GPS	23												2	0	10	Umeå Universitet		HOS	0.2		Chlorophyll-a	3.13	ug/l			FLM		HC-C-C2	Detektionsgräns 0.05mg/m3						Umeå Universitet			2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Örefjärden	633000-195000	20 - Norra Kvarkens inre kustvatten	N Kvarken	HELCOM	Svensk ekonomisk zon	Västerbottens län	Umeå	SE686956-167351				NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC	SHARK_Chlorophyll_2015_UMSC_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SLÄGGÖ	SLÄGGÖ	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	77SN	113		d3381bffa1eee3ba24466c450497734f	2015-11-04	09:05			58 15.50	11 26.00	58.25833	11.43333		78.0	21	4			2	8	2	0					0.0	10.0	Sveriges meteorologiska och hydrologiska institut 		HOS			Chlorophyll-a	6.90	ug/l					HC-C-C4							Sveriges meteorologiska och hydrologiska institut 			2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345				NATL	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_SMHI	SHARK_Chlorophyll_2015_SMHI_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	B1	B1	-	Havs- och vattenmyndigheten	77LA	137	137	68c2bc64be9431440f477249eee17379	2015-10-21	06:30			58 48.19	17 37.52	58.80317	17.62533	DGP	42.9	23	7			2	7	2	0				1	0	20	Stockholms universitet		HOS			Chlorophyll-a	1.695	ug/l				SS028146								Stockholms universitet			2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		C	B		NATL	Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_DEEP	SHARK_Chlorophyll_2015_DEEP_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	BY31 LANDSORTSDJ	BY31	-	Havs- och vattenmyndigheten	77FY	122	122	2126c7a832c5624ba1ab45d9707f0e5b	2015-10-19	07:45			58 35.00	18 14.00	58.58333	18.23333	NOM	459	5	5			2	8	2	0				1	0	20	Stockholms universitet		HOS			Chlorophyll-a	2.48	ug/l				SS028146								Stockholms universitet			3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	MO	B		NATL	Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_DEEP	SHARK_Chlorophyll_2015_DEEP_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	REF M1V1	REF M1V1	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	34AR	633		2d5dd7435d005b95b2132aba506a90dc	2015-10-18	02:40			56 22.25	16 12.10	56.37083	16.20167		20.0	2	8			9	9	9	0					0.0	10.0	Sveriges meteorologiska och hydrologiska institut 		HOS			Chlorophyll-a	3.00	ug/l					HC-C-C4							Sveriges meteorologiska och hydrologiska institut 			2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	S Kalmarsunds utsjövatten	561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Kalmar län	Torsås	SE624923-152449				NATL	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_SMHI	SHARK_Chlorophyll_2015_SMHI_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	SLÄGGÖ	SLÄGGÖ	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	34AR	630		d6cb069f37fa4663e5393e9841c2d81d	2015-10-16	09:10			58 15.50	11 26.00	58.25833	11.43333		72.0	6	7			4	9	2	0					0.0	10.0	Sveriges meteorologiska och hydrologiska institut 		HOS			Chlorophyll-a	8.10	ug/l					HC-C-C4							Sveriges meteorologiska och hydrologiska institut 			2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345				NATL	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_SMHI	SHARK_Chlorophyll_2015_SMHI_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	N14 FALKENBERG	N14 FALKENBERG	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	34AR	622		340711a81b13010e7e9b1c92391683a0	2015-10-15	12:45			56 56.40	12 12.70	56.94000	12.21167		31.0	8	6			4	9	3	0					0.0	10.0	Sveriges meteorologiska och hydrologiska institut 		HOS			Chlorophyll-a	0.80	ug/l					HC-C-C4							Sveriges meteorologiska och hydrologiska institut 			3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131				NATL	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_SMHI	SHARK_Chlorophyll_2015_SMHI_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	RÅNEÅ-1	RA1	-	Havs- och vattenmyndigheten			30	d814f4eda7e77257036c44d121397e38	2015-10-07	14:30			65 48.45	22 22.50	65.80750	22.37500	GPS	7												1	0	5	Umeå Universitet		HOS	0.1		Chlorophyll-a	2.67	ug/l			FLM		HC-C-C2	Detektionsgräns 0.05mg/m3						Umeå Universitet			2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Rånefjärden	654820-222660	22 - Norra Bottenviken. Inre kustvatten	Bottenviken	HELCOM	Svensk ekonomisk zon	Norrbottens län	Luleå					NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC	SHARK_Chlorophyll_2015_UMSC_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	RÅNEÅ-1	RA1	-	Havs- och vattenmyndigheten			30	6cb5f89483fc63884cb8056f93da195d	2015-10-07	14:30			65 48.45	22 22.50	65.80750	22.37500	GPS	7												2	0	5	Umeå Universitet		HOS	0.1		Chlorophyll-a	2.95	ug/l			FLM		HC-C-C2	Detektionsgräns 0.05mg/m3						Umeå Universitet			2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Rånefjärden	654820-222660	22 - Norra Bottenviken. Inre kustvatten	Bottenviken	HELCOM	Svensk ekonomisk zon	Norrbottens län	Luleå					NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC	SHARK_Chlorophyll_2015_UMSC_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	RÅNEÅ-2	RA2	-	Havs- och vattenmyndigheten			30	8afc23f9f8b7cce17aadee2eab8d2007	2015-10-07	13:50			65 43.79	22 26.78	65.72983	22.44633	GPS	12												1	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	3.1	ug/l			FLM		HC-C-C2	Detektionsgräns 0.05mg/m3						Umeå Universitet			2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Gussöfjärden	654470-222700	22 - Norra Bottenviken. Inre kustvatten	Bottenviken	HELCOM	Svensk ekonomisk zon	Norrbottens län	Luleå					NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC	SHARK_Chlorophyll_2015_UMSC_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	RÅNEÅ-2	RA2	-	Havs- och vattenmyndigheten			30	586abf1cd0c2449d6e225024bd319fa2	2015-10-07	13:50			65 43.79	22 26.78	65.72983	22.44633	GPS	12												2	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	3.12	ug/l			FLM		HC-C-C2	Detektionsgräns 0.05mg/m3						Umeå Universitet			2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Gussöfjärden	654470-222700	22 - Norra Bottenviken. Inre kustvatten	Bottenviken	HELCOM	Svensk ekonomisk zon	Norrbottens län	Luleå					NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC	SHARK_Chlorophyll_2015_UMSC_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	B1	B1	-	Havs- och vattenmyndigheten	77LA	133	133	6c19b3615c57cc2a9e5e42ba0c2b5c76	2015-10-06	06:30			58 48.19	17 37.52	58.80317	17.62533	DGP		5	3			1	5	3	0				1	0	20	Stockholms universitet		HOS			Chlorophyll-a	2.465	ug/l				SS028146								Stockholms universitet			2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		C	B		NATL	Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_DEEP	SHARK_Chlorophyll_2015_DEEP_version_2017-04-26.zip
Chlorophyll	Pågående-SMHI	Leverantör	2015	B3	B3	-	Havs- och vattenmyndigheten			30	9a31fc2dac609ac1133f26aae96929b8	2015-10-05	13:20			63 29.96	19 49.20	63.49933	19.82000	GPS	4												1	0	10	Umeå Universitet		HOS	0.1		Chlorophyll-a	0.93	ug/l			FLM		HC-C-C2	Detektionsgräns 0.05mg/m3						Umeå Universitet			2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Örefjärden	633000-195000	20 - Norra Kvarkens inre kustvatten	N Kvarken	HELCOM	Svensk ekonomisk zon	Västerbottens län	Umeå					NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2015_UMSC	SHARK_Chlorophyll_2015_UMSC_version_2017-04-26.zip
